A;RTSALEDATA;241;20140908 01:15;VALNET;
B;241;2641099;1;20140908 01:15;;;2622;THUNDERBOLTS WAY;TIBBUC;2422;189.8;H;20140530;20140711;512300;RU1;3;FARM;;RRC;;0;AI795738;
C;241;2641099;1;20140908 01:15;13, 14, 21, 25, 26, 29/753159 Road Permit 08/3;
D;241;2641099;1;20140908 01:15;P;;;;;;
D;241;2641099;1;20140908 01:15;P;;;;;;
D;241;2641099;1;20140908 01:15;P;;;;;;
D;241;2641099;1;20140908 01:15;P;;;;;;
D;241;2641099;1;20140908 01:15;V;;;;;;
B;241;2641234;2;20140908 01:15;;;1;ARGYLE ST;BARRINGTON;2422;5292;M;20140721;20140829;170000;RU5;R;RESIDENCE;;AAM;;0;AI864428;
C;241;2641234;2;20140908 01:15;1/742929;
D;241;2641234;2;20140908 01:15;P;;;;;;
D;241;2641234;2;20140908 01:15;V;;;;;;
B;241;2639847;3;20140908 01:15;;;36;ELLIOT ST;GLOUCESTER;2422;950.5;M;20140721;20140825;252500;R2;R;RESIDENCE;;AAC;;0;AI863492;
C;241;2639847;3;20140908 01:15;2/808374;
D;241;2639847;3;20140908 01:15;P;;;;;;
D;241;2639847;3;20140908 01:15;P;;;;;;
D;241;2639847;3;20140908 01:15;V;;;;;;
D;241;2639847;3;20140908 01:15;V;;;;;;
B;241;3792822;4;20140908 01:15;;;LOT 1 DP 1;PH: BARRINGTON CO: GLOUCESTER;BINDERA;2422;9816;M;20110401;20140516;1850;;V;VACANT LAND;;;;0;AI639434;
C;241;3792822;4;20140908 01:15;1/1192486;
D;241;3792822;4;20140908 01:15;P;;;;;;
D;241;3792822;4;20140908 01:15;P;;;;;;
D;241;3792822;4;20140908 01:15;V;;;;;;
B;241;3792825;5;20140908 01:15;;;4530;THE BUCKETTS WAY;GLOUCESTER;2422;7.757;H;20140422;20140603;210000;;V;VACANT LAND;;;;0;AI645503;
C;241;3792825;5;20140908 01:15;2/1113838;
D;241;3792825;5;20140908 01:15;P;;;;;;
D;241;3792825;5;20140908 01:15;P;;;;;;
D;241;3792825;5;20140908 01:15;V;;;;;;
B;241;3792750;6;20140908 01:15;;;;;GLOUCESTER;2422;1.335;H;20140801;20140801;6135;;V;VACANT LAND;;;;0;AI825857;
C;241;3792750;6;20140908 01:15;1/1196740;
D;241;3792750;6;20140908 01:15;P;;;;;;
D;241;3792750;6;20140908 01:15;V;;;;;;
Z;33;6;6;19;
