A;RTSALEDATA;050;20141229 01:16;VALNET;
B;050;489469;1;20141229 01:16;;3;441;DOUGLAS RD;LAVINGTON;2641;;;20141013;20141121;125000;;R;RESIDENCE;3;;;0;AJ119702;
C;050;489469;1;20141229 01:16;3/SP68654;
D;050;489469;1;20141229 01:16;P;;;;;;
D;050;489469;1;20141229 01:16;P;;;;;;
D;050;489469;1;20141229 01:16;V;;;;;;
D;050;489469;1;20141229 01:16;V;;;;;;
B;050;489469;2;20141229 01:16;;5;441;DOUGLAS RD;LAVINGTON;2641;;;20141013;20141121;104000;;R;RESIDENCE;5;;;0;AJ119627;
C;050;489469;2;20141229 01:16;5/SP68654;
D;050;489469;2;20141229 01:16;P;;;;;;
D;050;489469;2;20141229 01:16;P;;;;;;
D;050;489469;2;20141229 01:16;V;;;;;;
D;050;489469;2;20141229 01:16;V;;;;;;
B;050;3474410;3;20141229 01:16;;1;12;MULGA PL;WEST ALBURY;2640;478;M;20141003;20141114;275000;;R;RESIDENCE;1;;;0;AJ126485;
C;050;3474410;3;20141229 01:16;1/SP80466;
D;050;3474410;3;20141229 01:16;P;;;;;;
D;050;3474410;3;20141229 01:16;V;;;;;;
B;050;486641;4;20141229 01:16;;;61;BULLER CRES;THURGOONA;2640;657.3;M;20141030;20141210;212000;R1;R;RESIDENCE;;ATH;;0;AJ137951;
C;050;486641;4;20141229 01:16;22/258003;
D;050;486641;4;20141229 01:16;P;;;;;;
D;050;486641;4;20141229 01:16;P;;;;;;
D;050;486641;4;20141229 01:16;V;;;;;;
B;050;484700;5;20141229 01:16;;7;199;ALEXANDRA ST;EAST ALBURY;2640;;;20141105;20141118;145000;;R;RESIDENCE;8;;;0;AJ134686;
C;050;484700;5;20141229 01:16;8/SP39034;
D;050;484700;5;20141229 01:16;P;;;;;;
D;050;484700;5;20141229 01:16;V;;;;;;
B;050;488087;6;20141229 01:16;;;74;CRAWSHAW CRES;GLENROY;2640;913;M;20141029;20141212;305000;R1;R;RESIDENCE;;ANP;;0;AJ125572;
C;050;488087;6;20141229 01:16;99/830191;
D;050;488087;6;20141229 01:16;P;;;;;;
D;050;488087;6;20141229 01:16;V;;;;;;
D;050;488087;6;20141229 01:16;V;;;;;;
B;050;499817;7;20141229 01:16;;3;374;SANDRINA DR;LAVINGTON;2641;;;20141124;20141210;155000;;R;RESIDENCE;3;;;0;AJ133278;
C;050;499817;7;20141229 01:16;3/SP15891;
D;050;499817;7;20141229 01:16;P;;;;;;
D;050;499817;7;20141229 01:16;P;;;;;;
D;050;499817;7;20141229 01:16;V;;;;;;
