A;RTSALEDATA;220;20140811 01:12;VALNET;
B;220;2383714;1;20140811 01:12;;19;6;CLIFFORD AVE;CANLEY VALE;2166;;;20140517;20140724;360000;;R;RESIDENCE;19;;;0;AI775169;
C;220;2383714;1;20140811 01:12;19/SP9248;
D;220;2383714;1;20140811 01:12;P;;;;;;
D;220;2383714;1;20140811 01:12;V;;;;;;
D;220;2383714;1;20140811 01:12;V;;;;;;
D;220;2383714;1;20140811 01:12;V;;;;;;
B;220;2389032;2;20140811 01:12;;;7;ELGAR CL;BONNYRIGG HEIGHTS;2177;550.1;M;20140610;20140722;530000;R2;R;RESIDENCE;;RAF;;0;AI772982;
C;220;2389032;2;20140811 01:12;45/730785;
D;220;2389032;2;20140811 01:12;P;;;;;;
D;220;2389032;2;20140811 01:12;V;;;;;;
D;220;2389032;2;20140811 01:12;V;;;;;;
B;220;2391663;3;20140811 01:12;;;4;FRANKLIN PL;BOSSLEY PARK;2176;625.4;M;20140628;20140730;450000;R2;R;RESIDENCE;;RAE;;0;AI787950;
C;220;2391663;3;20140811 01:12;40/261788;
D;220;2391663;3;20140811 01:12;P;;;;;;
D;220;2391663;3;20140811 01:12;P;;;;;;
D;220;2391663;3;20140811 01:12;V;;;;;;
B;220;2402627;4;20140811 01:12;;;101;KIORA ST;CANLEY HEIGHTS;2166;442.6;M;20140607;20140724;760000;R4;R;RESIDENCE;;RHD;;0;AI777944;
C;220;2402627;4;20140811 01:12;20, 21/42/728;
D;220;2402627;4;20140811 01:12;P;;;;;;
D;220;2402627;4;20140811 01:12;V;;;;;;
B;220;2389189;5;20140811 01:12;;;434;ELIZABETH DR;BONNYRIGG;2177;4047;M;20140327;20140716;1520000;R2;R;RESIDENCE;;RAM;;0;AI781379;
C;220;2389189;5;20140811 01:12;B/364429;
D;220;2389189;5;20140811 01:12;P;;;;;;
D;220;2389189;5;20140811 01:12;V;;;;;;
