A;RTSALEDATA;207;20140915 01:15;VALNET;
B;207;2010548;1;20140915 01:15;;;21;MULWARREE AVE;RANDWICK;2031;418.29;M;20140514;20140514;288000;R3;R;RESIDENCE;;AMA;;0;AI747181;
C;207;2010548;1;20140915 01:15;3/11916;
D;207;2010548;1;20140915 01:15;P;;;;;;
D;207;2010548;1;20140915 01:15;P;;;;;;
D;207;2010548;1;20140915 01:15;P;;;;;;
D;207;2010548;1;20140915 01:15;P;;;;;;
D;207;2010548;1;20140915 01:15;P;;;;;;
D;207;2010548;1;20140915 01:15;P;;;;;;
D;207;2010548;1;20140915 01:15;V;;;;;;
D;207;2010548;1;20140915 01:15;V;;;;;;
D;207;2010548;1;20140915 01:15;V;;;;;;
D;207;2010548;1;20140915 01:15;V;;;;;;
D;207;2010548;1;20140915 01:15;V;;;;;;
D;207;2010548;1;20140915 01:15;V;;;;;;
B;207;2005395;2;20140915 01:15;;4;6;MARCEL AVE;RANDWICK;2031;;;20140624;20140903;810000;;R;RESIDENCE;4;;;0;AI879439;
C;207;2005395;2;20140915 01:15;4/SP18750;
D;207;2005395;2;20140915 01:15;P;;;;;;
D;207;2005395;2;20140915 01:15;V;;;;;;
D;207;2005395;2;20140915 01:15;V;;;;;;
B;207;2000880;3;20140915 01:15;;;41;HINKLER ST;MAROUBRA;2035;464.44;M;20140725;20140905;1400000;R2;R;RESIDENCE;;ALL;;0;AI871326;
C;207;2000880;3;20140915 01:15;2554/752015;
D;207;2000880;3;20140915 01:15;P;;;;;;
D;207;2000880;3;20140915 01:15;P;;;;;;
D;207;2000880;3;20140915 01:15;V;;;;;;
B;207;2014536;4;20140915 01:15;;12;63;HARBOURNE RD;KINGSFORD;2032;;;20140705;20140818;410000;;R;RESIDENCE;12;;;0;AI869270;
C;207;2014536;4;20140915 01:15;12/SP39850;
D;207;2014536;4;20140915 01:15;P;;;;;;
D;207;2014536;4;20140915 01:15;V;;;;;;
