A;RTSALEDATA;116;20150803 01:16;VALNET;
B;116;1242798;1;20150803 01:16;;;89;HILL ST;PARKES;2870;1012;M;20150525;20150706;100000;R1;R;RESIDENCE;;AAB;;0;AJ688705;
C;116;1242798;1;20150803 01:16;3/50/758827;
D;116;1242798;1;20150803 01:16;P;;;;;;
D;116;1242798;1;20150803 01:16;V;;;;;;
D;116;1242798;1;20150803 01:16;V;;;;;;
B;116;1243293;2;20150803 01:16;;;79;MAGUIRE RD;PARKES;2870;31.22;H;20150515;20150626;560000;RU1;R;RESIDENCE;;RHE;;0;AJ682072;
C;116;1243293;2;20150803 01:16;1/867949;
D;116;1243293;2;20150803 01:16;P;;;;;;
D;116;1243293;2;20150803 01:16;P;;;;;;
D;116;1243293;2;20150803 01:16;V;;;;;;
D;116;1243293;2;20150803 01:16;V;;;;;;
B;116;1244174;3;20150803 01:16;;;34;REID ST;PARKES;2870;916.9;M;20150623;20150721;198000;R1;R;RESIDENCE;;AAA;;0;AJ693974;
C;116;1244174;3;20150803 01:16;9/26128;
D;116;1244174;3;20150803 01:16;P;;;;;;
D;116;1244174;3;20150803 01:16;P;;;;;;
D;116;1244174;3;20150803 01:16;V;;;;;;
D;116;1244174;3;20150803 01:16;V;;;;;;
B;116;1244356;4;20150803 01:16;;;10;SYDNEY ST;PARKES;2870;686.73;M;20150605;20150714;168000;R1;R;RESIDENCE;;AAJ;;0;AJ690680;
C;116;1244356;4;20150803 01:16;14/15374;
D;116;1244356;4;20150803 01:16;P;;;;;;
D;116;1244356;4;20150803 01:16;V;;;;;;
D;116;1244356;4;20150803 01:16;V;;;;;;
B;116;1244381;5;20150803 01:16;;;12;TALBOT ST;PARKES;2870;632.3;M;20150618;20150716;86000;R1;R;RESIDENCE;;AAF;;0;AJ693139;
C;116;1244381;5;20150803 01:16;1/361622;
D;116;1244381;5;20150803 01:16;P;;;;;;
D;116;1244381;5;20150803 01:16;V;;;;;;
Z;28;5;5;16;
