A;RTSALEDATA;302;20151123 01:21;VALNET;
B;302;3056264;1;20151123 01:21;FALLS CREEK;;189;JENKINS RD;MATHESON;2370;181.1;H;20151007;20151103;580000;RU1;V;VACANT LAND;;RSW;;0;AJ982125;
C;302;3056264;1;20151123 01:21;1/1061812;
D;302;3056264;1;20151123 01:21;P;;;;;;
D;302;3056264;1;20151123 01:21;V;;;;;;
B;302;1847537;2;20151123 01:21;;;110;MACQUARIE ST;GLEN INNES;2370;1619;M;20150921;20151027;325000;R1;R;RESIDENCE;;AAC;;0;AJ987817;
C;302;1847537;2;20151123 01:21;1/30/758447;
D;302;1847537;2;20151123 01:21;P;;;;;;
D;302;1847537;2;20151123 01:21;P;;;;;;
D;302;1847537;2;20151123 01:21;V;;;;;;
B;302;1847940;3;20151123 01:21;;;37;OXFORD ST;GLEN INNES;2370;645;M;20150923;20151104;135000;R1;R;RESIDENCE;;AAA;;0;AJ983186;
C;302;1847940;3;20151123 01:21;15/8934;
D;302;1847940;3;20151123 01:21;P;;;;;;
D;302;1847940;3;20151123 01:21;V;;;;;;
Z;15;3;3;7;
