A;251;20120116 03:13;VALNET;
B;251;3617820;1;20120116 03:13;;;1018;BULGANDRAMINE RD;TOMINGLEY;2869;690.2;H;20110429;20110630;818256;;3;FARM;;;;0;AG467495;
C;251;3617820;1;20120116 03:13;PT 2/1164491;
D;251;3617820;1;20120116 03:13;P;;;;;;
D;251;3617820;1;20120116 03:13;P;;;;;;
D;251;3617820;1;20120116 03:13;V;;;;;;
D;251;3617820;1;20120116 03:13;V;;;;;;
D;251;3617820;1;20120116 03:13;V;;;;;;
B;251;3617821;2;20120116 03:13;;;;BULGANDRAMINE RD;TOMINGLEY;2869;438;H;20110429;20110630;519168;;3;FARM;;;;0;AG467496;
C;251;3617821;2;20120116 03:13;PT 3/1164491;
D;251;3617821;2;20120116 03:13;P;;;;;;
D;251;3617821;2;20120116 03:13;P;;;;;;
D;251;3617821;2;20120116 03:13;V;;;;;;
D;251;3617821;2;20120116 03:13;V;;;;;;
D;251;3617821;2;20120116 03:13;V;;;;;;
B;251;3617822;3;20120116 03:13;;;;BULGANDRAMINE RD;TOMINGLEY;2869;282.3;H;20110429;20110630;334656;;3;FARM;;;;0;AG467497;
C;251;3617822;3;20120116 03:13;PT 4/1164491;
D;251;3617822;3;20120116 03:13;P;;;;;;
D;251;3617822;3;20120116 03:13;P;;;;;;
D;251;3617822;3;20120116 03:13;V;;;;;;
D;251;3617822;3;20120116 03:13;V;;;;;;
B;251;2674504;4;20120116 03:13;;;102;BIRCH ST;NARROMINE;2821;813.4;M;20111117;20111222;175000;Z;R;RESIDENCE;;AB;;0;AG727900;
C;251;2674504;4;20120116 03:13;83/810143;
D;251;2674504;4;20120116 03:13;P;;;;;;
D;251;2674504;4;20120116 03:13;V;;;;;;
B;251;2675624;5;20120116 03:13;;;104;SCOTT CT;NARROMINE;2821;1125;M;20111201;20111223;230000;Z;R;RESIDENCE;;AB;;0;AG731895;
C;251;2675624;5;20120116 03:13;17/255243;
D;251;2675624;5;20120116 03:13;P;;;;;;
D;251;2675624;5;20120116 03:13;P;;;;;;
D;251;2675624;5;20120116 03:13;V;;;;;;
Z;31;5;5;19;
