A;230;20120116 03:11;VALNET;
B;230;2605441;1;20120116 03:11;;;;MARMA BOX CREEK RD;BALRANALD;2715;52373.25;H;20110701;20110701;3600000;RU1;3;FARM/RURAL;;RD1;;0;AG689694;
C;230;2605441;1;20120116 03:11;1, 3/756078 1, 2, 3/756111 1033/762259 4728/769045 4812/769046 Western;
C;230;2605441;1;20120116 03:11; Land Lease 3016 Western Land Lease 453;
D;230;2605441;1;20120116 03:11;P;;;;;;
D;230;2605441;1;20120116 03:11;P;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
D;230;2605441;1;20120116 03:11;V;;;;;;
Z;14;1;2;9;
