A;RTSALEDATA;209;20120604 01:43;VALNET;
B;209;2058382;1;20120604 01:43;;;2;FITZGERALD ST;QUEENS PARK;2022;153.2;M;20120222;20120516;980000;A;3;HOUSE;;CN;;0;AH1364;
C;209;2058382;1;20120604 01:43;40/1089205;
D;209;2058382;1;20120604 01:43;P;;;;;;
D;209;2058382;1;20120604 01:43;P;;;;;;
D;209;2058382;1;20120604 01:43;V;;;;;;
D;209;2058382;1;20120604 01:43;V;;;;;;
B;209;2055991;2;20120604 01:43;;6;71;CURLEWIS ST;BONDI BEACH;2026;;;20120424;20120524;615000;;R;RESIDENCE;6;;;0;AH15878;
C;209;2055991;2;20120604 01:43;6/SP21831;
D;209;2055991;2;20120604 01:43;P;;;;;;
D;209;2055991;2;20120604 01:43;P;;;;;;
D;209;2055991;2;20120604 01:43;V;;;;;;
B;209;2050841;3;20120604 01:43;;;152;BLAIR ST;NORTH BONDI;2026;221.3;M;20120402;20120430;1290000;A;R;RESIDENCE;;CD;;0;AH7995;
C;209;2050841;3;20120604 01:43;10/553503;
D;209;2050841;3;20120604 01:43;P;;;;;;
D;209;2050841;3;20120604 01:43;V;;;;;;
D;209;2050841;3;20120604 01:43;V;;;;;;
B;209;2048366;4;20120604 01:43;;;10;ABOUKIR ST;DOVER HEIGHTS;2030;569.1;M;20120417;20120517;4050000;A;R;RESIDENCE;;CB;;0;AH7025;
C;209;2048366;4;20120604 01:43;5/11810;
D;209;2048366;4;20120604 01:43;P;;;;;;
D;209;2048366;4;20120604 01:43;V;;;;;;
D;209;2048366;4;20120604 01:43;V;;;;;;
B;209;2048583;5;20120604 01:43;;;40;ALFRED ST;BRONTE;2024;240.3;M;20120316;20120508;1830000;A;R;RESIDENCE;;CK;;0;AG992000;
C;209;2048583;5;20120604 01:43;1/203392;
D;209;2048583;5;20120604 01:43;P;;;;;;
D;209;2048583;5;20120604 01:43;P;;;;;;
D;209;2048583;5;20120604 01:43;V;;;;;;
B;209;2051266;6;20120604 01:43;;;42;BON ACCORD AVE;BONDI JUNCTION;2022;362.13;M;20120319;20120430;1940000;A;R;RESIDENCE;;CG;;0;AG996468;
C;209;2051266;6;20120604 01:43;2/900785;
D;209;2051266;6;20120604 01:43;P;;;;;;
D;209;2051266;6;20120604 01:43;V;;;;;;
D;209;2051266;6;20120604 01:43;V;;;;;;
B;209;2062145;7;20120604 01:43;;;107;HEWLETT ST;BRONTE;2024;252.9;M;20120302;20120525;5200000;A;R;RESIDENCE;;EK;;0;AH17254;
C;209;2062145;7;20120604 01:43;B/406169;
D;209;2062145;7;20120604 01:43;P;;;;;;
D;209;2062145;7;20120604 01:43;V;;;;;;
B;209;2057737;8;20120604 01:43;;;23;EBLEY ST;BONDI JUNCTION;2022;113.8;M;20120413;20120525;875000;A;R;RESIDENCE;;CP;;0;AH16721;
C;209;2057737;8;20120604 01:43;1/90468;
D;209;2057737;8;20120604 01:43;P;;;;;;
D;209;2057737;8;20120604 01:43;V;;;;;;
B;209;2052770;9;20120604 01:43;;3;140;BRIGHTON BVD;NORTH BONDI;2026;;;20120427;20120528;616500;;R;RESIDENCE;3;;;0;AH18116;
C;209;2052770;9;20120604 01:43;3/SP21550;
D;209;2052770;9;20120604 01:43;P;;;;;;
D;209;2052770;9;20120604 01:43;V;;;;;;
