A;RTSALEDATA;224;20120423 02:24;VALNET;
B;224;2528952;1;20120423 02:24;;;3;ANNIE SPENCE CL;EMU HEIGHTS;2750;626.1;M;20120302;20120413;450000;A;R;RESIDENCE;;BC;;0;AG925221;
C;224;2528952;1;20120423 02:24;5063/776517;
D;224;2528952;1;20120423 02:24;P;;;;;;
D;224;2528952;1;20120423 02:24;P;;;;;;
D;224;2528952;1;20120423 02:24;V;;;;;;
D;224;2528952;1;20120423 02:24;V;;;;;;
B;224;2529812;2;20120423 02:24;;;16;AUSTRALIA ST;ST MARYS;2760;777.8;M;20120227;20120402;350000;A;R;RESIDENCE;;AF;;0;AG920210;
C;224;2529812;2;20120423 02:24;1/506328;
D;224;2529812;2;20120423 02:24;P;;;;;;
D;224;2529812;2;20120423 02:24;P;;;;;;
D;224;2529812;2;20120423 02:24;V;;;;;;
B;224;2944146;3;20120423 02:24;;4;126;CANBERRA ST;ST MARYS;2760;;;20120215;20120403;185000;;R;RESIDENCE;4;;;0;AG917991;
C;224;2944146;3;20120423 02:24;4/SP68709;
D;224;2944146;3;20120423 02:24;P;;;;;;
D;224;2944146;3;20120423 02:24;V;;;;;;
D;224;2944146;3;20120423 02:24;V;;;;;;
D;224;2944146;3;20120423 02:24;V;;;;;;
D;224;2944146;3;20120423 02:24;V;;;;;;
B;224;2969931;4;20120423 02:24;;;41;WATERFORD WAY;GLENMORE PARK;2745;580.7;M;20111006;20120405;595000;A;R;RESIDENCE;;KL;;0;AG924057;
C;224;2969931;4;20120423 02:24;833/1049215;
D;224;2969931;4;20120423 02:24;P;;;;;;
D;224;2969931;4;20120423 02:24;P;;;;;;
D;224;2969931;4;20120423 02:24;V;;;;;;
D;224;2969931;4;20120423 02:24;V;;;;;;
B;224;3414957;5;20120423 02:24;;5;73;STAFFORD ST;KINGSWOOD;2747;114;M;20120223;20120405;310000;;R;RESIDENCE;5;;;0;AG921665;
C;224;3414957;5;20120423 02:24;5/SP81343;
D;224;3414957;5;20120423 02:24;P;;;;;;
D;224;3414957;5;20120423 02:24;V;;;;;;
B;224;2541623;6;20120423 02:24;;;62;COX AVE;KINGSWOOD;2747;1037;M;20120330;20120330;100000;IN1;R;RESIDENCE;;IKW;;0;AG916929;
C;224;2541623;6;20120423 02:24;10/238525;
D;224;2541623;6;20120423 02:24;P;;;;;;
D;224;2541623;6;20120423 02:24;V;;;;;;
B;224;2549858;7;20120423 02:24;;;33;GLENBROOK ST;JAMISONTOWN;2750;561;M;20120207;20120326;325000;A;R;RESIDENCE;;GJ;;0;AG920872;
C;224;2549858;7;20120423 02:24;57/252657;
D;224;2549858;7;20120423 02:24;P;;;;;;
D;224;2549858;7;20120423 02:24;P;;;;;;
D;224;2549858;7;20120423 02:24;V;;;;;;
D;224;2549858;7;20120423 02:24;V;;;;;;
