A;537;20120109 03:26;VALNET;
B;537;1221330;1;20120109 03:26;;;8;MARCHANT ST;MENDOORAN;2842;1012;M;20080701;20111205;19950;Z;V;VACANT LAND;;AJ;;0;AG695705;
C;537;1221330;1;20120109 03:26;8/26/758668;
D;537;1221330;1;20120109 03:26;P;;;;;;
D;537;1221330;1;20120109 03:26;V;;;;;;
B;537;1219921;2;20120109 03:26;;;13;COBBORAH ST;DUNEDOO;2844;2023;M;20110812;20110930;265000;Z;R;RESIDENCE;;AF;;0;AG714738;
C;537;1219921;2;20120109 03:26;7/10/758364;
D;537;1219921;2;20120109 03:26;P;;;;;;
D;537;1219921;2;20120109 03:26;P;;;;;;
D;537;1219921;2;20120109 03:26;V;;;;;;
B;537;1220628;3;20120109 03:26;;;58;BINNIA ST;COOLAH;2843;727.2;M;20111201;20111220;145000;Z;3;COMMERCIAL BU;;BA;;0;AG703485;
C;537;1220628;3;20120109 03:26;2/202964;
D;537;1220628;3;20120109 03:26;P;;;;;;
D;537;1220628;3;20120109 03:26;V;;;;;;
D;537;1220628;3;20120109 03:26;V;;;;;;
B;537;2630515;4;20120109 03:26;;;42;EDWARDS ST;COONABARABRAN;2357;1834;M;20111118;20111221;182500;Z;R;RESIDENCE;;DB;;0;AG719427;
C;537;2630515;4;20120109 03:26;23/14813;
D;537;2630515;4;20120109 03:26;P;;;;;;
D;537;2630515;4;20120109 03:26;P;;;;;;
D;537;2630515;4;20120109 03:26;V;;;;;;
B;537;2629014;5;20120109 03:26;;;51;WORRIGAL ST;BARADINE;2396;1012;M;20111118;20111215;175000;Z;R;RESIDENCE;;DH;;0;AG709484;
C;537;2629014;5;20120109 03:26;A/384920;
D;537;2629014;5;20120109 03:26;P;;;;;;
D;537;2629014;5;20120109 03:26;P;;;;;;
D;537;2629014;5;20120109 03:26;V;;;;;;
D;537;2629014;5;20120109 03:26;V;;;;;;
B;537;2629214;6;20120109 03:26;;;8;CISCO ST;BINNAWAY;2395;1416;M;20111205;20111219;34000;Z;R;RESIDENCE;;DX;;0;AG704933;
C;537;2629214;6;20120109 03:26;1/515943;
D;537;2629214;6;20120109 03:26;P;;;;;;
D;537;2629214;6;20120109 03:26;P;;;;;;
D;537;2629214;6;20120109 03:26;V;;;;;;
Z;32;6;6;18;
