A;RTSALEDATA;018;20120430 01:38;VALNET;
B;018;393341;1;20120430 01:38;;;1;WATTLE ST;BERMAGUI;2546;961.6;M;20120214;20120416;378000;A;3;HOUSE;;GL;;0;AG939977;
C;018;393341;1;20120430 01:38;151/842018;
D;018;393341;1;20120430 01:38;P;;;;;;
D;018;393341;1;20120430 01:38;V;;;;;;
D;018;393341;1;20120430 01:38;V;;;;;;
B;018;391041;2;20120430 01:38;;;36;GLEBE AVE;BEGA;2550;1012;M;20120130;20120326;292000;A;R;RESIDENCE;;QC;;0;AG935098;
C;018;391041;2;20120430 01:38;9/38728;
D;018;391041;2;20120430 01:38;P;;;;;;
D;018;391041;2;20120430 01:38;P;;;;;;
D;018;391041;2;20120430 01:38;V;;;;;;
B;018;391669;3;20120430 01:38;;;17;NORMAN AVE;BEGA;2550;765.1;M;20120307;20120330;259400;A;R;RESIDENCE;;QB;;0;AG936505;
C;018;391669;3;20120430 01:38;15/20781;
D;018;391669;3;20120430 01:38;P;;;;;;
D;018;391669;3;20120430 01:38;V;;;;;;
D;018;391669;3;20120430 01:38;V;;;;;;
B;018;392268;4;20120430 01:38;;;67;BRITTANIA ST;BEMBOKA;2550;1518;M;20120214;20120402;147000;A;R;RESIDENCE;;PF;;0;AG934489;
C;018;392268;4;20120430 01:38;1/7/758087;
D;018;392268;4;20120430 01:38;P;;;;;;
D;018;392268;4;20120430 01:38;V;;;;;;
B;018;395625;5;20120430 01:38;;6;9;BRODRIBB CT;BERRAMBOOL;2548;;;20120227;20120410;210000;;R;RESIDENCE;6;;;0;AG925844;
C;018;395625;5;20120430 01:38;6/SP32825;
D;018;395625;5;20120430 01:38;P;;;;;;
D;018;395625;5;20120430 01:38;V;;;;;;
B;018;398619;6;20120430 01:38;;;49;TOALLO ST;PAMBULA;2549;758.6;M;20120321;20120418;260000;B;R;RESIDENCE;;BP;;0;AG941038;
C;018;398619;6;20120430 01:38;1, 2/780517;
D;018;398619;6;20120430 01:38;P;;;;;;
D;018;398619;6;20120430 01:38;V;;;;;;
B;018;401853;7;20120430 01:38;;;9;CLARKE ST;WOLUMLA;2550;1821;M;20120223;20120402;299900;A;R;RESIDENCE;;PG;;0;AG939995;
C;018;401853;7;20120430 01:38;21, 22/7/997;
D;018;401853;7;20120430 01:38;P;;;;;;
D;018;401853;7;20120430 01:38;P;;;;;;
D;018;401853;7;20120430 01:38;V;;;;;;
B;018;396781;8;20120430 01:38;;5;44;MAIN ST;MERIMBULA;2548;;;20120127;20120302;299000;;R;RESIDENCE;5;;;0;AG934532;
C;018;396781;8;20120430 01:38;5/SP31517;
D;018;396781;8;20120430 01:38;P;;;;;;
D;018;396781;8;20120430 01:38;V;;;;;;
B;018;394595;9;20120430 01:38;;;7;HOSIES RD;EDEN;2551;1039;M;20120228;20120316;410000;A;R;RESIDENCE;;NC;;0;AG934507;
C;018;394595;9;20120430 01:38;71/605440;
D;018;394595;9;20120430 01:38;P;;;;;;
D;018;394595;9;20120430 01:38;V;;;;;;
D;018;394595;9;20120430 01:38;V;;;;;;
B;018;394822;10;20120430 01:38;;12;12;IRENE CRES;EDEN;2551;;;20120320;20120419;124000;;3;HOME UNIT;12;;;0;AG939614;
C;018;394822;10;20120430 01:38;12/SP30407;
D;018;394822;10;20120430 01:38;P;;;;;;
D;018;394822;10;20120430 01:38;V;;;;;;
B;018;397554;11;20120430 01:38;;;2;LAKEWOOD DR;MERIMBULA;2548;750.3;M;20120312;20120403;495000;A;R;RESIDENCE;;KD;;0;AG934514;
C;018;397554;11;20120430 01:38;32/708167;
D;018;397554;11;20120430 01:38;P;;;;;;
D;018;397554;11;20120430 01:38;P;;;;;;
D;018;397554;11;20120430 01:38;V;;;;;;
D;018;397554;11;20120430 01:38;V;;;;;;
B;018;400596;12;20120430 01:38;;;130;GOLF CCT;TURA BEACH;2548;856.2;M;20120223;20120405;269000;A;R;RESIDENCE;;JB;;0;AG941371;
