A;RTSALEDATA;232;20120416 01:28;VALNET;
B;232;2966720;1;20120416 01:28;DALKEITH;;2470;TOTTENHAM RD;NYNGAN;2825;1474.8;H;20120206;20120213;400000;RU1;3;FARM/RURAL;;RAH;;50;AG906556;
C;232;2966720;1;20120416 01:28;22/47491 24/721248 6, 12/755315;
D;232;2966720;1;20120416 01:28;P;;;;;;
D;232;2966720;1;20120416 01:28;P;;;;;;
D;232;2966720;1;20120416 01:28;V;;;;;;
D;232;2966720;1;20120416 01:28;V;;;;;;
B;232;2611984;2;20120416 01:28;;;LOT 22;DALKEITH;NYNGAN;2825;404.6;H;20120206;20120213;400000;RU1;3;FARM/RURAL;;RAH;;50;AG906556;
C;232;2611984;2;20120416 01:28;25/721248;
D;232;2611984;2;20120416 01:28;P;;;;;;
D;232;2611984;2;20120416 01:28;P;;;;;;
D;232;2611984;2;20120416 01:28;V;;;;;;
D;232;2611984;2;20120416 01:28;V;;;;;;
D;232;2611984;2;20120416 01:28;V;;;;;;
Z;15;2;2;9;
