A;222;20120109 03:22;VALNET;
B;222;2464278;1;20120109 03:22;;;31;CALERO ST;LITHGOW;2790;;;20111129;20111222;365000;A;R;RESIDENCE;;AA;;0;AG712938;
C;222;2464278;1;20120109 03:22;201, 202/5255;
D;222;2464278;1;20120109 03:22;P;;;;;;
D;222;2464278;1;20120109 03:22;P;;;;;;
D;222;2464278;1;20120109 03:22;V;;;;;;
B;222;2466987;2;20120109 03:22;;;29;MARTINI PDE;LITHGOW;2790;448.96;M;20111104;20111219;255000;A;R;RESIDENCE;;AA;;0;AG716500;
C;222;2466987;2;20120109 03:22;15/21157;
D;222;2466987;2;20120109 03:22;P;;;;;;
D;222;2466987;2;20120109 03:22;V;;;;;;
B;222;2473194;3;20120109 03:22;;;3;LANE ST;WALLERAWANG;2845;632.3;M;20111029;20111128;135000;Z;R;RESIDENCE;;WA;;0;AG677397;
C;222;2473194;3;20120109 03:22;403/26070;
D;222;2473194;3;20120109 03:22;P;;;;;;
D;222;2473194;3;20120109 03:22;P;;;;;;
D;222;2473194;3;20120109 03:22;P;;;;;;
D;222;2473194;3;20120109 03:22;P;;;;;;
D;222;2473194;3;20120109 03:22;V;;;;;;
B;222;2471076;4;20120109 03:22;;;;GOORA ST;GLEN DAVIS;2846;8.022;H;20111111;20111216;100000;R;V;VACANT LAND;;GD;;0;AG710568;
C;222;2471076;4;20120109 03:22;6/20/758446 1, 2, 3, 4, 5, 6, 7/25/758446 4, 8, 9/26/758446;
D;222;2471076;4;20120109 03:22;P;;;;;;
D;222;2471076;4;20120109 03:22;V;;;;;;
B;222;2463573;5;20120109 03:22;;;27;ROBINIA DR;SOUTH BOWENFELS;2790;862.7;M;20111208;20111219;460000;A;R;RESIDENCE;;AS;;0;AG704411;
C;222;2463573;5;20120109 03:22;50/832250;
D;222;2463573;5;20120109 03:22;P;;;;;;
D;222;2463573;5;20120109 03:22;P;;;;;;
D;222;2463573;5;20120109 03:22;V;;;;;;
D;222;2463573;5;20120109 03:22;V;;;;;;
B;222;2463632;6;20120109 03:22;;;60;ACADEMY ST;LITHGOW;2790;416.78;M;20111021;20111202;234000;A;3;HOUSE;;AA;;0;AG709635;
C;222;2463632;6;20120109 03:22;548/5255;
D;222;2463632;6;20120109 03:22;P;;;;;;
D;222;2463632;6;20120109 03:22;V;;;;;;
B;222;2466316;7;20120109 03:22;;;20;LAURENCE ST;LITHGOW;2790;;;20111125;20111216;297000;A;R;RESIDENCE;;AA;;0;AG710691;
C;222;2466316;7;20120109 03:22;492/5255;
D;222;2466316;7;20120109 03:22;P;;;;;;
D;222;2466316;7;20120109 03:22;V;;;;;;
B;222;2466379;8;20120109 03:22;;;42;LEMNOS ST;LITTLETON;2790;828.37;M;20111118;20111220;250000;A;3;HOUSE;;AL;;0;AG710978;
C;222;2466379;8;20120109 03:22;25/L/19972;
D;222;2466379;8;20120109 03:22;P;;;;;;
D;222;2466379;8;20120109 03:22;P;;;;;;
D;222;2466379;8;20120109 03:22;P;;;;;;
D;222;2466379;8;20120109 03:22;V;;;;;;
B;222;2468997;9;20120109 03:22;TURON COUNTRY RETREAT;;;UPPER TURON RD;CAPERTEE;2846;2.354;H;20111216;20111220;332000;R;R;RESIDENCE;;NA;;0;AG700103;
C;222;2468997;9;20120109 03:22;19/270169;
D;222;2468997;9;20120109 03:22;P;;;;;;
D;222;2468997;9;20120109 03:22;P;;;;;;
D;222;2468997;9;20120109 03:22;V;;;;;;
D;222;2468997;9;20120109 03:22;V;;;;;;
D;222;2468997;9;20120109 03:22;V;;;;;;
D;222;2468997;9;20120109 03:22;V;;;;;;
B;222;3572624;10;20120109 03:22;;;;BAANERS LANE;LITTLE HARTLEY;2790;8.699;H;20111121;20111216;350000;R;V;VACANT LAND;;SH;;0;AG707433;
C;222;3572624;10;20120109 03:22;34/1156527;
D;222;3572624;10;20120109 03:22;P;;;;;;
D;222;3572624;10;20120109 03:22;P;;;;;;
D;222;3572624;10;20120109 03:22;V;;;;;;
D;222;3572624;10;20120109 03:22;V;;;;;;
Z;56;10;10;34;
