A;RTSALEDATA;244;20120514 02:59;VALNET;
B;244;3563015;1;20120514 02:59;;;;ELLATOONEY;TULLIBIGEAL;2669;1625.8;H;20120224;20120315;1602000;R;3;FARM;;RB;;0;AG955327;
C;244;3563015;1;20120514 02:59;10, 11, 22/752359 1/1149510;
D;244;3563015;1;20120514 02:59;P;;;;;;
D;244;3563015;1;20120514 02:59;P;;;;;;
D;244;3563015;1;20120514 02:59;P;;;;;;
D;244;3563015;1;20120514 02:59;P;;;;;;
D;244;3563015;1;20120514 02:59;P;;;;;;
D;244;3563015;1;20120514 02:59;V;;;;;;
D;244;3563015;1;20120514 02:59;V;;;;;;
D;244;3563015;1;20120514 02:59;V;;;;;;
D;244;3563015;1;20120514 02:59;V;;;;;;
Z;13;1;1;9;
