A;RTSALEDATA;074;20180618 01:13;VALNET;
B;074;3369814;1;20180618 01:13;;;40;GILLMARTIN DR;GRIFFITH;2680;789.7;M;20180505;20180608;386000;R1;R;RESIDENCE;;EST;;0;AN407857;
C;074;3369814;1;20180618 01:13;21/1122792;
D;074;3369814;1;20180618 01:13;P;;;;;;
D;074;3369814;1;20180618 01:13;P;;;;;;
D;074;3369814;1;20180618 01:13;V;;;;;;
D;074;3369814;1;20180618 01:13;V;;;;;;
B;074;3394246;2;20180618 01:13;;;11;HALL CRES;YOOGALI;2680;1029;M;20180505;20180608;515000;RU5;R;RESIDENCE;;YOO;;0;AN405945;
C;074;3394246;2;20180618 01:13;36/1125507;
D;074;3394246;2;20180618 01:13;P;;;;;;
D;074;3394246;2;20180618 01:13;P;;;;;;
D;074;3394246;2;20180618 01:13;V;;;;;;
D;074;3394246;2;20180618 01:13;V;;;;;;
B;074;4123022;3;20180618 01:13;;;1239;MYALL PARK RD;YENDA;2681;9729;M;20180410;20180612;465000;;R;RESIDENCE;;;;0;AN410438;
C;074;4123022;3;20180618 01:13;2/1242444;
D;074;4123022;3;20180618 01:13;P;;;;;;
D;074;4123022;3;20180618 01:13;P;;;;;;
D;074;4123022;3;20180618 01:13;V;;;;;;
D;074;4123022;3;20180618 01:13;V;;;;;;
B;074;4119412;4;20180618 01:13;;;2 E;FONTE PL;GRIFFITH;2680;1036;M;20180523;20180608;110000;;V;VACANT LAND;;;;0;AN405931;
C;074;4119412;4;20180618 01:13;1/1242740;
D;074;4119412;4;20180618 01:13;P;;;;;;
D;074;4119412;4;20180618 01:13;P;;;;;;
D;074;4119412;4;20180618 01:13;V;;;;;;
D;074;4119412;4;20180618 01:13;V;;;;;;
B;074;569552;5;20180618 01:13;FARM 1716;;1716;WHITE RD;THARBOGANG;2680;9.839;H;20180428;20180612;450000;RU1;3;FARM;;HOR;;0;AN412433;
C;074;569552;5;20180618 01:13;83/756035;
D;074;569552;5;20180618 01:13;P;;;;;;
D;074;569552;5;20180618 01:13;P;;;;;;
D;074;569552;5;20180618 01:13;P;;;;;;
D;074;569552;5;20180618 01:13;V;;;;;;
B;074;564374;6;20180618 01:13;;;30 B;KOOBA ST;GRIFFITH;2680;310;M;20180427;20180608;275000;R1;R;RESIDENCE;;NOW;;0;AN405959;
C;074;564374;6;20180618 01:13;3/285570;
D;074;564374;6;20180618 01:13;P;;;;;;
D;074;564374;6;20180618 01:13;P;;;;;;
D;074;564374;6;20180618 01:13;V;;;;;;
B;074;564711;7;20180618 01:13;;;20;LAWSON CRES;GRIFFITH;2680;1151;M;20180517;20180614;210000;R1;R;RESIDENCE;;GWE;;0;AN418451;
C;074;564711;7;20180618 01:13;15/128/758476;
D;074;564711;7;20180618 01:13;P;;;;;;
D;074;564711;7;20180618 01:13;V;;;;;;
B;074;564859;8;20180618 01:13;;;103;MACARTHUR ST;GRIFFITH;2680;670.3;M;20180503;20180614;215000;R1;R;RESIDENCE;;NOW;;0;AN419184;
C;074;564859;8;20180618 01:13;74/31667;
D;074;564859;8;20180618 01:13;P;;;;;;
D;074;564859;8;20180618 01:13;P;;;;;;
D;074;564859;8;20180618 01:13;V;;;;;;
D;074;564859;8;20180618 01:13;V;;;;;;
B;074;568030;9;20180618 01:13;;;58;HENRY ST;YENDA;2681;1011;M;20180524;20180614;230000;RU5;R;RESIDENCE;;YEN;;0;AN419823;
C;074;568030;9;20180618 01:13;1/567951;
D;074;568030;9;20180618 01:13;P;;;;;;
D;074;568030;9;20180618 01:13;V;;;;;;
D;074;568030;9;20180618 01:13;V;;;;;;
B;074;570632;10;20180618 01:13;;;107 D;MALLINSON RD;LAKE WYANGAN;2680;1.22;H;20180420;20180608;650000;R5;R;RESIDENCE;;LLR;;0;AN406342;
C;074;570632;10;20180618 01:13;5/837999;
D;074;570632;10;20180618 01:13;P;;;;;;
D;074;570632;10;20180618 01:13;P;;;;;;
D;074;570632;10;20180618 01:13;V;;;;;;
D;074;570632;10;20180618 01:13;V;;;;;;
B;074;3185145;11;20180618 01:13;;;7;BICEGO ST;GRIFFITH;2680;948.5;M;20180515;20180612;160000;R1;V;VACANT LAND;;EST;;0;AN411036;
C;074;3185145;11;20180618 01:13;14/1084327;
D;074;3185145;11;20180618 01:13;P;;;;;;
D;074;3185145;11;20180618 01:13;P;;;;;;
D;074;3185145;11;20180618 01:13;V;;;;;;
D;074;3185145;11;20180618 01:13;V;;;;;;
B;074;2774009;12;20180618 01:13;;;2;MELVILLE CRES;GRIFFITH;2680;4008;M;20180427;20180608;850000;RU4;R;RESIDENCE;;LIF;;0;AN405323;
C;074;2774009;12;20180618 01:13;13/1018541;
D;074;2774009;12;20180618 01:13;P;;;;;;
D;074;2774009;12;20180618 01:13;P;;;;;;
D;074;2774009;12;20180618 01:13;V;;;;;;
D;074;2774009;12;20180618 01:13;V;;;;;;
B;074;3275116;13;20180618 01:13;;;43;VERRI ST;GRIFFITH;2680;785.9;M;20180501;20180612;417000;R1;R;RESIDENCE;;EST;;0;AN412702;
C;074;3275116;13;20180618 01:13;9/1099777;
D;074;3275116;13;20180618 01:13;P;;;;;;
D;074;3275116;13;20180618 01:13;P;;;;;;
D;074;3275116;13;20180618 01:13;V;;;;;;
D;074;3275116;13;20180618 01:13;V;;;;;;
B;074;3335647;14;20180618 01:13;;;4;KELLY AVE;GRIFFITH;2680;39;M;20180503;20180612;439000;R1;R;RESIDENCE;;COM;;0;AN410699;
C;074;3335647;14;20180618 01:13;PT 15, PT 16/131/758476 valued on occupation - hairdressing salon;
D;074;3335647;14;20180618 01:13;P;;;;;;
D;074;3335647;14;20180618 01:13;P;;;;;;
D;074;3335647;14;20180618 01:13;V;;;;;;
D;074;3335647;14;20180618 01:13;V;;;;;;
D;074;3335647;14;20180618 01:13;V;;;;;;
D;074;3335647;14;20180618 01:13;V;;;;;;
B;074;3335648;15;20180618 01:13;;;4;KELLY AVE;GRIFFITH;2680;608;M;20180503;20180612;439000;R1;R;RESIDENCE;;COM;;0;AN410699;
C;074;3335648;15;20180618 01:13;PT 15, PT 16/131/758476 valued on occupation - Residence and Cafe;
D;074;3335648;15;20180618 01:13;P;;;;;;
D;074;3335648;15;20180618 01:13;P;;;;;;
D;074;3335648;15;20180618 01:13;V;;;;;;
D;074;3335648;15;20180618 01:13;V;;;;;;
D;074;3335648;15;20180618 01:13;V;;;;;;
D;074;3335648;15;20180618 01:13;V;;;;;;
Z;92;15;15;60;
