A;RTSALEDATA;139;20180212 01:14;VALNET;
B;139;2869912;1;20180212 01:14;;503;8;WENTWORTH DR;LIBERTY GROVE;2138;;;20171120;20171219;835000;;R;RESIDENCE;46;;;0;AN89392;
C;139;2869912;1;20180212 01:14;46/SP65967;
D;139;2869912;1;20180212 01:14;P;;;;;;
D;139;2869912;1;20180212 01:14;V;;;;;;
D;139;2869912;1;20180212 01:14;V;;;;;;
B;139;3506599;2;20180212 01:14;;52;1;TIMBROL AVE;RHODES;2138;;;20171104;20180201;1060000;;R;RESIDENCE;143;;;0;AN98553;
C;139;3506599;2;20180212 01:14;143/SP82939;
D;139;3506599;2;20180212 01:14;P;;;;;;
D;139;3506599;2;20180212 01:14;P;;;;;;
D;139;3506599;2;20180212 01:14;V;;;;;;
D;139;3506599;2;20180212 01:14;V;;;;;;
B;139;3562459;3;20180212 01:14;;2;4;WALTON CRES;ABBOTSFORD;2046;;;20170928;20180129;4100000;;R;RESIDENCE;2;;;0;AN88122;
C;139;3562459;3;20180212 01:14;2/SP84925;
D;139;3562459;3;20180212 01:14;P;;;;;;
D;139;3562459;3;20180212 01:14;P;;;;;;
D;139;3562459;3;20180212 01:14;V;;;;;;
D;139;3562459;3;20180212 01:14;V;;;;;;
B;139;4073630;4;20180212 01:14;;708;17;WOODLANDS AVE;BREAKFAST POINT;2137;160;M;20171208;20180202;1745000;;R;RESIDENCE;89;;;0;AN90671;
C;139;4073630;4;20180212 01:14;89/SP96557;
D;139;4073630;4;20180212 01:14;P;;;;;;
D;139;4073630;4;20180212 01:14;V;;;;;;
B;139;1454920;5;20180212 01:14;;;21;MERVILLE ST;CONCORD WEST;2138;632.3;M;20171004;20180110;2220000;R2;R;RESIDENCE;;ECC;;0;AN39624;
C;139;1454920;5;20180212 01:14;34/14232;
D;139;1454920;5;20180212 01:14;P;;;;;;
D;139;1454920;5;20180212 01:14;P;;;;;;
D;139;1454920;5;20180212 01:14;V;;;;;;
B;139;1455057;6;20180212 01:14;;3;26 A;COOPER ST;STRATHFIELD;2135;;;20170627;20171221;1200000;;R;RESIDENCE;3;;;0;AN94985;
C;139;1455057;6;20180212 01:14;3/SP60305;
D;139;1455057;6;20180212 01:14;P;;;;;;
D;139;1455057;6;20180212 01:14;V;;;;;;
D;139;1455057;6;20180212 01:14;V;;;;;;
B;139;1455235;7;20180212 01:14;;;12;NELSON RD;NORTH STRATHFIELD;2137;803.61;M;20171115;20180129;2535000;R2;R;RESIDENCE;;ESS;;0;AN95698;
C;139;1455235;7;20180212 01:14;39/2/4668;
D;139;1455235;7;20180212 01:14;P;;;;;;
D;139;1455235;7;20180212 01:14;V;;;;;;
D;139;1455235;7;20180212 01:14;V;;;;;;
B;139;1453596;8;20180212 01:14;;;24;KILLOOLA ST;CONCORD WEST;2138;634.55;M;20171005;20180205;2200000;R2;R;RESIDENCE;;ECC;;0;AN99433;
C;139;1453596;8;20180212 01:14;6/14232;
D;139;1453596;8;20180212 01:14;P;;;;;;
D;139;1453596;8;20180212 01:14;V;;;;;;
D;139;1453596;8;20180212 01:14;V;;;;;;
B;139;1457317;9;20180212 01:14;;;69;VICTORIA AVE;CONCORD WEST;2138;398;M;20171219;20180201;1450000;R2;R;RESIDENCE;;EQQ;;0;AN90270;
C;139;1457317;9;20180212 01:14;143/979563;
D;139;1457317;9;20180212 01:14;P;;;;;;
D;139;1457317;9;20180212 01:14;P;;;;;;
D;139;1457317;9;20180212 01:14;P;;;;;;
D;139;1457317;9;20180212 01:14;V;;;;;;
D;139;1457317;9;20180212 01:14;V;;;;;;
B;139;3237551;10;20180212 01:14;;2;1;HILTS RD;STRATHFIELD;2135;;;20171212;20180129;870000;;R;RESIDENCE;2;;;0;AN87794;
C;139;3237551;10;20180212 01:14;2/SP76729;
D;139;3237551;10;20180212 01:14;P;;;;;;
D;139;3237551;10;20180212 01:14;V;;;;;;
B;139;3657776;11;20180212 01:14;;2;18;PARRAMATTA RD;STRATHFIELD;2135;;;20170613;20170619;780000;;R;RESIDENCE;2;;;0;AN77256;
C;139;3657776;11;20180212 01:14;2/SP87247;
D;139;3657776;11;20180212 01:14;P;;;;;;
D;139;3657776;11;20180212 01:14;V;;;;;;
B;139;1907694;12;20180212 01:14;;;91;RENWICK ST;DRUMMOYNE;2047;278.59;M;20171124;20180129;2185000;R2;R;RESIDENCE;;RFF;;0;AN96499;
C;139;1907694;12;20180212 01:14;114/2/862;
D;139;1907694;12;20180212 01:14;P;;;;;;
D;139;1907694;12;20180212 01:14;P;;;;;;
D;139;1907694;12;20180212 01:14;V;;;;;;
D;139;1907694;12;20180212 01:14;V;;;;;;
B;139;1910236;13;20180212 01:14;;;10;TYLER CRES;ABBOTSFORD;2046;569.1;M;20171023;20180125;1910000;R2;R;RESIDENCE;;RPP;;0;AN87121;
C;139;1910236;13;20180212 01:14;148/35143;
D;139;1910236;13;20180212 01:14;P;;;;;;
D;139;1910236;13;20180212 01:14;P;;;;;;
D;139;1910236;13;20180212 01:14;V;;;;;;
D;139;1910236;13;20180212 01:14;V;;;;;;
B;139;1905800;14;20180212 01:14;;11;12;MARLBOROUGH ST;DRUMMOYNE;2047;;;20171122;20180119;735000;;R;RESIDENCE;11;;;0;AN89432;
C;139;1905800;14;20180212 01:14;11/SP164;
D;139;1905800;14;20180212 01:14;P;;;;;;
D;139;1905800;14;20180212 01:14;P;;;;;;
D;139;1905800;14;20180212 01:14;V;;;;;;
D;139;1905800;14;20180212 01:14;V;;;;;;
B;139;1906056;15;20180212 01:14;;;35;MONS ST;RUSSELL LEA;2046;366.7;M;20171207;20180119;1930000;R2;R;RESIDENCE;;RSS;;0;AN87541;
C;139;1906056;15;20180212 01:14;C/344361;
D;139;1906056;15;20180212 01:14;P;;;;;;
D;139;1906056;15;20180212 01:14;P;;;;;;
D;139;1906056;15;20180212 01:14;V;;;;;;
D;139;1906056;15;20180212 01:14;V;;;;;;
B;139;1908570;16;20180212 01:14;;13;84;ST GEORGES CRES;DRUMMOYNE;2047;;;20171221;20180201;1180000;;R;RESIDENCE;13;;;0;AN95993;
C;139;1908570;16;20180212 01:14;13/SP4628;
D;139;1908570;16;20180212 01:14;P;;;;;;
D;139;1908570;16;20180212 01:14;V;;;;;;
D;139;1908570;16;20180212 01:14;V;;;;;;
B;139;1908570;17;20180212 01:14;;63;84;ST GEORGES CRES;DRUMMOYNE;2047;;;20171221;20180201;1180000;;R;RESIDENCE;63;;;0;AN95993;
C;139;1908570;17;20180212 01:14;63/SP4628;
D;139;1908570;17;20180212 01:14;P;;;;;;
D;139;1908570;17;20180212 01:14;V;;;;;;
D;139;1908570;17;20180212 01:14;V;;;;;;
B;139;1901182;18;20180212 01:14;;;128;FIRST AVE;FIVE DOCK;2046;467.9;M;20171104;20180130;1600000;R3;R;RESIDENCE;;RSD;;0;AN94790;
C;139;1901182;18;20180212 01:14;B/103287;
D;139;1901182;18;20180212 01:14;P;;;;;;
D;139;1901182;18;20180212 01:14;V;;;;;;
D;139;1901182;18;20180212 01:14;V;;;;;;
D;139;1901182;18;20180212 01:14;V;;;;;;
B;139;1906366;19;20180212 01:14;;10;9;NAPIER ST;DRUMMOYNE;2047;;;20171028;20180116;1093000;;R;RESIDENCE;10;;;0;AN70824;
C;139;1906366;19;20180212 01:14;10/SP22199;
D;139;1906366;19;20180212 01:14;P;;;;;;
D;139;1906366;19;20180212 01:14;V;;;;;;
D;139;1906366;19;20180212 01:14;V;;;;;;
B;139;1907440;20;20180212 01:14;;1;107;REGATTA RD;CANADA BAY;2046;;;20171014;20171130;1095000;;R;RESIDENCE;1;;;0;AN93083;
C;139;1907440;20;20180212 01:14;1/SP52207;
D;139;1907440;20;20180212 01:14;P;;;;;;
D;139;1907440;20;20180212 01:14;P;;;;;;
D;139;1907440;20;20180212 01:14;V;;;;;;
Z;108;20;20;66;
