A;RTSALEDATA;300;20180219 01:15;VALNET;
B;300;4097642;1;20180219 01:15;;;;TWIN CREEK RD;COOLATAI;2402;2.727;H;20171229;20171229;1177;;V;VACANT LAND;;;;0;AN96921;
C;300;4097642;1;20180219 01:15;2/1237017;
D;300;4097642;1;20180219 01:15;P;;;;;;
D;300;4097642;1;20180219 01:15;P;;;;;;
D;300;4097642;1;20180219 01:15;V;;;;;;
B;300;4097657;2;20180219 01:15;;;4;BOMBELLI ST;BINGARA;2404;1013;M;20171121;20171121;20000;;V;VACANT LAND;;;;0;AM954081;
C;300;4097657;2;20180219 01:15;PT 6/1238472;
D;300;4097657;2;20180219 01:15;P;;;;;;
D;300;4097657;2;20180219 01:15;P;;;;;;
D;300;4097657;2;20180219 01:15;V;;;;;;
B;300;4097662;3;20180219 01:15;;;40;UNIVERSITY RD;WARIALDA;2402;1401.439;H;20171222;20180202;5300000;;3;FARM;;;;0;AN104549;
C;300;4097662;3;20180219 01:15;5, 6/131024 1/131090 1/653208 20, 130/751084 7, 26, 27, 51/751133 1/11;
C;300;4097662;3;20180219 01:15;30773;
D;300;4097662;3;20180219 01:15;P;;;;;;
D;300;4097662;3;20180219 01:15;P;;;;;;
D;300;4097662;3;20180219 01:15;V;;;;;;
D;300;4097662;3;20180219 01:15;V;;;;;;
B;300;2689252;4;20180219 01:15;;;32;CRANE ST;WARIALDA;2402;1445;M;20171219;20180125;150000;RU5;R;RESIDENCE;;AMC;;0;AN104187;
C;300;2689252;4;20180219 01:15;7/39997;
D;300;2689252;4;20180219 01:15;P;;;;;;
D;300;2689252;4;20180219 01:15;P;;;;;;
D;300;2689252;4;20180219 01:15;V;;;;;;
Z;24;4;5;13;
