A;RTSALEDATA;216;20180423 01:16;VALNET;
B;216;3019124;1;20180423 01:16;;27;100;LEURA MALL;LEURA;2780;;;20180223;20180410;538000;;R;RESIDENCE;16;;;0;AN265238;
C;216;3019124;1;20180423 01:16;16/SP70831;
D;216;3019124;1;20180423 01:16;P;;;;;;
D;216;3019124;1;20180423 01:16;V;;;;;;
B;216;3027629;2;20180423 01:16;;;9;SAN JOSE AVE;LAWSON;2783;832.5;M;20180308;20180413;615000;A;R;RESIDENCE;;LA;;0;AN274000;
C;216;3027629;2;20180423 01:16;103/1051808;
D;216;3027629;2;20180423 01:16;P;;;;;;
D;216;3027629;2;20180423 01:16;P;;;;;;
D;216;3027629;2;20180423 01:16;V;;;;;;
B;216;4083089;3;20180423 01:16;;;6;WILLIAM ST;KATOOMBA;2780;1254.3;M;20180304;20180409;980000;A;R;RESIDENCE;;KS;;0;AN264398;
C;216;4083089;3;20180423 01:16;7/951274 61/1237986;
D;216;4083089;3;20180423 01:16;P;;;;;;
D;216;4083089;3;20180423 01:16;V;;;;;;
D;216;4083089;3;20180423 01:16;V;;;;;;
B;216;2259048;4;20180423 01:16;;;10;OAK ST;KATOOMBA;2780;766.42;M;20180131;20180314;830000;E4;R;RESIDENCE;;KAP;;0;AN265515;
C;216;2259048;4;20180423 01:16;14/O2/2060;
D;216;2259048;4;20180423 01:16;P;;;;;;
D;216;2259048;4;20180423 01:16;V;;;;;;
D;216;2259048;4;20180423 01:16;V;;;;;;
B;216;2243246;5;20180423 01:16;;;80;BOREAS ST;BLACKHEATH;2785;696.77;M;20180305;20180412;460000;A;R;RESIDENCE;;BA;;0;AN266332;
C;216;2243246;5;20180423 01:16;31/8550;
D;216;2243246;5;20180423 01:16;P;;;;;;
D;216;2243246;5;20180423 01:16;P;;;;;;
D;216;2243246;5;20180423 01:16;V;;;;;;
B;216;2253819;6;20180423 01:16;;;6;DUNOON DR;HAZELBROOK;2779;702.8;M;20180305;20180416;565000;R2;R;RESIDENCE;;HLD;;0;AN274563;
C;216;2253819;6;20180423 01:16;63/255137;
D;216;2253819;6;20180423 01:16;P;;;;;;
D;216;2253819;6;20180423 01:16;P;;;;;;
D;216;2253819;6;20180423 01:16;V;;;;;;
B;216;2259313;7;20180423 01:16;;;72;STUARTS RD;KATOOMBA;2780;4629;M;20171207;20180409;1080000;E4;R;RESIDENCE;;KAP;;0;AN251711;
C;216;2259313;7;20180423 01:16;11/C/1711;
D;216;2259313;7;20180423 01:16;P;;;;;;
D;216;2259313;7;20180423 01:16;P;;;;;;
D;216;2259313;7;20180423 01:16;V;;;;;;
B;216;2251555;8;20180423 01:16;;;1;CARMEL ST;GLENBROOK;2773;695.6;M;20180315;20180410;750000;A;R;RESIDENCE;;BG;;0;AN266970;
C;216;2251555;8;20180423 01:16;40/14954;
D;216;2251555;8;20180423 01:16;P;;;;;;
D;216;2251555;8;20180423 01:16;P;;;;;;
D;216;2251555;8;20180423 01:16;V;;;;;;
B;216;2262469;9;20180423 01:16;;;11 A;HIGHLAND ST;LEURA;2780;1161.29;M;20180226;20180412;650000;E4;R;RESIDENCE;;LEK;;0;AN266314;
C;216;2262469;9;20180423 01:16;4/358369;
D;216;2262469;9;20180423 01:16;P;;;;;;
D;216;2262469;9;20180423 01:16;P;;;;;;
D;216;2262469;9;20180423 01:16;V;;;;;;
B;216;2270351;10;20180423 01:16;;;138;RIDGEWAY CRES;SUN VALLEY;2777;4.109;H;20180216;20180413;1200500;RU2;R;RESIDENCE;;UMR;;0;AN273825;
C;216;2270351;10;20180423 01:16;35/229567;
D;216;2270351;10;20180423 01:16;P;;;;;;
D;216;2270351;10;20180423 01:16;P;;;;;;
D;216;2270351;10;20180423 01:16;V;;;;;;
B;216;2259930;11;20180423 01:16;;;12;GOVERNORS DR;LAPSTONE;2773;720.8;M;20180307;20180411;765000;E4;R;RESIDENCE;;LAP;;0;AN264788;
C;216;2259930;11;20180423 01:16;6/27367;
D;216;2259930;11;20180423 01:16;P;;;;;;
D;216;2259930;11;20180423 01:16;V;;;;;;
D;216;2259930;11;20180423 01:16;V;;;;;;
B;216;2252095;12;20180423 01:16;;;8;HUNT ST;GLENBROOK;2773;765.1;M;20180305;20180416;940000;E4;R;RESIDENCE;;GBL;;0;AN271098;
C;216;2252095;12;20180423 01:16;13/25678;
D;216;2252095;12;20180423 01:16;P;;;;;;
D;216;2252095;12;20180423 01:16;P;;;;;;
D;216;2252095;12;20180423 01:16;V;;;;;;
D;216;2252095;12;20180423 01:16;V;;;;;;
B;216;2274510;13;20180423 01:16;;;1;WARATAH RD;WENTWORTH FALLS;2782;785.7;M;20180223;20180406;736000;A;R;RESIDENCE;;KV;;0;AN257011;
C;216;2274510;13;20180423 01:16;C/6882;
D;216;2274510;13;20180423 01:16;P;;;;;;
D;216;2274510;13;20180423 01:16;V;;;;;;
B;216;2246935;14;20180423 01:16;;;21;GLENELL ST;BLAXLAND;2774;600.7;M;20180228;20180411;730000;R2;R;RESIDENCE;;BAX;;0;AN271572;
C;216;2246935;14;20180423 01:16;187/28572;
D;216;2246935;14;20180423 01:16;P;;;;;;
D;216;2246935;14;20180423 01:16;P;;;;;;
D;216;2246935;14;20180423 01:16;V;;;;;;
D;216;2246935;14;20180423 01:16;V;;;;;;
B;216;2254923;15;20180423 01:16;;;16;RICHES AVE;WOODFORD;2778;4477;M;20180226;20180412;698000;E4;R;RESIDENCE;;WFE;;0;AN265209;
C;216;2254923;15;20180423 01:16;35/11477;
D;216;2254923;15;20180423 01:16;P;;;;;;
D;216;2254923;15;20180423 01:16;P;;;;;;
