A;RTSALEDATA;004;20180129 01:13;VALNET;
B;004;2854177;1;20180129 01:13;;;4;CORELLA CL;FENNELL BAY;2283;791.6;M;20171115;20180116;658000;R2;R;RESIDENCE;;AFJ;;0;AN65086;
C;004;2854177;1;20180129 01:13;608/1027743;
D;004;2854177;1;20180129 01:13;P;;;;;;
D;004;2854177;1;20180129 01:13;P;;;;;;
D;004;2854177;1;20180129 01:13;V;;;;;;
D;004;2854177;1;20180129 01:13;V;;;;;;
B;004;2907622;2;20180129 01:13;;24;2;BELMONT ST;SWANSEA;2281;;;20171128;20171215;1075000;;R;RESIDENCE;24;;;0;AN52746;
C;004;2907622;2;20180129 01:13;24/SP68489;
D;004;2907622;2;20180129 01:13;P;;;;;;
D;004;2907622;2;20180129 01:13;V;;;;;;
D;004;2907622;2;20180129 01:13;V;;;;;;
B;004;100764;3;20180129 01:13;;;42;HILL ST;BELMONT;2280;499.5;M;20171127;20180115;512000;R2;R;RESIDENCE;;AJA;;0;AN62215;
C;004;100764;3;20180129 01:13;1/237130;
D;004;100764;3;20180129 01:13;P;;;;;;
D;004;100764;3;20180129 01:13;P;;;;;;
D;004;100764;3;20180129 01:13;V;;;;;;
D;004;100764;3;20180129 01:13;V;;;;;;
D;004;100764;3;20180129 01:13;V;;;;;;
D;004;100764;3;20180129 01:13;V;;;;;;
B;004;103436;4;20180129 01:13;;4;81;SPINNAKER RIDGE WAY;BELMONT;2280;;;20171215;20180125;512000;;R;RESIDENCE;4;;;0;AN67403;
C;004;103436;4;20180129 01:13;4/SP48363;
D;004;103436;4;20180129 01:13;P;;;;;;
D;004;103436;4;20180129 01:13;P;;;;;;
D;004;103436;4;20180129 01:13;V;;;;;;
B;004;103760;5;20180129 01:13;;;27;TUDOR ST;BELMONT;2280;676.6;M;20171212;20180119;520000;R2;R;RESIDENCE;;AJA;;0;AN67753;
C;004;103760;5;20180129 01:13;4/20549;
D;004;103760;5;20180129 01:13;P;;;;;;
D;004;103760;5;20180129 01:13;P;;;;;;
D;004;103760;5;20180129 01:13;V;;;;;;
D;004;103760;5;20180129 01:13;V;;;;;;
B;004;101359;6;20180129 01:13;;;32;LEWERS ST;BELMONT;2280;651.3;M;20171221;20180125;620000;R2;R;RESIDENCE;;AJA;;0;AN68532;
C;004;101359;6;20180129 01:13;17/15770;
D;004;101359;6;20180129 01:13;P;;;;;;
D;004;101359;6;20180129 01:13;V;;;;;;
D;004;101359;6;20180129 01:13;V;;;;;;
B;004;96087;7;20180129 01:13;;;105;ARCADIA ST;ARCADIA VALE;2283;600.7;M;20171211;20180111;170000;R2;V;VACANT LAND;;AME;;0;AN55128;
C;004;96087;7;20180129 01:13;470/13129;
D;004;96087;7;20180129 01:13;P;;;;;;
D;004;96087;7;20180129 01:13;P;;;;;;
D;004;96087;7;20180129 01:13;V;;;;;;
D;004;96087;7;20180129 01:13;V;;;;;;
B;004;98751;8;20180129 01:13;;;10;BRUSHTAIL PL;BELMONT;2280;922;M;20171208;20180123;960000;R2;R;RESIDENCE;;AJA;;0;AN62084;
C;004;98751;8;20180129 01:13;74/1003095;
D;004;98751;8;20180129 01:13;P;;;;;;
D;004;98751;8;20180129 01:13;P;;;;;;
D;004;98751;8;20180129 01:13;V;;;;;;
D;004;98751;8;20180129 01:13;V;;;;;;
B;004;98838;9;20180129 01:13;;;9;CURDIE ST;JEWELLS;2280;594.9;M;20171117;20180119;600000;R3;R;RESIDENCE;;AZJ;;0;AN54497;
C;004;98838;9;20180129 01:13;144/246904;
D;004;98838;9;20180129 01:13;P;;;;;;
D;004;98838;9;20180129 01:13;P;;;;;;
D;004;98838;9;20180129 01:13;V;;;;;;
D;004;98838;9;20180129 01:13;V;;;;;;
D;004;98838;9;20180129 01:13;V;;;;;;
B;004;98941;10;20180129 01:13;;;14;CHURCH ST;BELMONT;2280;524.8;M;20171206;20180117;515000;R3;R;RESIDENCE;;AZJ;;0;AN58041;
C;004;98941;10;20180129 01:13;3/13588;
D;004;98941;10;20180129 01:13;P;;;;;;
D;004;98941;10;20180129 01:13;P;;;;;;
D;004;98941;10;20180129 01:13;V;;;;;;
B;004;101664;11;20180129 01:13;;;17;MARRIOT ST;BELMONT SOUTH;2280;809.4;M;20171215;20180118;685000;R2;R;RESIDENCE;;AJH;;0;AN62815;
C;004;101664;11;20180129 01:13;15/C/1925;
D;004;101664;11;20180129 01:13;P;;;;;;
D;004;101664;11;20180129 01:13;P;;;;;;
D;004;101664;11;20180129 01:13;V;;;;;;
B;004;104667;12;20180129 01:13;;;105;FASSIFERN ST;BLACKALLS PARK;2283;593.7;M;20171205;20180115;425000;R2;R;RESIDENCE;;AFJ;;0;AN53647;
C;004;104667;12;20180129 01:13;47/245239;
D;004;104667;12;20180129 01:13;P;;;;;;
D;004;104667;12;20180129 01:13;V;;;;;;
B;004;102165;13;20180129 01:13;;;112;NTABA RD;JEWELLS;2280;562.5;M;20171205;20180119;612000;R2;R;RESIDENCE;;AJF;;0;AN66611;
C;004;102165;13;20180129 01:13;354/245392;
D;004;102165;13;20180129 01:13;P;;;;;;
D;004;102165;13;20180129 01:13;P;;;;;;
D;004;102165;13;20180129 01:13;V;;;;;;
D;004;102165;13;20180129 01:13;V;;;;;;
