A;RTSALEDATA;231;20180423 01:17;VALNET;
B;231;2608581;1;20180423 01:17;;;103;CASSIN ST;WYALONG;2671;1012;M;20180316;20180413;120000;R1;R;RESIDENCE;;WRS;;0;AN260357;
C;231;2608581;1;20180423 01:17;11/48/759123;
D;231;2608581;1;20180423 01:17;P;;;;;;
D;231;2608581;1;20180423 01:17;V;;;;;;
B;231;2609730;2;20180423 01:17;;;80;PARK ST;WEST WYALONG;2671;1511;M;20180308;20180419;330000;R1;R;RESIDENCE;;WWN;;0;AN277593;
C;231;2609730;2;20180423 01:17;B/335203;
D;231;2609730;2;20180423 01:17;P;;;;;;
D;231;2609730;2;20180423 01:17;P;;;;;;
D;231;2609730;2;20180423 01:17;V;;;;;;
D;231;2609730;2;20180423 01:17;V;;;;;;
B;231;4072595;3;20180423 01:17;;;79;BELLARWI RD;WEST WYALONG;2671;2.01;H;20180410;20180416;110000;R5;V;VACANT LAND;;LWW;;0;AN264858;
C;231;4072595;3;20180423 01:17;1/1233925;
D;231;4072595;3;20180423 01:17;P;;;;;;
D;231;4072595;3;20180423 01:17;P;;;;;;
D;231;4072595;3;20180423 01:17;V;;;;;;
D;231;4072595;3;20180423 01:17;V;;;;;;
Z;18;3;3;10;
