A;RTSALEDATA;239;20180305 01:18;VALNET;
B;239;4067873;1;20180305 01:18;;;13673;MITCHELL HWY;BARRINGUN;2840;87.256;H;20171025;20171206;130000;RU1;3;HOTEL;;REB;;0;AN155855;
C;239;4067873;1;20180305 01:18;1, 2, 3, 4, 5, 6, 7, 8/1/1361 1, 2, 3, 4, 5, 6, 7, 8/10/1361 3, 4, 5/1;
C;239;4067873;1;20180305 01:18;1/1361 1, 2, 3, 4, 5, 6, 7, 8, 9, 10/12/1361 1, 2, 3, 4, 5, 6, 7, 8, 9;
C;239;4067873;1;20180305 01:18;, 10, 11/13/1361 1, 2, 3, 4, 5/14/1361 1, 2, 3/15/1361 1, 2/16/1361 1,;
C;239;4067873;1;20180305 01:18; 2, 3, 4, 5, 6, 7, 8, 9, 10/17/1361 1, 2, 3, 4, 5, 6, 7, 8/18/1361 1, ;
C;239;4067873;1;20180305 01:18;2, 3, 4, 5, 6, 7, 8/19/1361 1, 2, 3, 4, 5, 6, 7, 8, 9/2/1361 1, 2, 3, ;
C;239;4067873;1;20180305 01:18;4, 5/20/1361 1, 2, 3, 4, 5, 6, 7, 8/21/1361 1/22/1361 1, 2, 3, 4, 5, 6;
C;239;4067873;1;20180305 01:18;, 7, 8/23/1361 1, 2, 3, 4, 5/24/1361 1, 2, 3/25/1361 1, 2, 3, 4, 5, 6,;
C;239;4067873;1;20180305 01:18; 7, 8, 9, 10, 11, 12, 13, 14/26/1361 1/27/1361 1, 2, 3, 4, 5, 6, 7, 8,;
C;239;4067873;1;20180305 01:18; 9, 10, 11, 12, 13, 14/28/1361 1, 2/29/1361 1, 5, 6, 7/3/1361 1, 2, 3,;
C;239;4067873;1;20180305 01:18; 4, 5, 6, 7/30/1361 1, 2, 3/31/1361 1, 2, 4, 5, 6, 7, 8/32/1361 1, 2, ;
C;239;4067873;1;20180305 01:18;3/33/1361 1, 2, 3, 4, 5, 6, 7, 8, 9/34/1361 1, 2, 3, 4, 5, 6, 7/35/136;
C;239;4067873;1;20180305 01:18;1 1, 2, 3/36/1361 1, 2, 3, 4, 5, 6, 7/37/1361 1, 2/4/1361 1, 2, 3, 4, ;
C;239;4067873;1;20180305 01:18;5, 6, 7, 8, 9, 10, 11/5/1361 1/6/1361 2, 3, 4, 5, 6/7/1361 1, 2, 3, 4,;
C;239;4067873;1;20180305 01:18; 5, 6, 7, 8, 9, 10, 11, 12/8/1361 1, 2, 3, 4, 5, 6, 7, 8, 9, 10/9/1361;
C;239;4067873;1;20180305 01:18; 1/1/3073 10/751963;
D;239;4067873;1;20180305 01:18;P;;;;;;
D;239;4067873;1;20180305 01:18;V;;;;;;
B;239;2635193;2;20180305 01:18;;;6;TUDOR ST;BOURKE;2840;942.2;M;20171222;20180201;180000;R1;R;RESIDENCE;;AAD;;0;AN143404;
C;239;2635193;2;20180305 01:18;1/505003;
D;239;2635193;2;20180305 01:18;P;;;;;;
D;239;2635193;2;20180305 01:18;V;;;;;;
Z;24;2;16;4;
