A;RTSALEDATA;066;20180402 01:13;VALNET;
B;066;4108699;1;20180402 01:13;;;;EDWARDS LANE;TOOTOOL;2655;10.73;H;20180201;20180209;42980;;V;VACANT LAND;;;;0;AN201786;
C;066;4108699;1;20180402 01:13;PT 11, PT 13/1226604;
D;066;4108699;1;20180402 01:13;P;;;;;;
D;066;4108699;1;20180402 01:13;V;;;;;;
B;066;541336;2;20180402 01:13;;;11;BURKES ST;THE ROCK;2655;981.7;M;20180115;20180227;280000;RU5;R;RESIDENCE;;VRE;;0;AN185075;
C;066;541336;2;20180402 01:13;1/604351;
D;066;541336;2;20180402 01:13;P;;;;;;
D;066;541336;2;20180402 01:13;P;;;;;;
D;066;541336;2;20180402 01:13;V;;;;;;
D;066;541336;2;20180402 01:13;V;;;;;;
B;066;541673;3;20180402 01:13;;;57;URANA ST;THE ROCK;2655;1012;M;20180301;20180329;258000;RU5;R;RESIDENCE;;VRE;;0;AN227849;
C;066;541673;3;20180402 01:13;51/622017;
D;066;541673;3;20180402 01:13;P;;;;;;
D;066;541673;3;20180402 01:13;P;;;;;;
D;066;541673;3;20180402 01:13;V;;;;;;
Z;17;3;3;9;
