A;RTSALEDATA;084;20180528 01:14;VALNET;
B;084;693602;1;20180528 01:14;;7;117;JUNCTION LANE;WAHROONGA;2076;;;20180410;20180522;820000;;R;RESIDENCE;7;;;0;AN357552;
C;084;693602;1;20180528 01:14;7/SP65775;
D;084;693602;1;20180528 01:14;P;;;;;;
D;084;693602;1;20180528 01:14;V;;;;;;
B;084;2965988;2;20180528 01:14;;22;153;GROSVENOR ST;NORTH WAHROONGA;2076;332.4;M;20180411;20180510;1320000;A;R;RESIDENCE;;GV;;0;AN331397;
C;084;2965988;2;20180528 01:14;23/270257;
D;084;2965988;2;20180528 01:14;P;;;;;;
D;084;2965988;2;20180528 01:14;P;;;;;;
D;084;2965988;2;20180528 01:14;V;;;;;;
B;084;3376089;3;20180528 01:14;;;1 D;VALLEY PARK CRES;NORTH TURRAMURRA;2074;246;M;20180224;20180518;1480000;A;R;RESIDENCE;;GV;;0;AN357067;
C;084;3376089;3;20180528 01:14;122/1123951;
D;084;3376089;3;20180528 01:14;P;;;;;;
D;084;3376089;3;20180528 01:14;P;;;;;;
D;084;3376089;3;20180528 01:14;V;;;;;;
D;084;3376089;3;20180528 01:14;V;;;;;;
B;084;3384540;4;20180528 01:14;;14;10;MARIAN ST;KILLARA;2071;183;M;20180205;20180507;1750000;;R;RESIDENCE;14;;;0;AN343654;
C;084;3384540;4;20180528 01:14;14/SP80433;
D;084;3384540;4;20180528 01:14;P;;;;;;
D;084;3384540;4;20180528 01:14;V;;;;;;
B;084;3478722;5;20180528 01:14;;505;36;STANLEY ST;ST IVES;2075;;;20180219;20180516;1240000;;R;RESIDENCE;18;;;0;AN365377;
C;084;3478722;5;20180528 01:14;18/SP82574;
D;084;3478722;5;20180528 01:14;P;;;;;;
D;084;3478722;5;20180528 01:14;P;;;;;;
D;084;3478722;5;20180528 01:14;V;;;;;;
B;084;3478722;6;20180528 01:14;;707;36;STANLEY ST;ST IVES;2075;;;20180316;20180521;1195000;;R;RESIDENCE;44;;;0;AN360546;
C;084;3478722;6;20180528 01:14;44/SP82574;
D;084;3478722;6;20180528 01:14;P;;;;;;
D;084;3478722;6;20180528 01:14;P;;;;;;
D;084;3478722;6;20180528 01:14;V;;;;;;
D;084;3478722;6;20180528 01:14;V;;;;;;
B;084;3481120;7;20180528 01:14;;28;2;CLYDESDALE PL;PYMBLE;2073;;;20180224;20180521;1325000;;R;RESIDENCE;28;;;0;AN359902;
C;084;3481120;7;20180528 01:14;28/SP82794;
D;084;3481120;7;20180528 01:14;P;;;;;;
D;084;3481120;7;20180528 01:14;V;;;;;;
D;084;3481120;7;20180528 01:14;V;;;;;;
B;084;3481120;8;20180528 01:14;STORAGE;28;2;CLYDESDALE PL;PYMBLE;2073;;;20180224;20180521;1325000;;R;RESIDENCE;38;;;0;AN359902;
C;084;3481120;8;20180528 01:14;38/SP82794;
D;084;3481120;8;20180528 01:14;P;;;;;;
D;084;3481120;8;20180528 01:14;V;;;;;;
D;084;3481120;8;20180528 01:14;V;;;;;;
B;084;3519766;9;20180528 01:14;;12;1;MOUNT WILLIAM ST;GORDON;2072;;;20180411;20180523;1700000;;R;RESIDENCE;12;;;0;AN362383;
C;084;3519766;9;20180528 01:14;12/SP83817;
D;084;3519766;9;20180528 01:14;P;;;;;;
D;084;3519766;9;20180528 01:14;V;;;;;;
D;084;3519766;9;20180528 01:14;V;;;;;;
B;084;3519867;10;20180528 01:14;;;1;ERIC ST;WAHROONGA;2076;541.6;M;20180406;20180509;1875000;R2;R;RESIDENCE;;RHF;;0;AN341586;
C;084;3519867;10;20180528 01:14;2/1152322;
D;084;3519867;10;20180528 01:14;P;;;;;;
D;084;3519867;10;20180528 01:14;P;;;;;;
