A;RTSALEDATA;090;20180409 01:14;VALNET;
B;090;879940;1;20180409 01:14;;;22;MCCALLUM AVE;EAST RYDE;2113;818;M;20180223;20180323;1720000;R2;R;RESIDENCE;;EV2;;0;AN226543;
C;090;879940;1;20180409 01:14;514/31574;
D;090;879940;1;20180409 01:14;P;;;;;;
D;090;879940;1;20180409 01:14;P;;;;;;
D;090;879940;1;20180409 01:14;V;;;;;;
B;090;859041;2;20180409 01:14;;;26;ANDREW ST;MELROSE PARK;2114;588.1;M;20180210;20180326;1350000;R2;R;RESIDENCE;;ER2;;0;AN225288;
C;090;859041;2;20180409 01:14;3/18301;
D;090;859041;2;20180409 01:14;P;;;;;;
D;090;859041;2;20180409 01:14;P;;;;;;
D;090;859041;2;20180409 01:14;V;;;;;;
B;090;859044;3;20180409 01:14;;;20;ANDREW ST;MELROSE PARK;2114;512.2;M;20180125;20180322;1683000;R2;R;RESIDENCE;;ER2;;0;AN228948;
C;090;859044;3;20180409 01:14;1/18285;
D;090;859044;3;20180409 01:14;P;;;;;;
D;090;859044;3;20180409 01:14;P;;;;;;
D;090;859044;3;20180409 01:14;V;;;;;;
B;090;880344;4;20180409 01:14;;;7;MARTIN ST;RYDE;2112;569.1;M;20171222;20180223;1480000;R2;R;RESIDENCE;;EF2;;0;AN168621;
C;090;880344;4;20180409 01:14;22/24598;
D;090;880344;4;20180409 01:14;P;;;;;;
D;090;880344;4;20180409 01:14;P;;;;;;
D;090;880344;4;20180409 01:14;V;;;;;;
B;090;891504;5;20180409 01:14;;;7;TARRANTS AVE;EASTWOOD;2122;746.1;M;20180219;20180326;1850000;R2;R;RESIDENCE;;EC2;;0;AN223366;
C;090;891504;5;20180409 01:14;40/14296;
D;090;891504;5;20180409 01:14;P;;;;;;
D;090;891504;5;20180409 01:14;P;;;;;;
D;090;891504;5;20180409 01:14;V;;;;;;
B;090;883983;6;20180409 01:14;;;152;NORTH RD;EASTWOOD;2122;695.6;M;20180224;20180326;2050000;R2;R;RESIDENCE;;EC2;;0;AN233799;
C;090;883983;6;20180409 01:14;45/17583;
D;090;883983;6;20180409 01:14;P;;;;;;
D;090;883983;6;20180409 01:14;V;;;;;;
D;090;883983;6;20180409 01:14;V;;;;;;
B;090;876403;7;20180409 01:14;;;32;IRVINE CRES;RYDE;2112;569.1;M;20180217;20180403;1950000;R2;R;RESIDENCE;;EF2;;0;AN231702;
C;090;876403;7;20180409 01:14;16/19018;
D;090;876403;7;20180409 01:14;P;;;;;;
D;090;876403;7;20180409 01:14;P;;;;;;
D;090;876403;7;20180409 01:14;V;;;;;;
B;090;893209;8;20180409 01:14;;1;1217;VICTORIA RD;WEST RYDE;2114;;;20180208;20180322;580000;;R;RESIDENCE;1;;;0;AN226388;
C;090;893209;8;20180409 01:14;1/SP1205;
D;090;893209;8;20180409 01:14;P;;;;;;
D;090;893209;8;20180409 01:14;V;;;;;;
B;090;896033;9;20180409 01:14;;;14;WESTMINSTER RD;GLADESVILLE;2111;435.7;M;20180224;20180326;1510000;R2;R;RESIDENCE;;EJ2;;0;AN224999;
C;090;896033;9;20180409 01:14;Y/379558;
D;090;896033;9;20180409 01:14;P;;;;;;
D;090;896033;9;20180409 01:14;V;;;;;;
B;090;3547974;10;20180409 01:14;BLOCK F;6123;6;PORTER ST;RYDE;2112;;;20180207;20180327;515000;;R;RESIDENCE;23;;;0;AN226350;
