A;RTSALEDATA;254;20180423 01:18;VALNET;
B;254;3525427;1;20180423 01:18;;;;BUNDEMAR RD;BUNDEMAR;2823;243.7;H;20180315;20180331;376243;RU1;3;RURAL FARM;;RMA;;0;AN257160;
C;254;3525427;1;20180423 01:18;76/724612 39/752552;
D;254;3525427;1;20180423 01:18;P;;;;;;
D;254;3525427;1;20180423 01:18;V;;;;;;
D;254;3525427;1;20180423 01:18;V;;;;;;
B;254;2685013;2;20180423 01:18;;;;;WARREN;2824;203.6;H;20180315;20180331;356939;RU1;3;RURAL FARM;;RMA;;0;AN257040;
C;254;2685013;2;20180423 01:18;8/752601;
D;254;2685013;2;20180423 01:18;P;;;;;;
D;254;2685013;2;20180423 01:18;P;;;;;;
D;254;2685013;2;20180423 01:18;V;;;;;;
D;254;2685013;2;20180423 01:18;V;;;;;;
Z;13;2;2;7;
