A;RTSALEDATA;708;20180305 01:20;VALNET;
B;708;2020935;1;20180305 01:20;BURNS PHILP;8;5;BRIDGE ST;SYDNEY;2000;;;20171214;20180216;1335000;;3;OFFICE;8;;;0;AN158862;
C;708;2020935;1;20180305 01:20;8/SP57011;
D;708;2020935;1;20180305 01:20;P;;;;;;
D;708;2020935;1;20180305 01:20;V;;;;;;
B;708;2021263;2;20180305 01:20;;44;344;BULWARA RD;ULTIMO;2007;;;20171214;20180125;750000;;R;RESIDENCE;44;;;0;AN144388;
C;708;2021263;2;20180305 01:20;44/SP31316;
D;708;2021263;2;20180305 01:20;P;;;;;;
D;708;2021263;2;20180305 01:20;P;;;;;;
D;708;2021263;2;20180305 01:20;V;;;;;;
B;708;2040278;3;20180305 01:20;;;124;PITT ST;SYDNEY;2000;975.6;M;20171206;20180228;229000000;B8;3;OFFICE/RETAIL;;CA1;;0;AN156513;
C;708;2040278;3;20180305 01:20;1/746830;
D;708;2040278;3;20180305 01:20;P;;;;;;
D;708;2040278;3;20180305 01:20;V;;;;;;
B;708;2022097;4;20180305 01:20;SENTRA;15;2;BUNN ST;PYRMONT;2009;;;20171215;20180125;745000;;R;RESIDENCE;14;;;0;AN147831;
C;708;2022097;4;20180305 01:20;14/SP62662;
D;708;2022097;4;20180305 01:20;P;;;;;;
D;708;2022097;4;20180305 01:20;P;;;;;;
D;708;2022097;4;20180305 01:20;V;;;;;;
B;708;2029978;5;20180305 01:20;;4;231;HARRIS ST;PYRMONT;2009;;;20171212;20180222;750000;;R;RESIDENCE;12;;;0;AN152522;
C;708;2029978;5;20180305 01:20;12/SP51673;
D;708;2029978;5;20180305 01:20;P;;;;;;
D;708;2029978;5;20180305 01:20;V;;;;;;
B;708;2040943;6;20180305 01:20;;;103;PYRMONT ST;PYRMONT;2009;186.1;M;20171031;20171031;445000;B4;3;;;AC1;;20;AM868242;
C;708;2040943;6;20180305 01:20;16/32232 6/840465;
D;708;2040943;6;20180305 01:20;P;;;;;;
D;708;2040943;6;20180305 01:20;P;;;;;;
D;708;2040943;6;20180305 01:20;P;;;;;;
D;708;2040943;6;20180305 01:20;P;;;;;;
D;708;2040943;6;20180305 01:20;V;;;;;;
D;708;2040943;6;20180305 01:20;V;;;;;;
D;708;2040943;6;20180305 01:20;V;;;;;;
D;708;2040943;6;20180305 01:20;V;;;;;;
D;708;2040943;6;20180305 01:20;V;;;;;;
B;708;2041307;7;20180305 01:20;;1138;243;PYRMONT ST;PYRMONT;2009;;;20171201;20180301;770000;;R;RESIDENCE;433;;;0;AN157918;
C;708;2041307;7;20180305 01:20;433/SP50946;
D;708;2041307;7;20180305 01:20;P;;;;;;
D;708;2041307;7;20180305 01:20;P;;;;;;
D;708;2041307;7;20180305 01:20;V;;;;;;
B;708;2916182;8;20180305 01:20;;704;23;SHELLEY ST;SYDNEY;2000;;;20180124;20180223;2300000;;R;RESIDENCE;67;;;0;AN156211;
C;708;2916182;8;20180305 01:20;67/SP66849;
D;708;2916182;8;20180305 01:20;P;;;;;;
D;708;2916182;8;20180305 01:20;P;;;;;;
D;708;2916182;8;20180305 01:20;V;;;;;;
D;708;2916182;8;20180305 01:20;V;;;;;;
B;708;2904755;9;20180305 01:20;;503;19;BAYSWATER RD;POTTS POINT;2011;;;20171205;20180220;580000;;R;RESIDENCE;54;;;0;AN152435;
C;708;2904755;9;20180305 01:20;54/SP67571;
D;708;2904755;9;20180305 01:20;P;;;;;;
D;708;2904755;9;20180305 01:20;V;;;;;;
B;708;2131184;10;20180305 01:20;;2 A;26;KIPPAX ST;SURRY HILLS;2010;;;20070731;20080223;2300000;;3;SHOP;69;;;0;AN149522;
C;708;2131184;10;20180305 01:20;69/SP67204;
D;708;2131184;10;20180305 01:20;P;;;;;;
D;708;2131184;10;20180305 01:20;V;;;;;;
D;708;2131184;10;20180305 01:20;V;;;;;;
B;708;3452006;11;20180305 01:20;;522;7;POTTER ST;WATERLOO;2017;;;20180105;20180216;835000;;R;RESIDENCE;18;;;0;AN145581;
C;708;3452006;11;20180305 01:20;18/SP82124;
D;708;3452006;11;20180305 01:20;P;;;;;;
D;708;3452006;11;20180305 01:20;P;;;;;;
D;708;3452006;11;20180305 01:20;V;;;;;;
B;708;2122401;12;20180305 01:20;;;743;ELIZABETH ST;ZETLAND;2017;151.8;M;20171014;20180219;1950000;R1;R;RESIDENCE;;ZE1;;0;AN147937;
C;708;2122401;12;20180305 01:20;1/732809;
D;708;2122401;12;20180305 01:20;P;;;;;;
D;708;2122401;12;20180305 01:20;P;;;;;;
D;708;2122401;12;20180305 01:20;V;;;;;;
B;708;2111879;13;20180305 01:20;;2119;185;BROADWAY;ULTIMO;2007;;;20171122;20180103;210000;;R;RESIDENCE;274;;;0;AN139206;
C;708;2111879;13;20180305 01:20;274/SP54026;
D;708;2111879;13;20180305 01:20;P;;;;;;
D;708;2111879;13;20180305 01:20;V;;;;;;
B;708;2120228;14;20180305 01:20;;;44;DALMENY AVE;ROSEBERY;2018;464.52;M;20180222;20180223;1000000;R2;R;RESIDENCE;;AT2;;0;AN151132;
C;708;2120228;14;20180305 01:20;C/311216;
D;708;2120228;14;20180305 01:20;P;;;;;;
D;708;2120228;14;20180305 01:20;P;;;;;;
D;708;2120228;14;20180305 01:20;P;;;;;;
D;708;2120228;14;20180305 01:20;V;;;;;;
D;708;2120228;14;20180305 01:20;V;;;;;;
B;708;2111879;15;20180305 01:20;;4001;185;BROADWAY;ULTIMO;2007;;;20171122;20180103;200000;;R;RESIDENCE;450;;;0;AN138881;
C;708;2111879;15;20180305 01:20;450/SP54026;
D;708;2111879;15;20180305 01:20;P;;;;;;
D;708;2111879;15;20180305 01:20;V;;;;;;
D;708;2111879;15;20180305 01:20;V;;;;;;
B;708;2111879;16;20180305 01:20;;4089;185;BROADWAY;ULTIMO;2007;;;20180108;20180219;239000;;R;RESIDENCE;538;;;0;AN142895;
C;708;2111879;16;20180305 01:20;538/SP54026;
D;708;2111879;16;20180305 01:20;P;;;;;;
D;708;2111879;16;20180305 01:20;V;;;;;;
B;708;2111879;17;20180305 01:20;;4102;185;BROADWAY;ULTIMO;2007;;;20180112;20180219;300000;;R;RESIDENCE;551;;;0;AN145829;
C;708;2111879;17;20180305 01:20;551/SP54026;
D;708;2111879;17;20180305 01:20;P;;;;;;
D;708;2111879;17;20180305 01:20;V;;;;;;
B;708;2114974;18;20180305 01:20;;;21;CHAPMAN ST;SURRY HILLS;2010;50.6;M;20171208;20180209;1080000;R1;R;RESIDENCE;;BD1;;0;AN134991;
C;708;2114974;18;20180305 01:20;9/33746;
D;708;2114974;18;20180305 01:20;P;;;;;;
