A;RTSALEDATA;620;20180625 01:19;VALNET;
B;620;1255809;1;20180625 01:19;;;158;MARKET ST;MUDGEE;2850;663.9;M;20180521;20180618;326500;R1;R;RESIDENCE;;AAI;;0;AN427223;
C;620;1255809;1;20180625 01:19;3/513671;
D;620;1255809;1;20180625 01:19;P;;;;;;
D;620;1255809;1;20180625 01:19;V;;;;;;
B;620;1256454;2;20180625 01:19;;;18;NORMAN RD;MUDGEE;2850;871;M;20180518;20180615;389000;R1;R;RESIDENCE;;AAC;;0;AN424692;
C;620;1256454;2;20180625 01:19;9/261385;
D;620;1256454;2;20180625 01:19;P;;;;;;
D;620;1256454;2;20180625 01:19;P;;;;;;
D;620;1256454;2;20180625 01:19;V;;;;;;
B;620;1257965;3;20180625 01:19;;;1572;BLUE SPRINGS RD;BUNGABA;2852;10.95;H;20180319;20180618;279000;R5;R;RESIDENCE;;RRB;;0;AN434713;
C;620;1257965;3;20180625 01:19;13/582179;
D;620;1257965;3;20180625 01:19;P;;;;;;
D;620;1257965;3;20180625 01:19;V;;;;;;
B;620;1254708;4;20180625 01:19;;;74;GLADSTONE ST;MUDGEE;2850;569.1;M;20180502;20180615;440000;R3;R;RESIDENCE;;AAD;;0;AN423438;
C;620;1254708;4;20180625 01:19;1/522966;
D;620;1254708;4;20180625 01:19;P;;;;;;
D;620;1254708;4;20180625 01:19;P;;;;;;
D;620;1254708;4;20180625 01:19;V;;;;;;
B;620;1255232;5;20180625 01:19;;;57;INGLIS ST;MUDGEE;2850;916.9;M;20180518;20180618;365000;R1;R;RESIDENCE;;AAE;;0;AN426908;
C;620;1255232;5;20180625 01:19;E/36179;
D;620;1255232;5;20180625 01:19;P;;;;;;
D;620;1255232;5;20180625 01:19;V;;;;;;
B;620;1256028;6;20180625 01:19;;;10;MEARES ST;MUDGEE;2850;645;M;20180220;20180409;355000;R1;R;RESIDENCE;;AAE;;0;AN427931;
C;620;1256028;6;20180625 01:19;B/369126;
D;620;1256028;6;20180625 01:19;P;;;;;;
D;620;1256028;6;20180625 01:19;V;;;;;;
D;620;1256028;6;20180625 01:19;V;;;;;;
