A;RTSALEDATA;130;20180205 01:17;VALNET;
B;130;3474678;1;20180205 01:17;CARELLA;;802;DAPPER RD;GOOLMA;2852;742.24;H;20170427;20180119;2800000;RU1;3;RURAL FARM;;RMD;;0;AN65817;
C;130;3474678;1;20180205 01:17;10, 11, 12, 24, 26/754302 1/1138425;
D;130;3474678;1;20180205 01:17;P;;;;;;
D;130;3474678;1;20180205 01:17;P;;;;;;
B;130;1290543;2;20180205 01:17;WILLOW PARK;;445;SWEENEYS LANE;ELONG ELONG;2831;273.9;H;20171123;20180119;2450000;RU1;3;FARM;;RMD;;0;AN55708;
C;130;1290543;2;20180205 01:17;17, 31, 40, 60, 70/754317;
D;130;1290543;2;20180205 01:17;P;;;;;;
D;130;1290543;2;20180205 01:17;V;;;;;;
D;130;1290543;2;20180205 01:17;V;;;;;;
B;130;1290543;3;20180205 01:17;WILLOW PARK;;445;SWEENEYS LANE;ELONG ELONG;2831;273.9;H;20171123;20180119;3100000;RU1;3;FARM;;RMD;;0;AN55709;
C;130;1290543;3;20180205 01:17;17, 31, 40, 60, 70/754317;
D;130;1290543;3;20180205 01:17;P;;;;;;
D;130;1290543;3;20180205 01:17;V;;;;;;
D;130;1290543;3;20180205 01:17;V;;;;;;
B;130;1288351;4;20180205 01:17;;;161;PERCY ST;WELLINGTON;2820;430;M;20171215;20180119;150000;E3;R;RESIDENCE;;NEW;;0;AN73506;
C;130;1288351;4;20180205 01:17;1/160852;
D;130;1288351;4;20180205 01:17;P;;;;;;
D;130;1288351;4;20180205 01:17;V;;;;;;
B;130;1288693;5;20180205 01:17;;;13;SHORT ST;WELLINGTON;2820;682.9;M;20171128;20180118;182500;R1;R;RESIDENCE;;AAB;;0;AN71643;
C;130;1288693;5;20180205 01:17;9/1A/1461;
D;130;1288693;5;20180205 01:17;P;;;;;;
D;130;1288693;5;20180205 01:17;V;;;;;;
B;130;4093114;6;20180205 01:17;;;44;WELLINGTON ST;GEURIE;2818;2023;M;20171124;20180119;12500;;V;VACANT LAND;;;;0;AN57646;
C;130;4093114;6;20180205 01:17;4/18/758438;
D;130;4093114;6;20180205 01:17;P;;;;;;
D;130;4093114;6;20180205 01:17;V;;;;;;
B;130;4093117;7;20180205 01:17;;;1311;TALLAWONGA RD;ELONG ELONG;2831;711.6;H;20170427;20180119;1753180;;R;RESIDENCE;;;;0;AN60099;
C;130;4093117;7;20180205 01:17;A/394127 2/605613 1/722859 1, 2/842496 1/1190968;
D;130;4093117;7;20180205 01:17;P;;;;;;
D;130;4093117;7;20180205 01:17;V;;;;;;
Z;32;7;7;16;
