A;RTSALEDATA;252;20180423 01:18;VALNET;
B;252;4093620;1;20180423 01:18;LANGLEIGH EAST;;14502;THUNDERBOLTS WAY;WALCHA;2354;225.691;H;20170809;20171106;2000000;RU1;3;FARMLAND;;RWG;RG;0;AM960143;
C;252;4093620;1;20180423 01:18;127, 128, 203, 204, 205, 207, 208, 209, 210, 211, 212, 225, 226, 227, ;
C;252;4093620;1;20180423 01:18;228, 229, 230, 231, 232, 233/756502 44/832299 3/1217352 22/1234627;
D;252;4093620;1;20180423 01:18;P;;;;;;
D;252;4093620;1;20180423 01:18;P;;;;;;
D;252;4093620;1;20180423 01:18;V;;;;;;
B;252;2677275;2;20180423 01:18;;;155 W;FITZROY ST;WALCHA;2354;1821;M;20180322;20180416;265000;R1;R;RESIDENCE;;AAA;;0;AN266866;
C;252;2677275;2;20180423 01:18;3/A/6301;
D;252;2677275;2;20180423 01:18;P;;;;;;
D;252;2677275;2;20180423 01:18;P;;;;;;
D;252;2677275;2;20180423 01:18;V;;;;;;
D;252;2677275;2;20180423 01:18;V;;;;;;
Z;14;2;3;7;
