A;002;20080602 01:03;VALNET;
B;002;24634;1;20080602 01:03;;;92;BRENTWOOD DR;CLARENCE TOWN;2321;2.685;H;20080409;20080514;270000;R;V;VACANT LAND;;RB;;0;AD976185;
C;002;24634;1;20080602 01:03;42/1002662;
D;002;24634;1;20080602 01:03;P;;;;;;
D;002;24634;1;20080602 01:03;P;;;;;;
D;002;24634;1;20080602 01:03;V;;;;;;
B;002;20926;2;20080602 01:03;;;23;GREY ST;CLARENCE TOWN;2321;4047;M;20070823;20071003;2000000;B;3;HOTEL;;BB;;0;AD969817;
C;002;20926;2;20080602 01:03;1, 2/1088569;
D;002;20926;2;20080602 01:03;P;;;;;;
D;002;20926;2;20080602 01:03;P;;;;;;
D;002;20926;2;20080602 01:03;V;;;;;;
D;002;20926;2;20080602 01:03;V;;;;;;
B;002;23919;3;20080602 01:03;;;558;GRESFORD RD;PATERSON;2421;72.14;H;20071219;20080319;1900000;R;R;RESIDENCE;;RR;;0;AD967808;
C;002;23919;3;20080602 01:03;2/13089;
D;002;23919;3;20080602 01:03;P;;;;;;
D;002;23919;3;20080602 01:03;V;;;;;;
Z;17;3;3;9;
