A;164;20080630 01:15;VALNET;
B;164;1795125;1;20080630 01:15;;;486;MISSABOTTI RD;MISSABOTTI;2449;2.615;H;20080429;20080610;310000;R;R;RESIDENCE;;SV;;0;AE21059;
C;164;1795125;1;20080630 01:15;1927/849476;
D;164;1795125;1;20080630 01:15;P;;;;;;
D;164;1795125;1;20080630 01:15;P;;;;;;
D;164;1795125;1;20080630 01:15;V;;;;;;
D;164;1795125;1;20080630 01:15;V;;;;;;
B;164;1795412;2;20080630 01:15;;;173;WIRRIMBI RD;NEWEE CREEK;2447;5008;M;20080529;20080603;280000;R;R;RESIDENCE;;RP;;0;AE40146;
C;164;1795412;2;20080630 01:15;31/792210;
D;164;1795412;2;20080630 01:15;P;;;;;;
D;164;1795412;2;20080630 01:15;V;;;;;;
D;164;1795412;2;20080630 01:15;V;;;;;;
D;164;1795412;2;20080630 01:15;V;;;;;;
D;164;1795412;2;20080630 01:15;V;;;;;;
B;164;1798142;3;20080630 01:15;;;5;SALAMANDA PDE;NAMBUCCA HEADS;2448;675.2;M;20080521;20080613;325000;A;R;RESIDENCE;;AA;;0;AE28890;
C;164;1798142;3;20080630 01:15;17/590304;
D;164;1798142;3;20080630 01:15;P;;;;;;
D;164;1798142;3;20080630 01:15;P;;;;;;
D;164;1798142;3;20080630 01:15;V;;;;;;
B;164;1793738;4;20080630 01:15;;;52;BOUNDARY ST;MACKSVILLE;2447;651.3;M;20080506;20080617;220000;A;R;RESIDENCE;;AE;;0;AE37975;
C;164;1793738;4;20080630 01:15;1/359049;
D;164;1793738;4;20080630 01:15;P;;;;;;
D;164;1793738;4;20080630 01:15;P;;;;;;
D;164;1793738;4;20080630 01:15;V;;;;;;
B;164;1793765;5;20080630 01:15;;;2;TAYLORS ARM RD;MACKSVILLE;2447;948.7;M;20080502;20080613;220000;A;R;RESIDENCE;;AE;;0;AE36607;
C;164;1793765;5;20080630 01:15;1/6/758630;
D;164;1793765;5;20080630 01:15;P;;;;;;
D;164;1793765;5;20080630 01:15;P;;;;;;
D;164;1793765;5;20080630 01:15;V;;;;;;
B;164;1799170;6;20080630 01:15;;;5;BALE CL;VALLA;2448;3992;M;20080515;20080604;360000;R;R;RESIDENCE;;SY;;0;AE33600;
C;164;1799170;6;20080630 01:15;21/252230;
D;164;1799170;6;20080630 01:15;P;;;;;;
D;164;1799170;6;20080630 01:15;P;;;;;;
D;164;1799170;6;20080630 01:15;V;;;;;;
D;164;1799170;6;20080630 01:15;V;;;;;;
B;164;1799725;7;20080630 01:15;;;7;KUTA AVE;VALLA BEACH;2448;627;M;20080310;20080519;305000;A;R;RESIDENCE;;AL;;0;AE23531;
C;164;1799725;7;20080630 01:15;4/255481;
D;164;1799725;7;20080630 01:15;P;;;;;;
D;164;1799725;7;20080630 01:15;P;;;;;;
D;164;1799725;7;20080630 01:15;V;;;;;;
B;164;2819521;8;20080630 01:15;;;1447;VALLA RD;NEWEE CREEK;2447;152.938;H;20080514;20080613;365000;R;V;VACANT LAND;;SQ;;0;AE31719;
C;164;2819521;8;20080630 01:15;1/404333 1/573716;
D;164;2819521;8;20080630 01:15;P;;;;;;
D;164;2819521;8;20080630 01:15;P;;;;;;
D;164;2819521;8;20080630 01:15;P;;;;;;
D;164;2819521;8;20080630 01:15;V;;;;;;
B;164;3381124;9;20080630 01:15;;4;26;RIVERSIDE DR;NAMBUCCA HEADS;2448;;;20080122;20080522;360000;;R;RESIDENCE;4;;;0;AE40583;
C;164;3381124;9;20080630 01:15;4/SP80579;
D;164;3381124;9;20080630 01:15;P;;;;;;
D;164;3381124;9;20080630 01:15;V;;;;;;
B;164;2971500;10;20080630 01:15;;;;CHARLES PL;NAMBUCCA HEADS;2448;5005;M;20080424;20080605;170000;R;V;VACANT LAND;;RH;;0;AE38207;
C;164;2971500;10;20080630 01:15;15/1049360;
D;164;2971500;10;20080630 01:15;P;;;;;;
D;164;2971500;10;20080630 01:15;P;;;;;;
D;164;2971500;10;20080630 01:15;V;;;;;;
B;164;3028981;11;20080630 01:15;;;;FLORENCE WILMONT DR;NAMBUCCA HEADS;2448;6840;M;20080429;20080605;210000;R;V;VACANT LAND;;RH;;0;AE34358;
C;164;3028981;11;20080630 01:15;61/1058432;
D;164;3028981;11;20080630 01:15;P;;;;;;
D;164;3028981;11;20080630 01:15;P;;;;;;
D;164;3028981;11;20080630 01:15;V;;;;;;
D;164;3028981;11;20080630 01:15;V;;;;;;
B;164;3018244;12;20080630 01:15;;;8 A;WALLACE ST;SCOTTS HEAD;2447;547.5;M;20080506;20080603;400000;A;R;RESIDENCE;;AJ;;0;AE34737;
C;164;3018244;12;20080630 01:15;1/1057237;
D;164;3018244;12;20080630 01:15;P;;;;;;
D;164;3018244;12;20080630 01:15;P;;;;;;
D;164;3018244;12;20080630 01:15;V;;;;;;
D;164;3018244;12;20080630 01:15;V;;;;;;
B;164;3204035;13;20080630 01:15;;1;4;MONRO ST;NAMBUCCA HEADS;2448;;;20070524;20080606;88000;;3;COMMERCIAL;1;;;0;AE21912;
C;164;3204035;13;20080630 01:15;1/SP75792;
D;164;3204035;13;20080630 01:15;P;;;;;;
D;164;3204035;13;20080630 01:15;V;;;;;;
D;164;3204035;13;20080630 01:15;V;;;;;;
B;164;3204035;14;20080630 01:15;;1;4;MONRO ST;NAMBUCCA HEADS;2448;;;20080509;20080606;73000;;3;COMMERCIAL;1;;;0;AE21913;
C;164;3204035;14;20080630 01:15;1/SP75792;
D;164;3204035;14;20080630 01:15;P;;;;;;
D;164;3204035;14;20080630 01:15;P;;;;;;
D;164;3204035;14;20080630 01:15;V;;;;;;
B;164;3204035;15;20080630 01:15;;4;4;MONRO ST;NAMBUCCA HEADS;2448;;;20080602;20080613;66500;;3;INDUSTRIAL SH;4;;;0;AE34820;
C;164;3204035;15;20080630 01:15;4/SP75792;
D;164;3204035;15;20080630 01:15;P;;;;;;
D;164;3204035;15;20080630 01:15;V;;;;;;
D;164;3204035;15;20080630 01:15;V;;;;;;
B;164;3216292;16;20080630 01:15;;;;CORNEIL CRES;GUMMA;2447;1.002;H;20080519;20080612;170000;R;V;VACANT LAND;;SF;;0;AE35148;
C;164;3216292;16;20080630 01:15;57/1090473;
D;164;3216292;16;20080630 01:15;P;;;;;;
D;164;3216292;16;20080630 01:15;V;;;;;;
D;164;3216292;16;20080630 01:15;V;;;;;;
Z;88;16;16;54;
