A;199;20080301 01:24;VALNET;
B;199;3368472;1;20080301 01:24;;;;RIFLE RANGE RD;ROCKY RIVER;2358;14.227;H;20071030;20071204;135000;R;R;RESIDENCE;;RA;;0;AD629002;
C;199;3368472;1;20080301 01:24;3, 4, 5/881409;
D;199;3368472;1;20080301 01:24;P;;;;;;
D;199;3368472;1;20080301 01:24;V;;;;;;
B;199;1882105;2;20080301 01:24;POST OFFICE;;11;HILL ST;URALLA;2358;1619;M;20071105;20071219;500000;B;R;RESIDENCE;;BD;AC;0;AD761241;
C;199;1882105;2;20080301 01:24;21/17/759022;
D;199;1882105;2;20080301 01:24;P;;;;;;
D;199;1882105;2;20080301 01:24;P;;;;;;
D;199;1882105;2;20080301 01:24;V;;;;;;
D;199;1882105;2;20080301 01:24;V;;;;;;
B;199;1882321;3;20080301 01:24;;;15;MAITLAND ST;URALLA;2358;2023;M;20071030;20071207;220000;A;R;RESIDENCE;;LD;;0;AD762793;
C;199;1882321;3;20080301 01:24;13/17/758022;
D;199;1882321;3;20080301 01:24;P;;;;;;
D;199;1882321;3;20080301 01:24;P;;;;;;
D;199;1882321;3;20080301 01:24;V;;;;;;
D;199;1882321;3;20080301 01:24;V;;;;;;
B;199;1882337;4;20080301 01:24;;;6;MCCROSSIN ST;URALLA;2358;1875;M;20080108;20080212;85000;A;V;VACANT LAND;;LD;;0;AD771571;
C;199;1882337;4;20080301 01:24;2/1011137;
D;199;1882337;4;20080301 01:24;P;;;;;;
D;199;1882337;4;20080301 01:24;P;;;;;;
D;199;1882337;4;20080301 01:24;V;;;;;;
B;199;1882344;5;20080301 01:24;;;26;MCCROSSIN ST;URALLA;2358;808.1;M;20070710;20070814;120000;A;R;RESIDENCE;;LD;;0;AD786690;
C;199;1882344;5;20080301 01:24;19/883420;
D;199;1882344;5;20080301 01:24;P;;;;;;
D;199;1882344;5;20080301 01:24;V;;;;;;
B;199;1880555;6;20080301 01:24;NICCOLO PARK;;10;MUNDAYS LANE;SAUMAREZ PONDS;2350;2;H;20071206;20080111;390000;R;R;RESIDENCE;;RC;;0;AD787180;
C;199;1880555;6;20080301 01:24;1/846136;
D;199;1880555;6;20080301 01:24;P;;;;;;
D;199;1880555;6;20080301 01:24;V;;;;;;
B;199;1880954;7;20080301 01:24;MARATHON;;36;KOODA RD;INVERGOWRIE;2350;2.909;H;20071221;20080201;240000;R;R;RESIDENCE;;RC;;0;AD766178;
C;199;1880954;7;20080301 01:24;54/249073;
D;199;1880954;7;20080301 01:24;P;;;;;;
D;199;1880954;7;20080301 01:24;P;;;;;;
D;199;1880954;7;20080301 01:24;V;;;;;;
D;199;1880954;7;20080301 01:24;V;;;;;;
B;199;1881197;8;20080301 01:24;BEN WERRIN;;2225;KINGSTOWN RD;BALALA;2358;45.71;H;20080219;20080219;311000;R;R;RESIDENCE;;RG;;0;AD787539;
C;199;1881197;8;20080301 01:24;6/844800;
D;199;1881197;8;20080301 01:24;P;;;;;;
D;199;1881197;8;20080301 01:24;V;;;;;;
D;199;1881197;8;20080301 01:24;V;;;;;;
Z;42;8;8;24;
