A;RTSALEDATA;087;20120917 01:21;VALNET;
B;087;755466;1;20120917 01:21;;8;67;BRADLEYS HEAD RD;MOSMAN;2088;;;20120725;20120822;630000;;R;RESIDENCE;8;;;0;AH215117;
C;087;755466;1;20120917 01:21;8/SP922;
D;087;755466;1;20120917 01:21;P;;;;;;
D;087;755466;1;20120917 01:21;V;;;;;;
D;087;755466;1;20120917 01:21;V;;;;;;
D;087;755466;1;20120917 01:21;V;;;;;;
B;087;755466;2;20120917 01:21;CAR PARK;8;67;BRADLEYS HEAD RD;MOSMAN;2088;;;20120725;20120822;630000;;R;RESIDENCE;48;;;0;AH215117;
C;087;755466;2;20120917 01:21;48/SP922;
D;087;755466;2;20120917 01:21;P;;;;;;
D;087;755466;2;20120917 01:21;V;;;;;;
D;087;755466;2;20120917 01:21;V;;;;;;
B;087;755914;3;20120917 01:21;;;19;BULLECOURT AVE;MOSMAN;2088;731.2;M;20120727;20120905;1780000;R2;R;RESIDENCE;;RAH;;0;AH228884;
C;087;755914;3;20120917 01:21;2/1016965;
D;087;755914;3;20120917 01:21;P;;;;;;
D;087;755914;3;20120917 01:21;V;;;;;;
D;087;755914;3;20120917 01:21;V;;;;;;
B;087;761394;4;20120917 01:21;;;15;MULBRING ST;MOSMAN;2088;614.5;M;20120601;20120824;1653000;R2;R;RESIDENCE;;RAL;;0;AH217458;
C;087;761394;4;20120917 01:21;12/838042;
D;087;761394;4;20120917 01:21;P;;;;;;
D;087;761394;4;20120917 01:21;P;;;;;;
D;087;761394;4;20120917 01:21;V;;;;;;
D;087;761394;4;20120917 01:21;V;;;;;;
B;087;764654;5;20120917 01:21;;10;6;ROSE CRES;MOSMAN;2088;;;20120224;20120319;800000;;R;RESIDENCE;10;;;0;AG882132;
C;087;764654;5;20120917 01:21;10/SP2945;
D;087;764654;5;20120917 01:21;P;;;;;;
D;087;764654;5;20120917 01:21;V;;;;;;
B;087;765125;6;20120917 01:21;;;13;SHELLBANK AVE;MOSMAN;2088;801.5;M;20120806;20120907;10100000;R2;R;RESIDENCE;;RAG;;0;AH234698;
C;087;765125;6;20120917 01:21;23/16492 NSW Maritime 7826_1;
D;087;765125;6;20120917 01:21;P;;;;;;
D;087;765125;6;20120917 01:21;V;;;;;;
B;087;754862;7;20120917 01:21;;;15;BEACONSFIELD RD;MOSMAN;2088;556.4;M;20120618;20120827;2000000;R2;R;RESIDENCE;;RAL;;0;AH210226;
C;087;754862;7;20120917 01:21;50/3437;
D;087;754862;7;20120917 01:21;P;;;;;;
D;087;754862;7;20120917 01:21;V;;;;;;
B;087;763011;8;20120917 01:21;;6;15;PRINCE ALBERT ST;MOSMAN;2088;;;20120724;20120824;850000;;R;RESIDENCE;6;;;0;AH214916;
C;087;763011;8;20120917 01:21;6/SP13704;
D;087;763011;8;20120917 01:21;P;;;;;;
D;087;763011;8;20120917 01:21;V;;;;;;
D;087;763011;8;20120917 01:21;V;;;;;;
B;087;763051;9;20120917 01:21;;4;55;PRINCE ALBERT ST;MOSMAN;2088;;;20120629;20120824;825000;;R;RESIDENCE;4;;;0;AH226930;
C;087;763051;9;20120917 01:21;4/SP1472;
D;087;763051;9;20120917 01:21;P;;;;;;
D;087;763051;9;20120917 01:21;P;;;;;;
D;087;763051;9;20120917 01:21;V;;;;;;
D;087;763051;9;20120917 01:21;V;;;;;;
B;087;763051;10;20120917 01:21;;4;55;PRINCE ALBERT ST;MOSMAN;2088;;;20120629;20120824;825000;;R;RESIDENCE;30;;;0;AH226930;
C;087;763051;10;20120917 01:21;30/SP1472;
D;087;763051;10;20120917 01:21;P;;;;;;
D;087;763051;10;20120917 01:21;P;;;;;;
D;087;763051;10;20120917 01:21;V;;;;;;
D;087;763051;10;20120917 01:21;V;;;;;;
B;087;763051;11;20120917 01:21;;4;55;PRINCE ALBERT ST;MOSMAN;2088;;;20120629;20120824;825000;;R;RESIDENCE;41;;;0;AH226930;
C;087;763051;11;20120917 01:21;41/SP1472;
D;087;763051;11;20120917 01:21;P;;;;;;
D;087;763051;11;20120917 01:21;P;;;;;;
D;087;763051;11;20120917 01:21;V;;;;;;
D;087;763051;11;20120917 01:21;V;;;;;;
B;087;763396;12;20120917 01:21;;;4;QUEEN ST;MOSMAN;2088;695.5;M;20120615;20120824;2630000;R2;R;RESIDENCE;;RAA;;0;AH213510;
C;087;763396;12;20120917 01:21;4/3627;
D;087;763396;12;20120917 01:21;P;;;;;;
D;087;763396;12;20120917 01:21;V;;;;;;
D;087;763396;12;20120917 01:21;V;;;;;;
B;087;3650136;13;20120917 01:21;;;26 A;ORLANDO AVE;MOSMAN;2088;221.8;M;20120829;20120830;700000;R3;R;RESIDENCE;;RAD;;0;AH218513;
C;087;3650136;13;20120917 01:21;2/1177051;
D;087;3650136;13;20120917 01:21;P;;;;;;
D;087;3650136;13;20120917 01:21;V;;;;;;
B;087;2776113;14;20120917 01:21;;;3;CURLEW CAMP RD;MOSMAN;2088;1409;M;20120511;20120803;5500000;R2;R;RESIDENCE;;RAB;;0;AH234877;
C;087;2776113;14;20120917 01:21;1/1023150;
D;087;2776113;14;20120917 01:21;P;;;;;;
D;087;2776113;14;20120917 01:21;P;;;;;;
D;087;2776113;14;20120917 01:21;V;;;;;;
Z;73;14;14;43;
