A;RTSALEDATA;254;20121029 01:33;VALNET;
B;254;3661213;1;20121029 01:33;KULKINE;;2106;BUNDEMAR RD;BUNDEMAR;2823;259;H;20120412;20120914;336000;R;3;RURAL;;WW;;0;AH300167;
C;254;3661213;1;20121029 01:33;77, 80, 81/752586 Enclosure Permit 59020;
D;254;3661213;1;20121029 01:33;P;;;;;;
D;254;3661213;1;20121029 01:33;P;;;;;;
D;254;3661213;1;20121029 01:33;V;;;;;;
B;254;2683821;2;20121029 01:33;GOONINBAH;;2550;TOTTENHAM RD;BOGAN;2826;1036;H;20120808;20120919;1088000;R;3;FARM;;ME;;0;AH287226;
C;254;2683821;2;20121029 01:33;5, 6/755308 WA 010623;
D;254;2683821;2;20121029 01:33;P;;;;;;
D;254;2683821;2;20121029 01:33;P;;;;;;
D;254;2683821;2;20121029 01:33;V;;;;;;
B;254;2684765;3;20121029 01:33;;;112;THORNTON AVE;WARREN;2824;809.4;M;20120828;20121009;16000;A;V;VACANT LAND;;AD;;0;AH315415;
C;254;2684765;3;20121029 01:33;2/370739;
D;254;2684765;3;20121029 01:33;P;;;;;;
D;254;2684765;3;20121029 01:33;V;;;;;;
Z;16;3;3;8;
