A;RTSALEDATA;024;20120806 01:12;VALNET;
B;024;419912;1;20120806 01:12;;;31;PARKER ST;COOTAMUNDRA;2590;537.5;M;20120620;20120716;131000;Z;R;RESIDENCE;;AE;;0;AH144615;
C;024;419912;1;20120806 01:12;B/379733;
D;024;419912;1;20120806 01:12;P;;;;;;
D;024;419912;1;20120806 01:12;P;;;;;;
D;024;419912;1;20120806 01:12;V;;;;;;
B;024;420307;2;20120806 01:12;;2;105;SUTTON ST;COOTAMUNDRA;2590;;;20120404;20120718;135000;;R;RESIDENCE;2;;;0;AH141331;
C;024;420307;2;20120806 01:12;2/SP30450;
D;024;420307;2;20120806 01:12;P;;;;;;
D;024;420307;2;20120806 01:12;P;;;;;;
D;024;420307;2;20120806 01:12;V;;;;;;
B;024;3234239;3;20120806 01:12;;;6;MARY ANGOVE CRES;COOTAMUNDRA;2590;2020;M;20120615;20120627;275000;Z;R;RESIDENCE;;AG;;0;AH133548;
C;024;3234239;3;20120806 01:12;20/1092957;
D;024;3234239;3;20120806 01:12;P;;;;;;
D;024;3234239;3;20120806 01:12;P;;;;;;
D;024;3234239;3;20120806 01:12;V;;;;;;
Z;17;3;3;9;
