A;RTSALEDATA;238;20121001 01:21;VALNET;
B;238;2632888;1;20121001 01:21;;;53;DUBBO ST;COONAMBLE;2829;936;M;20120725;20120906;132000;R1;R;RESIDENCE;;AAD;;0;AH252643;
C;238;2632888;1;20121001 01:21;B/382938;
D;238;2632888;1;20121001 01:21;P;;;;;;
D;238;2632888;1;20121001 01:21;V;;;;;;
D;238;2632888;1;20121001 01:21;V;;;;;;
B;238;3660119;2;20121001 01:21;MUNGERIE;;;TOORAWEENAH RD;COONAMBLE;2829;259;H;20120606;20120606;320000;;R;RESIDENCE;;;;0;AH229501;
C;238;3660119;2;20121001 01:21;79/754231 Enclosure Permit 25861;
D;238;3660119;2;20121001 01:21;P;;;;;;
D;238;3660119;2;20121001 01:21;P;;;;;;
D;238;3660119;2;20121001 01:21;V;;;;;;
B;238;3344074;3;20121001 01:21;CLAREMONT;;;;COONAMBLE;2829;943;H;20120718;20120829;1304892;RU1;3;FARM;;RMD;;0;AH230778;
C;238;3344074;3;20121001 01:21;70/727151 52, 53, 63/754253;
D;238;3344074;3;20121001 01:21;P;;;;;;
D;238;3344074;3;20121001 01:21;P;;;;;;
D;238;3344074;3;20121001 01:21;P;;;;;;
D;238;3344074;3;20121001 01:21;V;;;;;;
Z;18;3;3;10;
