A;RTSALEDATA;034;20121105 01:24;VALNET;
B;034;442654;1;20121105 01:24;;;60;BARON ST;COOMA;2630;619.7;M;20120904;20121017;160000;A;R;RESIDENCE;;AD;;0;AH326600;
C;034;442654;1;20121105 01:24;A/360425;
D;034;442654;1;20121105 01:24;P;;;;;;
D;034;442654;1;20121105 01:24;P;;;;;;
D;034;442654;1;20121105 01:24;V;;;;;;
B;034;441103;2;20121105 01:24;;;;PH GLENBOG;NIMMITABEL;2631;42.9;H;20120912;20121017;90000;R;V;VACANT LAND;;RL;;0;AH323533;
C;034;441103;2;20121105 01:24;217, 218/47129;
D;034;441103;2;20121105 01:24;P;;;;;;
D;034;441103;2;20121105 01:24;P;;;;;;
D;034;441103;2;20121105 01:24;V;;;;;;
B;034;3590871;3;20121105 01:24;DROMORE STATION;;96;DROMORE RD;CHAKOLA;2630;304.3;H;20120715;20121012;658900;R;3;FARM;;RM;;0;AH316424;
C;034;3590871;3;20121105 01:24;1, 2/131939 1, 2/544984 12, 32, 33/750569 Enclosure Permit 23883;
D;034;3590871;3;20121105 01:24;P;;;;;;
D;034;3590871;3;20121105 01:24;P;;;;;;
D;034;3590871;3;20121105 01:24;V;;;;;;
D;034;3590871;3;20121105 01:24;V;;;;;;
B;034;3666003;4;20121105 01:24;;;;STEWARTFIELD RD;BOLARO;2629;2.386;H;20120506;20120928;1063;;V;VACANT LAND;;;;0;AH304669;
C;034;3666003;4;20121105 01:24;;
D;034;3666003;4;20121105 01:24;P;;;;;;
D;034;3666003;4;20121105 01:24;V;;;;;;
B;034;3665986;5;20121105 01:24;;;;MIDDLE FLAT RD;MIDDLE FLAT;2630;1.426;H;20120524;20120928;1054;;V;VACANT LAND;;;;0;AH304163;
C;034;3665986;5;20121105 01:24;;
D;034;3665986;5;20121105 01:24;P;;;;;;
D;034;3665986;5;20121105 01:24;P;;;;;;
D;034;3665986;5;20121105 01:24;V;;;;;;
B;034;3665994;6;20121105 01:24;;;;COUNTEGANY RD;COUNTEGANY;2630;3.071;H;20120507;20120928;1752;;V;VACANT LAND;;;;0;AH303355;
C;034;3665994;6;20121105 01:24;;
D;034;3665994;6;20121105 01:24;P;;;;;;
D;034;3665994;6;20121105 01:24;P;;;;;;
D;034;3665994;6;20121105 01:24;V;;;;;;
B;034;3309959;7;20121105 01:24;;;23;MONARO AVE;COOMA;2630;903.2;M;20121009;20121017;39500;A;V;VACANT LAND;;AF;;0;AH335941;
C;034;3309959;7;20121105 01:24;104/1109187;
D;034;3309959;7;20121105 01:24;P;;;;;;
D;034;3309959;7;20121105 01:24;P;;;;;;
D;034;3309959;7;20121105 01:24;V;;;;;;
D;034;3309959;7;20121105 01:24;V;;;;;;
D;034;3309959;7;20121105 01:24;V;;;;;;
D;034;3309959;7;20121105 01:24;V;;;;;;
Z;40;7;7;24;
