A;RTSALEDATA;081;20120903 09:12;VALNET;
B;081;2857226;1;20120903 09:12;;;19;BELLEMARIE DR;CASTLE HILL;2154;600;M;20120526;20120813;839500;A;R;RESIDENCE;;AX;;0;AH195268;
C;081;2857226;1;20120903 09:12;450/1023092;
D;081;2857226;1;20120903 09:12;P;;;;;;
D;081;2857226;1;20120903 09:12;V;;;;;;
B;081;3491353;2;20120903 09:12;;6;36;MURRAY ST;NORTHMEAD;2152;;;20120728;20120820;522500;;3;TOWNHOUSE;6;;;0;AH197340;
C;081;3491353;2;20120903 09:12;6/SP83124;
D;081;3491353;2;20120903 09:12;P;;;;;;
D;081;3491353;2;20120903 09:12;V;;;;;;
B;081;2955749;3;20120903 09:12;;;28;BRIDGEVIEW CCT;BELLA VISTA;2153;754.2;M;20120517;20120712;1210000;A;R;RESIDENCE;;AQ;;0;AH195088;
C;081;2955749;3;20120903 09:12;1031/1043484;
D;081;2955749;3;20120903 09:12;P;;;;;;
D;081;2955749;3;20120903 09:12;P;;;;;;
D;081;2955749;3;20120903 09:12;V;;;;;;
D;081;2955749;3;20120903 09:12;V;;;;;;
B;081;3082246;4;20120903 09:12;;;;PHOENIX AVE;BEAUMONT HILLS;2155;342.7;M;20120612;20120815;645000;A;R;RESIDENCE;;AY;;0;AH194814;
C;081;3082246;4;20120903 09:12;1062/1065323;
D;081;3082246;4;20120903 09:12;P;;;;;;
D;081;3082246;4;20120903 09:12;V;;;;;;
D;081;3082246;4;20120903 09:12;V;;;;;;
B;081;3613305;5;20120903 09:12;;;22;FORUM CRES;BAULKHAM HILLS;2153;789.8;M;20120613;20120725;563000;A;V;VACANT LAND;;AK;;0;AH151712;
C;081;3613305;5;20120903 09:12;504/1154476;
D;081;3613305;5;20120903 09:12;P;;;;;;
D;081;3613305;5;20120903 09:12;P;;;;;;
D;081;3613305;5;20120903 09:12;V;;;;;;
B;081;3646824;6;20120903 09:12;;;9;MURRAYFIELD AVE;KELLYVILLE;2155;514.5;M;20120604;20120822;380000;A;V;VACANT LAND;;AH;;0;AH191785;
C;081;3646824;6;20120903 09:12;209/1163605;
D;081;3646824;6;20120903 09:12;P;;;;;;
D;081;3646824;6;20120903 09:12;V;;;;;;
D;081;3646824;6;20120903 09:12;V;;;;;;
B;081;3573825;7;20120903 09:12;;93;23;CRANE RD;CASTLE HILL;2154;257;M;20111012;20120813;535000;;R;RESIDENCE;95;;;0;AH187044;
C;081;3573825;7;20120903 09:12;95/SP87062;
D;081;3573825;7;20120903 09:12;P;;;;;;
D;081;3573825;7;20120903 09:12;V;;;;;;
B;081;3573825;8;20120903 09:12;;98;23;CRANE RD;CASTLE HILL;2154;175;M;20120418;20120810;580000;;R;RESIDENCE;100;;;0;AH184689;
C;081;3573825;8;20120903 09:12;100/SP87062;
D;081;3573825;8;20120903 09:12;P;;;;;;
D;081;3573825;8;20120903 09:12;P;;;;;;
D;081;3573825;8;20120903 09:12;V;;;;;;
B;081;3573825;9;20120903 09:12;;105;23;CRANE RD;CASTLE HILL;2154;205;M;20100525;20120809;510000;;R;RESIDENCE;107;;;0;AH176696;
C;081;3573825;9;20120903 09:12;107/SP87062;
D;081;3573825;9;20120903 09:12;P;;;;;;
D;081;3573825;9;20120903 09:12;P;;;;;;
D;081;3573825;9;20120903 09:12;V;;;;;;
B;081;3573825;10;20120903 09:12;;106;23;CRANE RD;CASTLE HILL;2154;225;M;20100518;20120814;510000;;R;RESIDENCE;108;;;0;AH183827;
C;081;3573825;10;20120903 09:12;108/SP87062;
D;081;3573825;10;20120903 09:12;P;;;;;;
D;081;3573825;10;20120903 09:12;V;;;;;;
B;081;3573825;11;20120903 09:12;;109;23;CRANE RD;CASTLE HILL;2154;223;M;20100716;20120820;525000;;R;RESIDENCE;111;;;0;AH194136;
C;081;3573825;11;20120903 09:12;111/SP87062;
D;081;3573825;11;20120903 09:12;P;;;;;;
D;081;3573825;11;20120903 09:12;V;;;;;;
B;081;3573825;12;20120903 09:12;;114;23;CRANE RD;CASTLE HILL;2154;184;M;20110302;20120817;535000;;R;RESIDENCE;116;;;0;AH192423;
C;081;3573825;12;20120903 09:12;116/SP87062;
D;081;3573825;12;20120903 09:12;P;;;;;;
D;081;3573825;12;20120903 09:12;V;;;;;;
B;081;3573825;13;20120903 09:12;;116;23;CRANE RD;CASTLE HILL;2154;215;M;20100702;20120813;545000;;R;RESIDENCE;118;;;0;AH183078;
C;081;3573825;13;20120903 09:12;118/SP87062;
D;081;3573825;13;20120903 09:12;P;;;;;;
D;081;3573825;13;20120903 09:12;V;;;;;;
B;081;3573825;14;20120903 09:12;;116;23;CRANE RD;CASTLE HILL;2154;215;M;20120620;20120813;575000;;R;RESIDENCE;118;;;0;AH183079;
C;081;3573825;14;20120903 09:12;118/SP87062;
D;081;3573825;14;20120903 09:12;P;;;;;;
D;081;3573825;14;20120903 09:12;P;;;;;;
D;081;3573825;14;20120903 09:12;V;;;;;;
B;081;3573825;15;20120903 09:12;;122;23;CRANE RD;CASTLE HILL;2154;229;M;20110628;20120814;585000;;R;RESIDENCE;124;;;0;AH189645;
C;081;3573825;15;20120903 09:12;124/SP87062;
D;081;3573825;15;20120903 09:12;P;;;;;;
D;081;3573825;15;20120903 09:12;V;;;;;;
B;081;3573825;16;20120903 09:12;;126;23;CRANE RD;CASTLE HILL;2154;197;M;20120412;20120813;595000;;R;RESIDENCE;128;;;0;AH180916;
C;081;3573825;16;20120903 09:12;128/SP87062;
D;081;3573825;16;20120903 09:12;P;;;;;;
D;081;3573825;16;20120903 09:12;P;;;;;;
D;081;3573825;16;20120903 09:12;V;;;;;;
B;081;3573825;17;20120903 09:12;;129;23;CRANE RD;CASTLE HILL;2154;291;M;20111213;20120817;60000;;R;RESIDENCE;131;;;0;AH190389;
C;081;3573825;17;20120903 09:12;131/SP87062;
D;081;3573825;17;20120903 09:12;P;;;;;;
D;081;3573825;17;20120903 09:12;V;;;;;;
B;081;3573825;18;20120903 09:12;;130;23;CRANE RD;CASTLE HILL;2154;211;M;20111103;20120814;545843;;R;RESIDENCE;132;;;0;AH192220;
C;081;3573825;18;20120903 09:12;132/SP87062;
D;081;3573825;18;20120903 09:12;P;;;;;;
D;081;3573825;18;20120903 09:12;P;;;;;;
D;081;3573825;18;20120903 09:12;V;;;;;;
B;081;3573825;19;20120903 09:12;;131;23;CRANE RD;CASTLE HILL;2154;212;M;20110628;20120814;580000;;R;RESIDENCE;133;;;0;AH192312;
C;081;3573825;19;20120903 09:12;133/SP87062;
D;081;3573825;19;20120903 09:12;P;;;;;;
D;081;3573825;19;20120903 09:12;P;;;;;;
D;081;3573825;19;20120903 09:12;V;;;;;;
B;081;3573825;20;20120903 09:12;;139;23;CRANE RD;CASTLE HILL;2154;202;M;20100702;20120814;510000;;R;RESIDENCE;141;;;0;AH195092;
C;081;3573825;20;20120903 09:12;141/SP87062;
D;081;3573825;20;20120903 09:12;P;;;;;;
D;081;3573825;20;20120903 09:12;P;;;;;;
D;081;3573825;20;20120903 09:12;V;;;;;;
B;081;3573825;21;20120903 09:12;;142;23;CRANE RD;CASTLE HILL;2154;195;M;20100520;20120814;500000;;R;RESIDENCE;144;;;0;AH186793;
C;081;3573825;21;20120903 09:12;144/SP87062;
D;081;3573825;21;20120903 09:12;P;;;;;;
D;081;3573825;21;20120903 09:12;P;;;;;;
D;081;3573825;21;20120903 09:12;V;;;;;;
B;081;3573825;22;20120903 09:12;;15;23;CRANE RD;CASTLE HILL;2154;261;M;20100716;20120816;535000;;R;RESIDENCE;153;;;0;AH189780;
C;081;3573825;22;20120903 09:12;153/SP87062;
D;081;3573825;22;20120903 09:12;P;;;;;;
D;081;3573825;22;20120903 09:12;V;;;;;;
B;081;3573825;23;20120903 09:12;;153;23;CRANE RD;CASTLE HILL;2154;215;M;20100520;20120816;510000;;R;RESIDENCE;155;;;0;AH193432;
C;081;3573825;23;20120903 09:12;155/SP87062;
D;081;3573825;23;20120903 09:12;P;;;;;;
D;081;3573825;23;20120903 09:12;V;;;;;;
B;081;3573825;24;20120903 09:12;;157;23;CRANE RD;CASTLE HILL;2154;189;M;20100608;20120804;540000;;R;RESIDENCE;159;;;0;AH190426;
C;081;3573825;24;20120903 09:12;159/SP87062;
D;081;3573825;24;20120903 09:12;P;;;;;;
D;081;3573825;24;20120903 09:12;P;;;;;;
D;081;3573825;24;20120903 09:12;V;;;;;;
B;081;580378;25;20120903 09:12;;;4;BRODIE ST;BAULKHAM HILLS;2153;847.3;M;20120704;20120815;585000;A;R;RESIDENCE;;AJ;;0;AH195041;
C;081;580378;25;20120903 09:12;7/420040;
D;081;580378;25;20120903 09:12;P;;;;;;
D;081;580378;25;20120903 09:12;P;;;;;;
D;081;580378;25;20120903 09:12;V;;;;;;
B;081;580383;26;20120903 09:12;;;14;BRODIE ST;BAULKHAM HILLS;2153;923.2;M;20120602;20120824;572000;A;R;RESIDENCE;;AJ;;0;AH197330;
C;081;580383;26;20120903 09:12;15/218412;
D;081;580383;26;20120903 09:12;P;;;;;;
D;081;580383;26;20120903 09:12;V;;;;;;
B;081;575376;27;20120903 09:12;;;30 A;ANNE WILLIAM DR;WEST PENNANT HILLS;2125;868.3;M;20120619;20120810;1200000;A;R;RESIDENCE;;AD;;0;AH195204;
C;081;575376;27;20120903 09:12;4/858775;
D;081;575376;27;20120903 09:12;P;;;;;;
D;081;575376;27;20120903 09:12;P;;;;;;
D;081;575376;27;20120903 09:12;V;;;;;;
D;081;575376;27;20120903 09:12;V;;;;;;
B;081;578094;28;20120903 09:12;;;3;BELMORE ST E;OATLANDS;2117;727.2;M;20120515;20120807;695000;A;R;RESIDENCE;;AB;;0;AH169621;
C;081;578094;28;20120903 09:12;41/36799;
D;081;578094;28;20120903 09:12;P;;;;;;
D;081;578094;28;20120903 09:12;V;;;;;;
