A;RTSALEDATA;678;20121022 01:32;VALNET;
B;678;2754825;1;20121022 01:32;;;30;WERRINA CRES;ARMIDALE;2350;1075;M;20120831;20120921;256000;A;R;RESIDENCE;;NH;;0;AH297827;
C;678;2754825;1;20121022 01:32;33/240808;
D;678;2754825;1;20121022 01:32;P;;;;;;
D;678;2754825;1;20121022 01:32;V;;;;;;
D;678;2754825;1;20121022 01:32;V;;;;;;
B;678;2747135;2;20121022 01:32;;;4;BAIN CRES;ARMIDALE;2350;804.9;M;20120831;20121005;170000;A;R;RESIDENCE;;AH;;0;AH295245;
C;678;2747135;2;20121022 01:32;72/245151;
D;678;2747135;2;20121022 01:32;P;;;;;;
D;678;2747135;2;20121022 01:32;V;;;;;;
D;678;2747135;2;20121022 01:32;V;;;;;;
B;678;2752694;3;20121022 01:32;;;25;MOYES ST;ARMIDALE;2350;794.5;M;20120807;20120907;305000;A;R;RESIDENCE;;AB;;0;AH294535;
C;678;2752694;3;20121022 01:32;55/253418;
D;678;2752694;3;20121022 01:32;P;;;;;;
D;678;2752694;3;20121022 01:32;P;;;;;;
D;678;2752694;3;20121022 01:32;V;;;;;;
D;678;2752694;3;20121022 01:32;V;;;;;;
B;678;2750342;4;20121022 01:32;;;6;GLEN INNES RD;ARMIDALE;2350;885.2;M;20120913;20121004;244000;A;R;RESIDENCE;;NH;;0;AH296112;
C;678;2750342;4;20121022 01:32;4, 5/15433;
D;678;2750342;4;20121022 01:32;P;;;;;;
D;678;2750342;4;20121022 01:32;P;;;;;;
D;678;2750342;4;20121022 01:32;V;;;;;;
B;678;2750570;5;20121022 01:32;;;35;HARGRAVE ST;ARMIDALE;2350;910.6;M;20120803;20120907;340000;A;R;RESIDENCE;;AB;;0;AH285281;
C;678;2750570;5;20121022 01:32;4/22733;
D;678;2750570;5;20121022 01:32;P;;;;;;
D;678;2750570;5;20121022 01:32;P;;;;;;
D;678;2750570;5;20121022 01:32;V;;;;;;
B;678;2753502;6;20121022 01:32;;1;9;POWER PL;ARMIDALE;2350;;;20120823;20120927;225000;;R;RESIDENCE;1;;;0;AH284297;
C;678;2753502;6;20121022 01:32;1/SP60161;
D;678;2753502;6;20121022 01:32;P;;;;;;
D;678;2753502;6;20121022 01:32;P;;;;;;
D;678;2753502;6;20121022 01:32;V;;;;;;
B;678;2748888;7;20121022 01:32;;;13;DALE CRES;ARMIDALE;2350;668.8;M;20120831;20121005;255000;A;R;RESIDENCE;;AH;;0;AH294701;
C;678;2748888;7;20121022 01:32;117/788650;
D;678;2748888;7;20121022 01:32;P;;;;;;
D;678;2748888;7;20121022 01:32;V;;;;;;
Z;37;7;7;21;
