A;074;20040916 09:55;PDANN;
B;074;562429;1;20040916 09:55;;4;101;CANAL ST;GRIFFITH;2680;;;20040715;20040824;152000;;R;RESIDENCE;4;;;0;AA927419;
C;074;562429;1;20040916 09:55;4/SP 34456;
D;074;562429;1;20040916 09:55;P;;;;;;
D;074;562429;1;20040916 09:55;V;;;;;;
B;074;562567;2;20040916 09:55;;;6;CHILVERS PL;GRIFFITH;2680;700;M;20040721;20040824;230000;A;R;RESIDENCE;;AB;;0;AA924705;
C;074;562567;2;20040916 09:55;1533/751709;
D;074;562567;2;20040916 09:55;P;;;;;;
D;074;562567;2;20040916 09:55;P;;;;;;
D;074;562567;2;20040916 09:55;V;;;;;;
D;074;562567;2;20040916 09:55;V;;;;;;
B;074;562678;3;20040916 09:55;;;19;COLLIER ST;GRIFFITH;2680;1037;M;20040531;20040531;280000;I;3;COMMERICAL;;CA;;0;AA878555;
C;074;562678;3;20040916 09:55;1390/239841 Non-Irrigable Purchase 502;
D;074;562678;3;20040916 09:55;P;;;;;;
D;074;562678;3;20040916 09:55;V;;;;;;
B;074;562792;4;20040916 09:55;;;27;COUCH RD;GRIFFITH;2680;1068.5;M;20040701;20040713;625000;A;3;FLATS;;AA;;0;AA918202;
C;074;562792;4;20040916 09:55;3/527738;
D;074;562792;4;20040916 09:55;P;;;;;;
D;074;562792;4;20040916 09:55;P;;;;;;
D;074;562792;4;20040916 09:55;V;;;;;;
D;074;562792;4;20040916 09:55;V;;;;;;
B;074;563141;5;20040916 09:55;;;44;EDMONDSON AVE;GRIFFITH;2680;834.7;M;20040719;20040823;225000;A;R;RESIDENCE;;AA;;0;AA921046;
C;074;563141;5;20040916 09:55;11/89/758476;
D;074;563141;5;20040916 09:55;P;;;;;;
D;074;563141;5;20040916 09:55;P;;;;;;
D;074;563141;5;20040916 09:55;V;;;;;;
B;074;563616;6;20040916 09:55;;;13;GRAHAM ST;GRIFFITH;2680;832.5;M;20040730;20040827;210000;A;R;RESIDENCE;;AA;;0;AA941124;
C;074;563616;6;20040916 09:55;80/175/758476;
D;074;563616;6;20040916 09:55;P;;;;;;
D;074;563616;6;20040916 09:55;V;;;;;;
B;074;564445;7;20040916 09:55;;;29;KOOKORA ST;GRIFFITH;2680;853.6;M;20040123;20040220;100000;A;R;RESIDENCE;;AB;;0;AA930588;
C;074;564445;7;20040916 09:55;8/22/758476;
D;074;564445;7;20040916 09:55;P;;;;;;
D;074;564445;7;20040916 09:55;V;;;;;;
