A;137;20040817 09:54;PDANN;
B;137;1389418;1;20040817 09:54;;;6;BERESFORD AVE;CROYDON PARK;2133;;;20040524;20040708;620000;A;R;RESIDENCE;;ES;;0;AA862224;
C;137;1389418;1;20040817 09:54;B//350362;
D;137;1389418;1;20040817 09:54;P;;;;;;
D;137;1389418;1;20040817 09:54;P;;;;;;
D;137;1389418;1;20040817 09:54;P;;;;;;
D;137;1389418;1;20040817 09:54;P;;;;;;
D;137;1389418;1;20040817 09:54;P;;;;;;
D;137;1389418;1;20040817 09:54;V;;;;;;
B;137;1389877;2;20040817 09:54;;;20;BROOKLYN ST;BURWOOD;2134;;;20040607;20040617;1050000;A;R;RESIDENCE;;EF;;0;AA847722;
C;137;1389877;2;20040817 09:54;B//322512;
D;137;1389877;2;20040817 09:54;P;;;;;;
D;137;1389877;2;20040817 09:54;P;;;;;;
D;137;1389877;2;20040817 09:54;V;;;;;;
B;137;1390476;3;20040817 09:54;;;185 D;BURWOOD RD;BURWOOD;2134;132.8;M;20040629;20040804;815000;B;3;SHOP;;CB;;0;AA853756;
C;137;1390476;3;20040817 09:54;10//16560;
D;137;1390476;3;20040817 09:54;P;;;;;;
D;137;1390476;3;20040817 09:54;P;;;;;;
D;137;1390476;3;20040817 09:54;P;;;;;;
D;137;1390476;3;20040817 09:54;V;;;;;;
D;137;1390476;3;20040817 09:54;V;;;;;;
D;137;1390476;3;20040817 09:54;V;;;;;;
B;137;1391012;4;20040817 09:54;;11;13;COMER ST;BURWOOD;2134;;;20040605;20040726;277000;;R;RESIDENCE;11;;;0;AA841950;
C;137;1391012;4;20040817 09:54;11//SP 2503;
D;137;1391012;4;20040817 09:54;P;;;;;;
D;137;1391012;4;20040817 09:54;V;;;;;;
B;137;1392276;5;20040817 09:54;;4;21 A;GEORGE ST;BURWOOD;2134;;;20040513;20040623;372000;;R;RESIDENCE;4;;;0;AA834335;
C;137;1392276;5;20040817 09:54;4//SP 63994;
D;137;1392276;5;20040817 09:54;P;;;;;;
D;137;1392276;5;20040817 09:54;P;;;;;;
D;137;1392276;5;20040817 09:54;V;;;;;;
B;137;1392317;6;20040817 09:54;;9;7;GEORGE ST;BURWOOD;2134;;;20040602;20040721;245000;;R;RESIDENCE;9;;;0;AA855013;
C;137;1392317;6;20040817 09:54;9//SP 491;
D;137;1392317;6;20040817 09:54;P;;;;;;
D;137;1392317;6;20040817 09:54;V;;;;;;
B;137;1392431;7;20040817 09:54;;10;195;GEORGES RIVER RD;CROYDON PARK;2133;;;20040615;20040722;392000;;R;RESIDENCE;10;;;0;AA848502;
C;137;1392431;7;20040817 09:54;10//SP 7031;
D;137;1392431;7;20040817 09:54;P;;;;;;
D;137;1392431;7;20040817 09:54;V;;;;;;
B;137;1392472;8;20040817 09:54;;17;243;GEORGES RIVER RD;CROYDON PARK;2133;;;20040528;20040723;380000;;R;RESIDENCE;17;;;0;AA841741;
C;137;1392472;8;20040817 09:54;17//SP 7709;
D;137;1392472;8;20040817 09:54;P;;;;;;
D;137;1392472;8;20040817 09:54;V;;;;;;
D;137;1392472;8;20040817 09:54;V;;;;;;
B;137;1395084;9;20040817 09:54;;;43;MURRAY ST;CROYDON;2132;;;20040522;20040730;847000;A;R;RESIDENCE;;EF;;0;AA869486;
C;137;1395084;9;20040817 09:54;30/J/6519;
D;137;1395084;9;20040817 09:54;P;;;;;;
D;137;1395084;9;20040817 09:54;P;;;;;;
D;137;1395084;9;20040817 09:54;V;;;;;;
B;137;1396258;10;20040817 09:54;;1;6;RAILWAY PDE;BURWOOD;2134;;;20040727;20040727;51150;;3;OFFICE;1;;;9;AA831993;
C;137;1396258;10;20040817 09:54;1//SP 43143;
D;137;1396258;10;20040817 09:54;P;;;;;;
D;137;1396258;10;20040817 09:54;V;;;;;;
D;137;1396258;10;20040817 09:54;V;;;;;;
D;137;1396258;10;20040817 09:54;V;;;;;;
D;137;1396258;10;20040817 09:54;V;;;;;;
D;137;1396258;10;20040817 09:54;V;;;;;;
D;137;1396258;10;20040817 09:54;V;;;;;;
B;137;1398554;11;20040817 09:54;;;13;WELLINGTON ST;CROYDON;2132;189.7;M;20040414;20040622;700000;A;R;RESIDENCE;;EJ;;0;AA834712;
C;137;1398554;11;20040817 09:54;4A, 4B//225098;
D;137;1398554;11;20040817 09:54;P;;;;;;
D;137;1398554;11;20040817 09:54;V;;;;;;
B;137;1389905;12;20040817 09:54;;17;11;BURLEIGH ST;BURWOOD;2134;;;20040531;20040714;420000;;R;RESIDENCE;17;;;10;AA836233;
C;137;1389905;12;20040817 09:54;17//SP 65406;
D;137;1389905;12;20040817 09:54;P;;;;;;
D;137;1389905;12;20040817 09:54;P;;;;;;
D;137;1389905;12;20040817 09:54;P;;;;;;
D;137;1389905;12;20040817 09:54;V;;;;;;
B;137;3025296;13;20040817 09:54;;2;4;RAILWAY PDE;BURWOOD;2134;;;20040227;20040416;928800;;3;LAW FIRM;13;;;0;AA757795;
C;137;3025296;13;20040817 09:54;13//SP 71230;
D;137;3025296;13;20040817 09:54;P;;;;;;
D;137;3025296;13;20040817 09:54;P;;;;;;
D;137;3025296;13;20040817 09:54;V;;;;;;
B;137;3060695;14;20040817 09:54;;8;20;COOPER ST;STRATHFIELD;2135;;;20040608;20040727;500000;;R;RESIDENCE;8;;;0;AA846724;
