A;065;20041216 08:29;PDANN;
B;065;536390;1;20041216 08:29;;;;STRINGER RD;YANCO;2703;4.27;H;20041023;20041125;194000;R;3;FARM;;RH;;0;AB145560;
C;065;536390;1;20041216 08:29;220/751694;
D;065;536390;1;20041216 08:29;P;;;;;;
D;065;536390;1;20041216 08:29;P;;;;;;
D;065;536390;1;20041216 08:29;V;;;;;;
D;065;536390;1;20041216 08:29;V;;;;;;
B;065;536464;2;20041216 08:29;;;79;DEVERIL RD;LEETON;2705;2.074;H;20030411;20030515;263000;R;R;RESIDENCE;;RH;;0;AB113292;
C;065;536464;2;20041216 08:29;7/702467 . Non-Irrigable Purchase 341;
D;065;536464;2;20041216 08:29;P;;;;;;
D;065;536464;2;20041216 08:29;P;;;;;;
D;065;536464;2;20041216 08:29;V;;;;;;
D;065;536464;2;20041216 08:29;V;;;;;;
B;065;536567;3;20041216 08:29;;;26;BEECHWORTH ST;WHITTON;2705;2023;M;20041015;20041119;104000;A;3;;;AH;;0;AB133479;
C;065;536567;3;20041216 08:29;5, 6/4/2757;
D;065;536567;3;20041216 08:29;P;;;;;;
D;065;536567;3;20041216 08:29;V;;;;;;
D;065;536567;3;20041216 08:29;V;;;;;;
B;065;536569;4;20041216 08:29;;;32;BEECHWORTH ST;WHITTON;2705;1012;M;20040925;20041112;129000;A;R;RESIDENCE;;AH;;0;AB139066;
C;065;536569;4;20041216 08:29;8/4/2757;
D;065;536569;4;20041216 08:29;P;;;;;;
D;065;536569;4;20041216 08:29;P;;;;;;
D;065;536569;4;20041216 08:29;V;;;;;;
B;065;536687;5;20041216 08:29;;;7;CONAPAIRA ST;WHITTON;2705;632.3;M;20041020;20041126;52500;A;R;RESIDENCE;;AH;;0;AB137380;
C;065;536687;5;20041216 08:29;3/230052;
D;065;536687;5;20041216 08:29;P;;;;;;
D;065;536687;5;20041216 08:29;P;;;;;;
D;065;536687;5;20041216 08:29;V;;;;;;
B;065;537104;6;20041216 08:29;;;27;BELLA VISTA DR;LEETON;2705;1199;M;20041025;20041119;319000;A;V;VACANT LAND;;AA;;0;AB139285;
C;065;537104;6;20041216 08:29;50/1011450;
D;065;537104;6;20041216 08:29;P;;;;;;
D;065;537104;6;20041216 08:29;P;;;;;;
D;065;537104;6;20041216 08:29;V;;;;;;
D;065;537104;6;20041216 08:29;V;;;;;;
