A;221;20040916 10:05;PDANN;
B;221;2432003;1;20040916 10:05;;;71;ALBERT ST;GUILDFORD WEST;2161;562.8;M;20040630;20040811;425000;A;R;RESIDENCE;;AL;;0;AA911420;
C;221;2432003;1;20040916 10:05;8/30268;
D;221;2432003;1;20040916 10:05;P;;;;;;
D;221;2432003;1;20040916 10:05;V;;;;;;
D;221;2432003;1;20040916 10:05;V;;;;;;
B;221;2432081;2;20040916 10:05;;;6;ALEXANDRA AVE;WESTMEAD;2145;581.7;M;20040711;20040823;820000;A;R;RESIDENCE;;AW;;0;AA914245;
C;221;2432081;2;20040916 10:05;3/504711;
D;221;2432081;2;20040916 10:05;P;;;;;;
D;221;2432081;2;20040916 10:05;P;;;;;;
D;221;2432081;2;20040916 10:05;P;;;;;;
D;221;2432081;2;20040916 10:05;P;;;;;;
D;221;2432081;2;20040916 10:05;V;;;;;;
D;221;2432081;2;20040916 10:05;V;;;;;;
B;221;2433114;3;20040916 10:05;;3;56;BANGOR ST;GUILDFORD;2161;;;20040723;20040811;180000;;R;RESIDENCE;3;;;0;AA890684;
C;221;2433114;3;20040916 10:05;3/SP 10163;
D;221;2433114;3;20040916 10:05;P;;;;;;
D;221;2433114;3;20040916 10:05;V;;;;;;
D;221;2433114;3;20040916 10:05;V;;;;;;
B;221;2433592;4;20040916 10:05;;;17;BELMONT ST;MERRYLANDS;2160;;;20040623;20040817;515000;A;R;RESIDENCE;;AR;;0;AA939142;
C;221;2433592;4;20040916 10:05;22/3/1857;
D;221;2433592;4;20040916 10:05;P;;;;;;
D;221;2433592;4;20040916 10:05;V;;;;;;
D;221;2433592;4;20040916 10:05;V;;;;;;
B;221;2434920;5;20040916 10:05;;;69;BOUNDARY ST;PARRAMATTA;2150;464.7;M;20040714;20040825;410000;A;R;RESIDENCE;;AR;;0;AA908659;
C;221;2434920;5;20040916 10:05;10/582471;
D;221;2434920;5;20040916 10:05;P;;;;;;
D;221;2434920;5;20040916 10:05;P;;;;;;
D;221;2434920;5;20040916 10:05;V;;;;;;
D;221;2434920;5;20040916 10:05;V;;;;;;
B;221;2435019;6;20040916 10:05;;;5;BOWRAL ST;GREYSTANES;2145;562.8;M;20040710;20040820;415000;A;R;RESIDENCE;;AC;;0;AA927542;
C;221;2435019;6;20040916 10:05;58/238296;
D;221;2435019;6;20040916 10:05;P;;;;;;
D;221;2435019;6;20040916 10:05;P;;;;;;
D;221;2435019;6;20040916 10:05;V;;;;;;
B;221;2435297;7;20040916 10:05;;;4;BRANSGROVE ST;WENTWORTHVILLE;2145;550.1;M;20040711;20040820;415000;A;R;RESIDENCE;;AW;;0;AA919318;
C;221;2435297;7;20040916 10:05;C/406781;
D;221;2435297;7;20040916 10:05;P;;;;;;
D;221;2435297;7;20040916 10:05;V;;;;;;
B;221;2436330;8;20040916 10:05;;;28;CAMERON CT;MERRYLANDS;2160;551.8;M;20040531;20040712;10000;A;R;RESIDENCE;;AK;;0;AA795297;
C;221;2436330;8;20040916 10:05;28/259549;
D;221;2436330;8;20040916 10:05;P;;;;;;
D;221;2436330;8;20040916 10:05;V;;;;;;
B;221;2437092;9;20040916 10:05;;;8;CENTENARY RD;MERRYLANDS;2160;;;20011022;20011126;38500;A;V;VACANT LAND;;AG;;0;8186101;
C;221;2437092;9;20040916 10:05;7, 8/1033247;
D;221;2437092;9;20040916 10:05;P;;;;;;
D;221;2437092;9;20040916 10:05;P;;;;;;
D;221;2437092;9;20040916 10:05;P;;;;;;
D;221;2437092;9;20040916 10:05;V;;;;;;
D;221;2437092;9;20040916 10:05;V;;;;;;
B;221;2437186;10;20040916 10:05;;14;107;CHELMSFORD RD;SOUTH WENTWORTHVILLE;2145;;;20040714;20040827;355000;;R;RESIDENCE;14;;;0;AA930814;
C;221;2437186;10;20040916 10:05;14/SP 61071;
D;221;2437186;10;20040916 10:05;P;;;;;;
D;221;2437186;10;20040916 10:05;P;;;;;;
D;221;2437186;10;20040916 10:05;V;;;;;;
D;221;2437186;10;20040916 10:05;V;;;;;;
B;221;2437630;11;20040916 10:05;;;36;CHETWYND RD;MERRYLANDS;2160;607;M;20040514;20040902;850000;A;R;RESIDENCE;;AR;;0;AA934407;
C;221;2437630;11;20040916 10:05;3/231309;
D;221;2437630;11;20040916 10:05;P;;;;;;
D;221;2437630;11;20040916 10:05;V;;;;;;
D;221;2437630;11;20040916 10:05;V;;;;;;
B;221;2438811;12;20040916 10:05;;;20;CUMBERLAND RD;GREYSTANES;2145;562.8;M;20040714;20040827;384000;A;R;RESIDENCE;;AK;;0;AA932599;
C;221;2438811;12;20040916 10:05;1/239389;
D;221;2438811;12;20040916 10:05;P;;;;;;
D;221;2438811;12;20040916 10:05;V;;;;;;
D;221;2438811;12;20040916 10:05;V;;;;;;
B;221;2439159;13;20040916 10:05;;;35;DAMIEN AVE;GREYSTANES;2145;575.4;M;20040627;20040813;435000;A;R;RESIDENCE;;AG;;0;AA900322;
C;221;2439159;13;20040916 10:05;125/209054;
D;221;2439159;13;20040916 10:05;P;;;;;;
D;221;2439159;13;20040916 10:05;P;;;;;;
D;221;2439159;13;20040916 10:05;V;;;;;;
B;221;2439445;14;20040916 10:05;;;28;DAVIES ST;MERRYLANDS;2160;910.5;M;20040506;20040702;536000;A;R;RESIDENCE;;AR;;0;AA798200;
C;221;2439445;14;20040916 10:05;368/628;
D;221;2439445;14;20040916 10:05;P;;;;;;
D;221;2439445;14;20040916 10:05;V;;;;;;
D;221;2439445;14;20040916 10:05;V;;;;;;
B;221;2439447;15;20040916 10:05;;;24 B;DAVIES ST;MERRYLANDS;2160;292.8;M;20040626;20040820;376000;A;R;RESIDENCE;;AR;;0;AA920936;
C;221;2439447;15;20040916 10:05;2/860936;
D;221;2439447;15;20040916 10:05;P;;;;;;
D;221;2439447;15;20040916 10:05;P;;;;;;
D;221;2439447;15;20040916 10:05;V;;;;;;
D;221;2439447;15;20040916 10:05;V;;;;;;
B;221;2440158;16;20040916 10:05;;;3;DUKE ST;MERRYLANDS;2160;;;20040711;20040823;462000;A;R;RESIDENCE;;AG;;0;AA934983;
C;221;2440158;16;20040916 10:05;B/381260;
D;221;2440158;16;20040916 10:05;P;;;;;;
D;221;2440158;16;20040916 10:05;V;;;;;;
B;221;2440163;17;20040916 10:05;;;13;DUKE ST;MERRYLANDS;2160;651.3;M;20040707;20040816;430000;A;R;RESIDENCE;;AG;;0;AA908871;
C;221;2440163;17;20040916 10:05;H/387445;
D;221;2440163;17;20040916 10:05;P;;;;;;
D;221;2440163;17;20040916 10:05;P;;;;;;
D;221;2440163;17;20040916 10:05;V;;;;;;
D;221;2440163;17;20040916 10:05;V;;;;;;
D;221;2440163;17;20040916 10:05;V;;;;;;
B;221;2442275;18;20040916 10:05;;;134;GARDENIA PDE;GREYSTANES;2145;556.4;M;20040505;20040630;485000;A;R;RESIDENCE;;AC;;0;AA781876;
C;221;2442275;18;20040916 10:05;94/233207;
D;221;2442275;18;20040916 10:05;P;;;;;;
D;221;2442275;18;20040916 10:05;V;;;;;;
B;221;2442348;19;20040916 10:05;;;45;GARDENIA PDE;GREYSTANES;2145;1024;M;20040712;20040816;415000;A;R;RESIDENCE;;AC;;0;AA917554;
C;221;2442348;19;20040916 10:05;53/233403;
D;221;2442348;19;20040916 10:05;P;;;;;;
D;221;2442348;19;20040916 10:05;P;;;;;;
D;221;2442348;19;20040916 10:05;V;;;;;;
D;221;2442348;19;20040916 10:05;V;;;;;;
B;221;2442590;20;20040916 10:05;;;26;GERALD ST;GREYSTANES;2145;569.1;M;20040714;20040825;380000;A;R;RESIDENCE;;AG;;0;AA935217;
C;221;2442590;20;20040916 10:05;11/215795;
D;221;2442590;20;20040916 10:05;P;;;;;;
D;221;2442590;20;20040916 10:05;V;;;;;;
B;221;2442599;21;20040916 10:05;;;10;GERALD ST;GREYSTANES;2145;594.4;M;20040606;20040719;470000;A;R;RESIDENCE;;AG;;0;AA839640;
C;221;2442599;21;20040916 10:05;2/239112;
D;221;2442599;21;20040916 10:05;P;;;;;;
D;221;2442599;21;20040916 10:05;V;;;;;;
D;221;2442599;21;20040916 10:05;V;;;;;;
B;221;2442864;22;20040916 10:05;;;138;GIPPS RD;SMITHFIELD;2164;1956;M;20031015;20031015;137000;I;3;INDUSTRIAL;;FF;;13;AA737608;
C;221;2442864;22;20040916 10:05;113/260601;
D;221;2442864;22;20040916 10:05;P;;;;;;
D;221;2442864;22;20040916 10:05;P;;;;;;
D;221;2442864;22;20040916 10:05;P;;;;;;
D;221;2442864;22;20040916 10:05;P;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
D;221;2442864;22;20040916 10:05;V;;;;;;
B;221;2442993;23;20040916 10:05;;;133;GIRRAWEEN RD;GIRRAWEEN;2145;607;M;20040807;20040903;387500;A;R;RESIDENCE;;AW;;0;AA936441;
C;221;2442993;23;20040916 10:05;5/509574;
D;221;2442993;23;20040916 10:05;P;;;;;;
D;221;2442993;23;20040916 10:05;V;;;;;;
B;221;2443026;24;20040916 10:05;;;59;GIRRAWEEN RD;GIRRAWEEN;2145;1226.51;M;20040324;20040901;620000;A;R;RESIDENCE;;AW;;0;AA940364;
C;221;2443026;24;20040916 10:05;208/8768;
D;221;2443026;24;20040916 10:05;P;;;;;;
D;221;2443026;24;20040916 10:05;P;;;;;;
D;221;2443026;24;20040916 10:05;P;;;;;;
D;221;2443026;24;20040916 10:05;V;;;;;;
B;221;2443060;25;20040916 10:05;;;15;GIRRAWEEN RD;GIRRAWEEN;2145;755.5;M;20040611;20040826;577000;A;R;RESIDENCE;;AW;;0;AA923234;
C;221;2443060;25;20040916 10:05;28/623614;
D;221;2443060;25;20040916 10:05;P;;;;;;
D;221;2443060;25;20040916 10:05;P;;;;;;
D;221;2443060;25;20040916 10:05;V;;;;;;
D;221;2443060;25;20040916 10:05;V;;;;;;
B;221;2443101;26;20040916 10:05;;;18;GIRRAWEEN RD;GIRRAWEEN;2145;1322;M;20040327;20040826;720000;A;R;RESIDENCE;;AW;;0;AA937650;
C;221;2443101;26;20040916 10:05;58/8768;
D;221;2443101;26;20040916 10:05;P;;;;;;
D;221;2443101;26;20040916 10:05;V;;;;;;
B;221;2443116;27;20040916 10:05;;;28;GIRRAWEEN RD;GIRRAWEEN;2145;;;20040621;20040805;652000;A;R;RESIDENCE;;AW;;0;AA874577;
C;221;2443116;27;20040916 10:05;A/365184;
D;221;2443116;27;20040916 10:05;P;;;;;;
D;221;2443116;27;20040916 10:05;P;;;;;;
D;221;2443116;27;20040916 10:05;V;;;;;;
D;221;2443116;27;20040916 10:05;V;;;;;;
B;221;2443987;28;20040916 10:05;;;47;GREVILLEA CRES;GREYSTANES;2145;556.4;M;20040520;20040722;445000;A;R;RESIDENCE;;AC;;0;AA852498;
C;221;2443987;28;20040916 10:05;37/238266;
D;221;2443987;28;20040916 10:05;P;;;;;;
D;221;2443987;28;20040916 10:05;P;;;;;;
D;221;2443987;28;20040916 10:05;V;;;;;;
D;221;2443987;28;20040916 10:05;V;;;;;;
B;221;2444319;29;20040916 10:05;;5;524;GUILDFORD RD;GUILDFORD;2161;;;20040608;20040630;282000;;R;RESIDENCE;5;;;0;AA941346;
C;221;2444319;29;20040916 10:05;5/SP 39296;
D;221;2444319;29;20040916 10:05;P;;;;;;
D;221;2444319;29;20040916 10:05;V;;;;;;
B;221;2444822;30;20040916 10:05;;;93;HAMPDEN RD;SOUTH WENTWORTHVILLE;2145;562.8;M;20040811;20040820;480000;A;R;RESIDENCE;;AG;;0;AA907510;
C;221;2444822;30;20040916 10:05;1/28312;
D;221;2444822;30;20040916 10:05;P;;;;;;
D;221;2444822;30;20040916 10:05;V;;;;;;
D;221;2444822;30;20040916 10:05;V;;;;;;
B;221;2445205;31;20040916 10:05;;1;9 A;HAWKESBURY RD;WESTMEAD;2145;;;20040316;20040611;438000;;R;RESIDENCE;1;;;0;AA940460;
C;221;2445205;31;20040916 10:05;1/SP 55216;
D;221;2445205;31;20040916 10:05;P;;;;;;
D;221;2445205;31;20040916 10:05;P;;;;;;
D;221;2445205;31;20040916 10:05;V;;;;;;
D;221;2445205;31;20040916 10:05;V;;;;;;
B;221;2445268;32;20040916 10:05;;8;74;HAWKESBURY RD;WESTMEAD;2145;;;20040726;20040901;330000;;3;COMMERCIAL;8;;;0;AA927940;
C;221;2445268;32;20040916 10:05;8/SP 44805;
D;221;2445268;32;20040916 10:05;P;;;;;;
D;221;2445268;32;20040916 10:05;P;;;;;;
D;221;2445268;32;20040916 10:05;P;;;;;;
D;221;2445268;32;20040916 10:05;V;;;;;;
B;221;2446688;33;20040916 10:05;;;3;IRWIN PL;WENTWORTHVILLE;2145;670.3;M;20040616;20040728;425000;A;R;RESIDENCE;;AW;;0;AA852509;
C;221;2446688;33;20040916 10:05;7/239558;
D;221;2446688;33;20040916 10:05;P;;;;;;
D;221;2446688;33;20040916 10:05;V;;;;;;
D;221;2446688;33;20040916 10:05;V;;;;;;
B;221;2448949;34;20040916 10:05;;;24;LOCKWOOD ST;MERRYLANDS;2160;;;20011107;20011221;286500;A;R;RESIDENCE;;AR;AC;0;8245618;
C;221;2448949;34;20040916 10:05;;
D;221;2448949;34;20040916 10:05;P;;;;;;
D;221;2448949;34;20040916 10:05;V;;;;;;
B;221;2449444;35;20040916 10:05;;;127;MCCREDIE RD;GUILDFORD WEST;2161;866.3;M;20040329;20040504;580000;A;R;RESIDENCE;;AL;;0;AA647221;
C;221;2449444;35;20040916 10:05;2/231649;
D;221;2449444;35;20040916 10:05;P;;;;;;
D;221;2449444;35;20040916 10:05;V;;;;;;
B;221;2449932;36;20040916 10:05;;;8;MAJOR RD;MERRYLANDS;2160;923.2;M;20040707;20040820;655000;A;R;RESIDENCE;;AR;;0;AA916552;
C;221;2449932;36;20040916 10:05;27/7460;
D;221;2449932;36;20040916 10:05;P;;;;;;
D;221;2449932;36;20040916 10:05;V;;;;;;
D;221;2449932;36;20040916 10:05;V;;;;;;
B;221;2450455;37;20040916 10:05;;;7;MARGARETA CL;GUILDFORD;2161;594.3;M;20040723;20040903;465000;A;R;RESIDENCE;;AR;;0;AA941989;
C;221;2450455;37;20040916 10:05;3/238655;
D;221;2450455;37;20040916 10:05;P;;;;;;
D;221;2450455;37;20040916 10:05;V;;;;;;
D;221;2450455;37;20040916 10:05;V;;;;;;
B;221;2450996;38;20040916 10:05;;3;65;MEEHAN ST;GRANVILLE;2142;;;20040721;20040813;301000;;R;RESIDENCE;3;;;0;AA914307;
C;221;2450996;38;20040916 10:05;3/SP 56484;
D;221;2450996;38;20040916 10:05;P;;;;;;
D;221;2450996;38;20040916 10:05;V;;;;;;
B;221;2451874;39;20040916 10:05;;;160 A;MERRYLANDS RD;MERRYLANDS;2160;221.3;M;20040708;20040902;700000;B;3;COMMERCIAL;;CB;;0;AA931286;
C;221;2451874;39;20040916 10:05;7/2716;
D;221;2451874;39;20040916 10:05;P;;;;;;
D;221;2451874;39;20040916 10:05;V;;;;;;
D;221;2451874;39;20040916 10:05;V;;;;;;
B;221;2452169;40;20040916 10:05;;;180;MILITARY RD;GUILDFORD;2161;1233;M;20030826;20040129;850000;I;R;RESIDENCE;;FJ;;0;AA932590;
C;221;2452169;40;20040916 10:05;57/1061229;
D;221;2452169;40;20040916 10:05;P;;;;;;
D;221;2452169;40;20040916 10:05;V;;;;;;
B;221;2452285;41;20040916 10:05;;;36 A;MONASH ST;WENTWORTHVILLE;2145;796.8;M;20040427;20040628;450000;A;R;RESIDENCE;;AW;;0;AA794280;
C;221;2452285;41;20040916 10:05;57, 58/4/963;
D;221;2452285;41;20040916 10:05;P;;;;;;
D;221;2452285;41;20040916 10:05;P;;;;;;
D;221;2452285;41;20040916 10:05;V;;;;;;
D;221;2452285;41;20040916 10:05;V;;;;;;
B;221;2452286;42;20040916 10:05;;;36;MONASH ST;WENTWORTHVILLE;2145;796.8;M;20040427;20040628;450000;A;R;RESIDENCE;;AW;;0;AA794223;
C;221;2452286;42;20040916 10:05;59, 60/4/963;
D;221;2452286;42;20040916 10:05;P;;;;;;
D;221;2452286;42;20040916 10:05;P;;;;;;
D;221;2452286;42;20040916 10:05;V;;;;;;
B;221;2453093;43;20040916 10:05;;2;59;NEIL ST;MERRYLANDS;2160;;;20040713;20040825;245000;;R;RESIDENCE;2;;;0;AA922436;
C;221;2453093;43;20040916 10:05;2/SP 12119;
D;221;2453093;43;20040916 10:05;P;;;;;;
D;221;2453093;43;20040916 10:05;V;;;;;;
B;221;2453408;44;20040916 10:05;;1;8;NEWMAN ST;MERRYLANDS;2160;;;20040718;20040827;280000;;R;RESIDENCE;1;;;0;AA927728;
C;221;2453408;44;20040916 10:05;1/SP 62874;
D;221;2453408;44;20040916 10:05;P;;;;;;
D;221;2453408;44;20040916 10:05;P;;;;;;
D;221;2453408;44;20040916 10:05;V;;;;;;
D;221;2453408;44;20040916 10:05;V;;;;;;
B;221;2454506;45;20040916 10:05;;;9;OSWALD ST;GUILDFORD;2161;878.9;M;20040401;20040531;460000;A;R;RESIDENCE;;AR;;0;AA914545;
C;221;2454506;45;20040916 10:05;33/31391;
D;221;2454506;45;20040916 10:05;P;;;;;;
D;221;2454506;45;20040916 10:05;P;;;;;;
D;221;2454506;45;20040916 10:05;V;;;;;;
D;221;2454506;45;20040916 10:05;V;;;;;;
B;221;2454622;46;20040916 10:05;;;17;OXFORD ST;MERRYLANDS;2160;872.6;M;20040527;20040721;1150000;A;3;HOME UNITS;;AR;;0;AA833343;
C;221;2454622;46;20040916 10:05;11/4/752;
D;221;2454622;46;20040916 10:05;P;;;;;;
D;221;2454622;46;20040916 10:05;P;;;;;;
D;221;2454622;46;20040916 10:05;V;;;;;;
