A;108;20041201 11:29;PDANN;
B;108;1200791;1;20041201 11:29;;;29;ALAMEIN WALK;WEST BATHURST;2795;;;20040827;20040929;169000;A;R;RESIDENCE;;AB;;0;AB106912;
C;108;1200791;1;20041201 11:29;66/28260;
D;108;1200791;1;20041201 11:29;P;;;;;;
D;108;1200791;1;20041201 11:29;P;;;;;;
D;108;1200791;1;20041201 11:29;V;;;;;;
B;108;1201573;2;20041201 11:29;;;15;BLANDFORD ST;BATHURST;2795;484.6;M;20040920;20041029;300000;A;R;RESIDENCE;;AC;;0;AB114208;
C;108;1201573;2;20041201 11:29;1/1017610;
D;108;1201573;2;20041201 11:29;P;;;;;;
D;108;1201573;2;20041201 11:29;V;;;;;;
D;108;1201573;2;20041201 11:29;V;;;;;;
B;108;1201648;3;20041201 11:29;;;45;BOOTH ST;WINDRADYNE;2795;865.7;M;20040930;20041104;170000;A;R;RESIDENCE;;AA;;0;AB97296;
C;108;1201648;3;20041201 11:29;164/249576;
D;108;1201648;3;20041201 11:29;P;;;;;;
D;108;1201648;3;20041201 11:29;V;;;;;;
D;108;1201648;3;20041201 11:29;V;;;;;;
B;108;1203136;4;20041201 11:29;;2;142;DURHAM ST;BATHURST;2795;168;M;20040921;20041102;148000;;R;RESIDENCE;2;;;0;AB94180;
C;108;1203136;4;20041201 11:29;2/SP21497;
D;108;1203136;4;20041201 11:29;P;;;;;;
D;108;1203136;4;20041201 11:29;P;;;;;;
D;108;1203136;4;20041201 11:29;V;;;;;;
B;108;1203445;5;20041201 11:29;;;8;EMERALD DR;KELSO;2795;1034;M;20041013;20041117;319000;A;R;RESIDENCE;;AK;;0;AB105348;
C;108;1203445;5;20041201 11:29;10/1017758;
D;108;1203445;5;20041201 11:29;P;;;;;;
D;108;1203445;5;20041201 11:29;V;;;;;;
D;108;1203445;5;20041201 11:29;V;;;;;;
B;108;1203619;6;20041201 11:29;;;32;FISHS PDE;GORMANS HILL;2795;;;20020925;20041029;70000;A;R;RESIDENCE;;AS;;0;AB86786;
C;108;1203619;6;20041201 11:29;39/35928;
D;108;1203619;6;20041201 11:29;P;;;;;;
D;108;1203619;6;20041201 11:29;V;;;;;;
D;108;1203619;6;20041201 11:29;V;;;;;;
B;108;1203619;7;20041201 11:29;;;32;FISHS PDE;GORMANS HILL;2795;;;20041001;20041029;100000;A;R;RESIDENCE;;AS;;0;AB86787;
C;108;1203619;7;20041201 11:29;39/35928;
