A;093;20041101 12:21;PDANN;
B;093;976258;1;20041101 12:21;;;83;ALAMEDA WAY;WARRIEWOOD;2102;1005;M;20040521;20040709;730000;A;R;RESIDENCE;;HB;;0;AA818009;
C;093;976258;1;20041101 12:21;2/238891;
D;093;976258;1;20041101 12:21;P;;;;;;
D;093;976258;1;20041101 12:21;P;;;;;;
D;093;976258;1;20041101 12:21;V;;;;;;
B;093;976917;2;20041101 12:21;;;54;ARNOTT CRES;WARRIEWOOD;2102;600.7;M;20040529;20040529;425000;A;R;RESIDENCE;;HG;;0;AB44128;
C;093;976917;2;20041101 12:21;38/30836;
D;093;976917;2;20041101 12:21;P;;;;;;
D;093;976917;2;20041101 12:21;V;;;;;;
D;093;976917;2;20041101 12:21;V;;;;;;
D;093;976917;2;20041101 12:21;V;;;;;;
B;093;978275;3;20041101 12:21;;;106;BARRENJOEY RD;MONA VALE;2103;1201.4;M;20040907;20041019;600000;A;R;RESIDENCE;;HT;;0;AB44886;
C;093;978275;3;20041101 12:21;10/650080;
D;093;978275;3;20041101 12:21;P;;;;;;
D;093;978275;3;20041101 12:21;P;;;;;;
D;093;978275;3;20041101 12:21;V;;;;;;
B;093;978991;4;20041101 12:21;;;22;BAYVIEW PL;BAYVIEW;2104;784.1;M;20040729;20040930;910000;A;R;RESIDENCE;;HA;;0;AB30229;
C;093;978991;4;20041101 12:21;34/31468;
D;093;978991;4;20041101 12:21;P;;;;;;
D;093;978991;4;20041101 12:21;P;;;;;;
D;093;978991;4;20041101 12:21;V;;;;;;
B;093;979234;5;20041101 12:21;;;19;BELLARA AVE;NORTH NARRABEEN;2101;663.9;M;20040331;20040512;697500;A;R;RESIDENCE;;HF;;0;AA774493;
C;093;979234;5;20041101 12:21;409/238383;
D;093;979234;5;20041101 12:21;P;;;;;;
D;093;979234;5;20041101 12:21;P;;;;;;
D;093;979234;5;20041101 12:21;P;;;;;;
D;093;979234;5;20041101 12:21;V;;;;;;
B;093;979880;6;20041101 12:21;;;15;BRIONY PL;MONA VALE;2103;695.6;M;20040804;20041005;920000;A;R;RESIDENCE;;HC;;0;AB25104;
C;093;979880;6;20041101 12:21;3/240297;
D;093;979880;6;20041101 12:21;P;;;;;;
D;093;979880;6;20041101 12:21;P;;;;;;
D;093;979880;6;20041101 12:21;V;;;;;;
B;093;980000;7;20041101 12:21;;14;17;BUNGAN ST;MONA VALE;2103;;;20040830;20041011;135000;;3;OFFICE;14;;;0;AB19560;
C;093;980000;7;20041101 12:21;14/SP30339;
D;093;980000;7;20041101 12:21;P;;;;;;
D;093;980000;7;20041101 12:21;P;;;;;;
D;093;980000;7;20041101 12:21;V;;;;;;
B;093;980080;8;20041101 12:21;;;12;BUNGAN HEAD RD;NEWPORT;2106;739.8;M;20040910;20041021;1100000;A;R;RESIDENCE;;HZ;;0;AB39715;
C;093;980080;8;20041101 12:21;A/381451;
D;093;980080;8;20041101 12:21;P;;;;;;
D;093;980080;8;20041101 12:21;V;;;;;;
D;093;980080;8;20041101 12:21;V;;;;;;
