A;238;20040916 10:06;PDANN;
B;238;2632729;1;20040916 10:06;;;40;CASTLEREAGH ST;COONAMBLE;2829;240.3;M;20040331;20040813;45000;Z;V;VACANT LAND;;BC;;0;AA925486;
C;238;2632729;1;20040916 10:06;1/961887;
D;238;2632729;1;20040916 10:06;P;;;;;;
D;238;2632729;1;20040916 10:06;P;;;;;;
D;238;2632729;1;20040916 10:06;V;;;;;;
B;238;2632938;2;20040916 10:06;;;3;FLOYD ST;COONAMBLE;2829;505.9;M;20040624;20040723;30000;Z;R;RESIDENCE;;ZC;;0;AA910688;
C;238;2632938;2;20040916 10:06;B/390337;
D;238;2632938;2;20040916 10:06;P;;;;;;
D;238;2632938;2;20040916 10:06;V;;;;;;
B;238;2633074;3;20040916 10:06;;;28;MCCULLOUGH ST;COONAMBLE;2829;1682;M;20040716;20040812;25000;Z;R;RESIDENCE;;ZD;;0;AA919241;
C;238;2633074;3;20040916 10:06;8/25/758282;
D;238;2633074;3;20040916 10:06;P;;;;;;
D;238;2633074;3;20040916 10:06;V;;;;;;
D;238;2633074;3;20040916 10:06;V;;;;;;
B;238;2633568;4;20040916 10:06;;;4;WILGA ST;COONAMBLE;2829;670;M;20040622;20040825;30000;Z;R;RESIDENCE;;ZB;;0;AA921158;
C;238;2633568;4;20040916 10:06;A/371508;
D;238;2633568;4;20040916 10:06;P;;;;;;
D;238;2633568;4;20040916 10:06;V;;;;;;
D;238;2633568;4;20040916 10:06;V;;;;;;
B;238;2633977;5;20040916 10:06;;;15;KIRBAN ST;GULARGAMBONE;2828;2023;M;20040805;20040805;62000;Z;R;RESIDENCE;;AH;;0;AA927934;
C;238;2633977;5;20040916 10:06;10/10/758480;
D;238;2633977;5;20040916 10:06;P;;;;;;
D;238;2633977;5;20040916 10:06;V;;;;;;
D;238;2633977;5;20040916 10:06;V;;;;;;
B;238;2905823;6;20040916 10:06;;;;ARMITREE ST;GULARGAMBONE;2828;3.764;H;20040715;20040820;100000;R;R;RESIDENCE;;RD;;0;AA918843;
C;238;2905823;6;20040916 10:06;1/1036729;
D;238;2905823;6;20040916 10:06;P;;;;;;
D;238;2905823;6;20040916 10:06;V;;;;;;
D;238;2905823;6;20040916 10:06;V;;;;;;
Z;31;6;6;17;
