A;086;20041201 11:27;PDANN;
B;086;734828;1;20041201 11:27;;3;138;ADDISON RD;MANLY;2095;;;20040930;20041111;653000;;R;RESIDENCE;3;;;0;AB96265;
C;086;734828;1;20041201 11:27;3/SP8257;
D;086;734828;1;20041201 11:27;P;;;;;;
D;086;734828;1;20041201 11:27;V;;;;;;
D;086;734828;1;20041201 11:27;V;;;;;;
B;086;734913;2;20041201 11:27;;14;69;ADDISON RD;MANLY;2095;;;20040528;20040729;300000;;R;RESIDENCE;14;;;0;AB92786;
C;086;734913;2;20041201 11:27;14/SP10981;
D;086;734913;2;20041201 11:27;P;;;;;;
D;086;734913;2;20041201 11:27;V;;;;;;
B;086;734913;3;20041201 11:27;;26;69;ADDISON RD;MANLY;2095;;;20041009;20041109;340000;;R;RESIDENCE;26;;;0;AB100183;
C;086;734913;3;20041201 11:27;26/SP10981;
D;086;734913;3;20041201 11:27;P;;;;;;
D;086;734913;3;20041201 11:27;V;;;;;;
B;086;735774;4;20041201 11:27;;3;34;ASHBURNER ST;MANLY;2095;;;20040524;20041116;600000;;R;RESIDENCE;3;;;0;AB118175;
C;086;735774;4;20041201 11:27;3/SP11091;
D;086;735774;4;20041201 11:27;P;;;;;;
D;086;735774;4;20041201 11:27;P;;;;;;
D;086;735774;4;20041201 11:27;V;;;;;;
B;086;735947;5;20041201 11:27;;2;10;AUGUSTA RD;MANLY;2095;;;20041005;20041116;615000;;R;RESIDENCE;2;;;0;AB101675;
C;086;735947;5;20041201 11:27;2/SP12285;
D;086;735947;5;20041201 11:27;P;;;;;;
D;086;735947;5;20041201 11:27;P;;;;;;
D;086;735947;5;20041201 11:27;V;;;;;;
D;086;735947;5;20041201 11:27;V;;;;;;
B;086;736109;6;20041201 11:27;;;147;BALGOWLAH RD;BALGOWLAH;2093;490.4;M;20041013;20041117;590000;A;R;RESIDENCE;;EM;;0;AB120709;
C;086;736109;6;20041201 11:27;19/9362;
D;086;736109;6;20041201 11:27;P;;;;;;
D;086;736109;6;20041201 11:27;V;;;;;;
D;086;736109;6;20041201 11:27;V;;;;;;
B;086;736320;7;20041201 11:27;;1;78;BALGOWLAH RD;BALGOWLAH;2093;;;20041006;20041117;366000;;R;RESIDENCE;1;;;0;AB119410;
C;086;736320;7;20041201 11:27;1/SP2306;
D;086;736320;7;20041201 11:27;P;;;;;;
D;086;736320;7;20041201 11:27;P;;;;;;
D;086;736320;7;20041201 11:27;V;;;;;;
B;086;737606;8;20041201 11:27;;;8;BOYLE ST;BALGOWLAH;2093;823;M;20040828;20041029;906000;A;R;RESIDENCE;;EK;;0;AB97823;
C;086;737606;8;20041201 11:27;4/449821;
D;086;737606;8;20041201 11:27;P;;;;;;
