A;220;20040802 12:11;PDANN;
B;220;2371874;1;20040802 12:11;;;13;ABERDEEN ST;BOSSLEY PARK;2176;561;M;20040610;20040716;380000;A;R;RESIDENCE;;HA;;0;AA820029;
C;220;2371874;1;20040802 12:11;25//260475;
D;220;2371874;1;20040802 12:11;P;;;;;;
D;220;2371874;1;20040802 12:11;P;;;;;;
D;220;2371874;1;20040802 12:11;V;;;;;;
B;220;2372983;2;20040802 12:11;;9;27;ANDERSON AVE;MOUNT PRITCHARD;2170;;;20040526;20040628;300000;;R;RESIDENCE;9;;;0;AA806902;
C;220;2372983;2;20040802 12:11;9//SP 39253;
D;220;2372983;2;20040802 12:11;P;;;;;;
D;220;2372983;2;20040802 12:11;P;;;;;;
D;220;2372983;2;20040802 12:11;V;;;;;;
B;220;2373001;3;20040802 12:11;;;17 A;ANDERSON AVE;MOUNT PRITCHARD;2170;524.8;M;20040527;20040708;240000;A;R;RESIDENCE;;GD;;0;AA821814;
C;220;2373001;3;20040802 12:11;264D//398554;
D;220;2373001;3;20040802 12:11;P;;;;;;
D;220;2373001;3;20040802 12:11;P;;;;;;
D;220;2373001;3;20040802 12:11;V;;;;;;
B;220;2373197;4;20040802 12:11;;;19;ANNETTE ST;CABRAMATTA WEST;2166;499.5;M;20040422;20040625;400000;A;R;RESIDENCE;;GD;;0;AA804955;
C;220;2373197;4;20040802 12:11;11//30917;
D;220;2373197;4;20040802 12:11;P;;;;;;
D;220;2373197;4;20040802 12:11;V;;;;;;
D;220;2373197;4;20040802 12:11;V;;;;;;
B;220;2373684;5;20040802 12:11;;;42;ARBUTUS ST;CANLEY HEIGHTS;2166;;;20040517;20040708;512000;A;R;RESIDENCE;;HP;;0;AA816801;
C;220;2373684;5;20040802 12:11;6, 7, 8/20/728;
D;220;2373684;5;20040802 12:11;P;;;;;;
D;220;2373684;5;20040802 12:11;V;;;;;;
D;220;2373684;5;20040802 12:11;V;;;;;;
B;220;2373928;6;20040802 12:11;;;11;ASH CL;BOSSLEY PARK;2176;550;M;20040522;20040705;406000;A;R;RESIDENCE;;HA;;0;AA807640;
C;220;2373928;6;20040802 12:11;2//716167;
D;220;2373928;6;20040802 12:11;P;;;;;;
D;220;2373928;6;20040802 12:11;V;;;;;;
B;220;2374099;7;20040802 12:11;;;11;ATTILIO PL;BONNYRIGG;2177;822.4;M;20040609;20040630;679000;A;R;RESIDENCE;;HV;;0;AA794618;
C;220;2374099;7;20040802 12:11;11//802548;
D;220;2374099;7;20040802 12:11;P;;;;;;
D;220;2374099;7;20040802 12:11;V;;;;;;
B;220;2375625;8;20040802 12:11;;;7;BEELAR ST;CANLEY VALE;2166;512.2;M;20040306;20040607;552500;A;R;RESIDENCE;;GD;;0;AA804175;
C;220;2375625;8;20040802 12:11;1//418680;
D;220;2375625;8;20040802 12:11;P;;;;;;
D;220;2375625;8;20040802 12:11;V;;;;;;
B;220;2375626;9;20040802 12:11;;;1;BEELAR ST;CANLEY VALE;2166;512.2;M;20040306;20040607;552500;A;R;RESIDENCE;;GD;;0;AA804175;
C;220;2375626;9;20040802 12:11;2//418680;
D;220;2375626;9;20040802 12:11;P;;;;;;
D;220;2375626;9;20040802 12:11;V;;;;;;
B;220;2375892;10;20040802 12:11;;;21;BELMORE ST;VILLAWOOD;2163;663.9;M;19690516;19690516;11025;A;R;RESIDENCE;;KA;;0;AA804003;
C;220;2375892;10;20040802 12:11;92//15560;
D;220;2375892;10;20040802 12:11;P;;;;;;
D;220;2375892;10;20040802 12:11;P;;;;;;
D;220;2375892;10;20040802 12:11;V;;;;;;
D;220;2375892;10;20040802 12:11;V;;;;;;
B;220;2376245;11;20040802 12:11;;;23;BENTLEY ST;WETHERILL PARK;2164;1109;M;20040531;20040702;825000;I;V;VACANT LAND;;FK;;0;AA818195;
C;220;2376245;11;20040802 12:11;38//740225;
D;220;2376245;11;20040802 12:11;P;;;;;;
D;220;2376245;11;20040802 12:11;V;;;;;;
D;220;2376245;11;20040802 12:11;V;;;;;;
D;220;2376245;11;20040802 12:11;V;;;;;;
B;220;2376562;12;20040802 12:11;;;34;BIRDWOOD AVE;CABRAMATTA WEST;2166;695.6;M;20040430;20040723;410000;A;R;RESIDENCE;;GD;;0;AA835734;
C;220;2376562;12;20040802 12:11;76//32233;
D;220;2376562;12;20040802 12:11;P;;;;;;
D;220;2376562;12;20040802 12:11;P;;;;;;
D;220;2376562;12;20040802 12:11;V;;;;;;
B;220;2378451;13;20040802 12:11;;9;2;BRIDGE ST;CABRAMATTA;2166;;;20040531;20040712;195000;;R;RESIDENCE;9;;;0;AA813505;
C;220;2378451;13;20040802 12:11;9//SP 12008;
D;220;2378451;13;20040802 12:11;P;;;;;;
D;220;2378451;13;20040802 12:11;V;;;;;;
B;220;2378819;14;20040802 12:11;;4;108;BROOMFIELD ST;CABRAMATTA;2166;;;20040611;20040723;203000;;R;RESIDENCE;4;;;0;AA837133;
C;220;2378819;14;20040802 12:11;4//SP 6937;
D;220;2378819;14;20040802 12:11;P;;;;;;
D;220;2378819;14;20040802 12:11;V;;;;;;
B;220;2378868;15;20040802 12:11;;6;64;BROOMFIELD ST;CABRAMATTA;2166;;;20040517;20040706;162000;;R;RESIDENCE;6;;;0;AA817194;
C;220;2378868;15;20040802 12:11;6//SP 12135;
D;220;2378868;15;20040802 12:11;P;;;;;;
D;220;2378868;15;20040802 12:11;V;;;;;;
B;220;2379682;16;20040802 12:11;;;70;BURNS RD;WAKELEY;2176;550;M;20040609;20040712;450000;A;R;RESIDENCE;;GL;;0;AA837541;
C;220;2379682;16;20040802 12:11;18//261394;
D;220;2379682;16;20040802 12:11;P;;;;;;
