A;232;20041216 08:41;PDANN;
B;232;2610527;1;20041216 08:41;;;;VILLAGE OF GIRILAMBONE;GIRILAMBONE;2831;1012;M;20040927;20041108;840;Z;R;RESIDENCE;;ZB;;0;AB126846;
C;232;2610527;1;20041216 08:41;6/20/758441;
D;232;2610527;1;20041216 08:41;P;;;;;;
D;232;2610527;1;20041216 08:41;P;;;;;;
D;232;2610527;1;20041216 08:41;V;;;;;;
B;232;2610528;2;20041216 08:41;;;;VILLAGE OF GIRILAMBONE;GIRILAMBONE;2831;1012;M;20040927;20041108;840;Z;R;RESIDENCE;;ZB;;0;AB126846;
C;232;2610528;2;20041216 08:41;7/20/758441;
D;232;2610528;2;20041216 08:41;P;;;;;;
D;232;2610528;2;20041216 08:41;P;;;;;;
D;232;2610528;2;20041216 08:41;V;;;;;;
B;232;2610788;3;20041216 08:41;;;9;BOGAN ST;NYNGAN;2825;1012;M;20041001;20041117;63000;A;R;RESIDENCE;;XS;;0;AB122697;
C;232;2610788;3;20041216 08:41;A/395808;
D;232;2610788;3;20041216 08:41;P;;;;;;
D;232;2610788;3;20041216 08:41;V;;;;;;
D;232;2610788;3;20041216 08:41;V;;;;;;
B;232;2610818;4;20041216 08:41;;;68;CANNONBAR ST;NYNGAN;2825;1024;M;20041129;20041203;90000;A;R;RESIDENCE;;XK;;0;AB149957;
C;232;2610818;4;20041216 08:41;13/60/758802;
D;232;2610818;4;20041216 08:41;P;;;;;;
D;232;2610818;4;20041216 08:41;P;;;;;;
D;232;2610818;4;20041216 08:41;V;;;;;;
D;232;2610818;4;20041216 08:41;V;;;;;;
B;232;2611163;5;20041216 08:41;;;39;FLASHMAN AVE;NYNGAN;2825;4391;M;20041005;20041115;128000;A;R;RESIDENCE;;XH;;0;AB120813;
C;232;2611163;5;20041216 08:41;4151/712894;
D;232;2611163;5;20041216 08:41;P;;;;;;
D;232;2611163;5;20041216 08:41;P;;;;;;
D;232;2611163;5;20041216 08:41;V;;;;;;
B;232;2611394;6;20041216 08:41;;;16;OXLEY ST;NYNGAN;2825;2023;M;20041012;20041125;78000;A;R;RESIDENCE;;XN;;0;AB134042;
C;232;2611394;6;20041216 08:41;A, B/368046;
D;232;2611394;6;20041216 08:41;P;;;;;;
D;232;2611394;6;20041216 08:41;P;;;;;;
D;232;2611394;6;20041216 08:41;V;;;;;;
D;232;2611394;6;20041216 08:41;V;;;;;;
B;232;2611725;7;20041216 08:41;;;40;WARREN ST;NYNGAN;2825;1012;M;20041111;20041122;60000;A;R;RESIDENCE;;XK;;0;AB144028;
C;232;2611725;7;20041216 08:41;18/48/758802;
D;232;2611725;7;20041216 08:41;P;;;;;;
D;232;2611725;7;20041216 08:41;V;;;;;;
B;232;2611891;8;20041216 08:41;;;;'KOORINGAL';NYNGAN;2825;1108;H;20040709;20040825;876480;R;3;FARMHOMESTEAD;;AH;;0;AB133425;
C;232;2611891;8;20041216 08:41;13/755306 Perpetual Lease 123778;
D;232;2611891;8;20041216 08:41;P;;;;;;
D;232;2611891;8;20041216 08:41;P;;;;;;
D;232;2611891;8;20041216 08:41;V;;;;;;
B;232;2611902;9;20041216 08:41;;;;BYLONG BOORAMUGGA ROAD;GIRILAMBONE;2831;3457.4;H;20040927;20041129;360000;R;3;FARM/RURAL;;GA;;0;AB143581;
C;232;2611902;9;20041216 08:41;1, 8, 62/751342;
D;232;2611902;9;20041216 08:41;P;;;;;;
D;232;2611902;9;20041216 08:41;V;;;;;;
B;232;2611962;10;20041216 08:41;COOLABAH STORE;;;GIRILAMBONE ST;COOLABAH;2831;4047;M;20040312;20040521;130000;Z;R;RESIDENCE;;ZC;;0;AB116901;
C;232;2611962;10;20041216 08:41;A/439592;
D;232;2611962;10;20041216 08:41;P;;;;;;
D;232;2611962;10;20041216 08:41;V;;;;;;
B;232;3133535;11;20041216 08:41;;;LOT13;YATHELA;NYNGAN;2825;3661.65;H;20040705;20040705;204167;R;3;FARM/RURAL;;TE;;0;AB128204;
C;232;3133535;11;20041216 08:41;231, 232/634583 2, 13, 25, 26/752919;
D;232;3133535;11;20041216 08:41;P;;;;;;
D;232;3133535;11;20041216 08:41;P;;;;;;
D;232;3133535;11;20041216 08:41;P;;;;;;
D;232;3133535;11;20041216 08:41;P;;;;;;
D;232;3133535;11;20041216 08:41;P;;;;;;
D;232;3133535;11;20041216 08:41;P;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
D;232;3133535;11;20041216 08:41;V;;;;;;
