A;034;20041116 08:14;PDANN;
B;034;440457;1;20041116 08:14;;;830;JERANGLE RD;BREDBO;2626;16.19;H;20040827;20041008;310000;R;3;FARM;;RB;;0;AB37509;
C;034;440457;1;20041116 08:14;41/750525 Enclosure Permit 166384;
D;034;440457;1;20041116 08:14;P;;;;;;
D;034;440457;1;20041116 08:14;P;;;;;;
D;034;440457;1;20041116 08:14;V;;;;;;
B;034;440458;2;20041116 08:14;;;;JERANGLE RD;BREDBO;2626;106;H;20040827;20041008;310000;R;3;FARM;;RB;;0;AB37509;
C;034;440458;2;20041116 08:14;1/633881 66, 67, 68/750525 . Enclosure Permit 173481;
D;034;440458;2;20041116 08:14;P;;;;;;
D;034;440458;2;20041116 08:14;P;;;;;;
D;034;440458;2;20041116 08:14;V;;;;;;
B;034;441009;3;20041116 08:14;WOMBAT FLAT;;;BOBEYAN RD VIA;BOLARO;2630;40.47;H;20040923;20041014;247500;R;3;FARM/RURAL;;RA;;0;AB53160;
C;034;441009;3;20041116 08:14;17/701089;
D;034;441009;3;20041116 08:14;P;;;;;;
D;034;441009;3;20041116 08:14;P;;;;;;
D;034;441009;3;20041116 08:14;V;;;;;;
B;034;441461;4;20041116 08:14;WILLANDRA;;5080;MONARO HWY;MICHELAGO;2620;460.9;H;20040922;20041012;750000;R;R;RESIDENCE;;RV;;0;AB49922;
C;034;441461;4;20041116 08:14;238/750549 . Road Permit 65/11;
D;034;441461;4;20041116 08:14;P;;;;;;
D;034;441461;4;20041116 08:14;P;;;;;;
D;034;441461;4;20041116 08:14;P;;;;;;
D;034;441461;4;20041116 08:14;V;;;;;;
B;034;441653;5;20041116 08:14;;;;BOMBALA ST;NIMMITABEL;2631;6063;M;20040928;20041012;8000;Z;V;VACANT LAND;;VL;;0;4440764;
C;034;441653;5;20041116 08:14;8, 9, 10/43/758776;
D;034;441653;5;20041116 08:14;P;;;;;;
D;034;441653;5;20041116 08:14;V;;;;;;
B;034;441779;6;20041116 08:14;;;;MONRO ST;NIMMITABEL;2631;2023;M;20040928;20041012;10000;Z;V;VACANT LAND;;VL;;0;4440765;
C;034;441779;6;20041116 08:14;5/43/758776;
D;034;441779;6;20041116 08:14;P;;;;;;
D;034;441779;6;20041116 08:14;V;;;;;;
B;034;441803;7;20041116 08:14;;;;WOLFE ST;NIMMITABEL;2631;1075;M;20040916;20040930;75000;Z;R;RESIDENCE;;VL;;0;AB76652;
C;034;441803;7;20041116 08:14;20/242566;
D;034;441803;7;20041116 08:14;P;;;;;;
D;034;441803;7;20041116 08:14;P;;;;;;
D;034;441803;7;20041116 08:14;V;;;;;;
B;034;443011;8;20041116 08:14;;;83;BOMBALA ST;COOMA;2630;800.2;M;20040921;20041105;145000;A;R;RESIDENCE;;AG;;0;AB82704;
C;034;443011;8;20041116 08:14;C/158662;
D;034;443011;8;20041116 08:14;P;;;;;;
D;034;443011;8;20041116 08:14;P;;;;;;
D;034;443011;8;20041116 08:14;V;;;;;;
D;034;443011;8;20041116 08:14;V;;;;;;
B;034;443554;9;20041116 08:14;;;78;DENISON ST;COOMA;2630;607;M;20041008;20041022;170000;A;R;RESIDENCE;;AG;;0;AB61224;
C;034;443554;9;20041116 08:14;3/411806;
D;034;443554;9;20041116 08:14;P;;;;;;
D;034;443554;9;20041116 08:14;P;;;;;;
D;034;443554;9;20041116 08:14;V;;;;;;
B;034;444442;10;20041116 08:14;;;19;MOONBI ST;COOMA;2630;4186;M;20040920;20041011;310000;A;R;RESIDENCE;;AB;;0;AB56683;
C;034;444442;10;20041116 08:14;852/209286;
D;034;444442;10;20041116 08:14;P;;;;;;
D;034;444442;10;20041116 08:14;P;;;;;;
D;034;444442;10;20041116 08:14;V;;;;;;
D;034;444442;10;20041116 08:14;V;;;;;;
B;034;444941;11;20041116 08:14;;;66;POLO FLAT RD;POLO FLAT;2630;1645;M;20040712;20040816;140000;I;3;FACTORY;;CA;IF;0;AB54209;
C;034;444941;11;20041116 08:14;10/259500;
D;034;444941;11;20041116 08:14;P;;;;;;
D;034;444941;11;20041116 08:14;V;;;;;;
B;034;445443;12;20041116 08:14;;;11;TUMUT ST;COOMA;2630;676.6;M;20040824;20041005;230000;A;R;RESIDENCE;;AG;AC;0;AB51944;
C;034;445443;12;20041116 08:14;2/161373;
D;034;445443;12;20041116 08:14;P;;;;;;
D;034;445443;12;20041116 08:14;P;;;;;;
D;034;445443;12;20041116 08:14;V;;;;;;
B;034;445486;13;20041116 08:14;;;70;VALE ST;COOMA;2630;277.9;M;20040528;20040723;410000;B;3;SHOPS & FLATS;;BF;;0;AB67695;
C;034;445486;13;20041116 08:14;1/112493;
D;034;445486;13;20041116 08:14;P;;;;;;
D;034;445486;13;20041116 08:14;P;;;;;;
D;034;445486;13;20041116 08:14;V;;;;;;
D;034;445486;13;20041116 08:14;V;;;;;;
B;034;3133425;14;20041116 08:14;;;;MOUNT FOREST RD;CARLAMINDA;2630;1379.4;H;20040804;20040915;272800;;V;VACANT LAND;;;;0;AA968395;
C;034;3133425;14;20041116 08:14;57, 67/750556 1, 23, 30, 31, 32, 33/750562 Crown Lease 34/14 Crown Lea;
C;034;3133425;14;20041116 08:14;se 37/12 Crown Lease 37/11 Crown Lease 44/2 Crown Lease 44/2;
D;034;3133425;14;20041116 08:14;P;;;;;;
D;034;3133425;14;20041116 08:14;V;;;;;;
Z;73;14;15;42;
