A;656;20041001 11:14;PDANN;
B;656;2717502;1;20041001 11:14;;;;KING CREEK RD;WAUCHOPE;2446;10.21;H;20040114;20040526;312000;R;V;VACANT LAND;;MR;;0;AA955687;
C;656;2717502;1;20041001 11:14;68/250978;
D;656;2717502;1;20041001 11:14;P;;;;;;
D;656;2717502;1;20041001 11:14;P;;;;;;
D;656;2717502;1;20041001 11:14;V;;;;;;
B;656;2717911;2;20041001 11:14;;;111;TALL TIMBER RD;LAKE INNES;2446;1.397;H;20040625;20040906;720000;R;R;RESIDENCE;;MQ;;0;AA954681;
C;656;2717911;2;20041001 11:14;23/879382;
D;656;2717911;2;20041001 11:14;P;;;;;;
D;656;2717911;2;20041001 11:14;P;;;;;;
D;656;2717911;2;20041001 11:14;V;;;;;;
D;656;2717911;2;20041001 11:14;V;;;;;;
B;656;2718161;3;20041001 11:14;;;435;HERONS CREEK RD;HERONS CREEK;2443;196;M;20040802;20040830;68000;Z;R;RESIDENCE;;TJ;;0;AA969987;
C;656;2718161;3;20041001 11:14;X/413899;
D;656;2718161;3;20041001 11:14;P;;;;;;
D;656;2718161;3;20041001 11:14;V;;;;;;
B;656;2718496;4;20041001 11:14;;;41;KOONWARRA ST;WEST HAVEN;2443;669.5;M;20040722;20040903;361500;A;R;RESIDENCE;;DD;;0;AA955171;
C;656;2718496;4;20041001 11:14;72/794339;
D;656;2718496;4;20041001 11:14;P;;;;;;
D;656;2718496;4;20041001 11:14;P;;;;;;
D;656;2718496;4;20041001 11:14;V;;;;;;
B;656;2718730;5;20041001 11:14;;;37;BELL ST;DUNBOGAN;2443;733.5;M;20040716;20040813;200000;A;V;VACANT LAND;;DL;;0;AA943304;
C;656;2718730;5;20041001 11:14;11/22571;
D;656;2718730;5;20041001 11:14;P;;;;;;
D;656;2718730;5;20041001 11:14;P;;;;;;
D;656;2718730;5;20041001 11:14;V;;;;;;
D;656;2718730;5;20041001 11:14;V;;;;;;
B;656;2719409;6;20041001 11:14;;;14;COOK CL;LAKEWOOD;2443;773.1;M;20040705;20040816;351000;A;R;RESIDENCE;;DA;;0;AA963227;
C;656;2719409;6;20041001 11:14;55/255950;
D;656;2719409;6;20041001 11:14;P;;;;;;
D;656;2719409;6;20041001 11:14;P;;;;;;
D;656;2719409;6;20041001 11:14;V;;;;;;
B;656;2720049;7;20041001 11:14;;;22;ELOUERA PL;WEST HAVEN;2443;1469;M;20040325;20040902;365000;A;R;RESIDENCE;;DD;;0;AA971744;
C;656;2720049;7;20041001 11:14;11/865495;
D;656;2720049;7;20041001 11:14;P;;;;;;
D;656;2720049;7;20041001 11:14;P;;;;;;
D;656;2720049;7;20041001 11:14;V;;;;;;
B;656;2720348;8;20041001 11:14;;;11;LAKE VIEW CRES;WEST HAVEN;2443;1197;M;20040806;20040903;335000;A;R;RESIDENCE;;DC;;0;AA946560;
C;656;2720348;8;20041001 11:14;83/792689;
D;656;2720348;8;20041001 11:14;P;;;;;;
D;656;2720348;8;20041001 11:14;V;;;;;;
D;656;2720348;8;20041001 11:14;V;;;;;;
B;656;2721289;9;20041001 11:14;;;16;THONE ST;COMBOYNE;2429;1012;M;20040803;20040914;240000;Z;R;RESIDENCE;;ZM;;0;AA961683;
C;656;2721289;9;20041001 11:14;16/2/8802;
D;656;2721289;9;20041001 11:14;P;;;;;;
D;656;2721289;9;20041001 11:14;P;;;;;;
D;656;2721289;9;20041001 11:14;V;;;;;;
D;656;2721289;9;20041001 11:14;V;;;;;;
B;656;2721421;10;20041001 11:14;;;5019;OXLEY HWY;LONG FLAT;2446;1479;M;20040531;20040630;330000;Z;R;RESIDENCE;;ZN;;0;AA972350;
C;656;2721421;10;20041001 11:14;23/568859;
D;656;2721421;10;20041001 11:14;P;;;;;;
D;656;2721421;10;20041001 11:14;V;;;;;;
D;656;2721421;10;20041001 11:14;V;;;;;;
B;656;2721859;11;20041001 11:14;;;31;ALBERT ST;KENDALL;2439;2093;M;20040826;20040903;250000;Z;R;RESIDENCE;;ZK;;0;AA963419;
C;656;2721859;11;20041001 11:14;1/20851;
D;656;2721859;11;20041001 11:14;P;;;;;;
D;656;2721859;11;20041001 11:14;P;;;;;;
D;656;2721859;11;20041001 11:14;V;;;;;;
B;656;2722897;12;20041001 11:14;;;17;CEDAR CL;WAUCHOPE;2446;722;M;20040803;20040831;240000;A;R;RESIDENCE;;GA;;0;AA949762;
C;656;2722897;12;20041001 11:14;20/800428;
D;656;2722897;12;20041001 11:14;P;;;;;;
D;656;2722897;12;20041001 11:14;P;;;;;;
D;656;2722897;12;20041001 11:14;V;;;;;;
B;656;2723401;13;20041001 11:14;;;4;HASTINGS ST;WAUCHOPE;2446;1309;M;20040728;20040803;60000;A;R;RESIDENCE;;GC;;0;AA978023;
C;656;2723401;13;20041001 11:14;1/515026;
D;656;2723401;13;20041001 11:14;P;;;;;;
D;656;2723401;13;20041001 11:14;P;;;;;;
D;656;2723401;13;20041001 11:14;V;;;;;;
D;656;2723401;13;20041001 11:14;V;;;;;;
D;656;2723401;13;20041001 11:14;V;;;;;;
D;656;2723401;13;20041001 11:14;V;;;;;;
B;656;2723820;14;20041001 11:14;;;16;KING ST;WAUCHOPE;2446;531.1;M;20040531;20040830;275000;A;3;;;GD;;0;AA938501;
C;656;2723820;14;20041001 11:14;4/39344;
D;656;2723820;14;20041001 11:14;P;;;;;;
