A;042;20041216 08:28;PDANN;
B;042;470413;1;20041216 08:28;BILLIMARI;;;CULTOWA RD;BILLIMARI;2804;5;H;20041025;20041122;65000;R;3;;;HB;;0;AB116592;
C;042;470413;1;20041216 08:28;5/1014259;
D;042;470413;1;20041216 08:28;P;;;;;;
D;042;470413;1;20041216 08:28;P;;;;;;
D;042;470413;1;20041216 08:28;V;;;;;;
D;042;470413;1;20041216 08:28;V;;;;;;
B;042;470611;2;20041216 08:28;;;;VILLAGE OF BILLIMARI;BILLIMARI;2804;1012;M;20040909;20041014;1200;Z;V;VACANT LAND;;VB;;0;AB144316;
C;042;470611;2;20041216 08:28;6/1/758107;
D;042;470611;2;20041216 08:28;P;;;;;;
D;042;470611;2;20041216 08:28;V;;;;;;
B;042;470614;3;20041216 08:28;;;;VILLAGE OF BILLIMARI  HOUSE NO: LOT 10;BILLIMARI;2804;1012;M;20041101;20041203;200000;Z;V;VACANT LAND;;VB;;0;AB152456;
C;042;470614;3;20041216 08:28;10/1/758107;
D;042;470614;3;20041216 08:28;P;;;;;;
D;042;470614;3;20041216 08:28;V;;;;;;
B;042;470932;4;20041216 08:28;GLEN ECHO;;;MIDDLE CREEK RD;COWRA;2794;90.78;H;20041020;20041126;640000;R;R;RESIDENCE;;HH;;0;AB132869;
C;042;470932;4;20041216 08:28;1, 2/1000577;
D;042;470932;4;20041216 08:28;P;;;;;;
D;042;470932;4;20041216 08:28;P;;;;;;
D;042;470932;4;20041216 08:28;V;;;;;;
B;042;471766;5;20041216 08:28;;;947;KENTUCKY RD;NEVILLE;2799;42.7;H;20040922;20041119;188000;R;V;VACANT LAND;;HD;;0;AB119702;
C;042;471766;5;20041216 08:28;105/750379;
D;042;471766;5;20041216 08:28;P;;;;;;
D;042;471766;5;20041216 08:28;P;;;;;;
D;042;471766;5;20041216 08:28;V;;;;;;
D;042;471766;5;20041216 08:28;V;;;;;;
B;042;472139;6;20041216 08:28;;;5;STUART ST;WOODSTOCK;2793;1612;M;20041012;20041123;80000;Z;R;RESIDENCE;;VW;;0;AB133879;
C;042;472139;6;20041216 08:28;10/18/759112;
D;042;472139;6;20041216 08:28;P;;;;;;
D;042;472139;6;20041216 08:28;P;;;;;;
D;042;472139;6;20041216 08:28;V;;;;;;
B;042;472415;7;20041216 08:28;;;;VILLAGE OF DARBYS FALLS;DARBYS FALLS;2793;1012;M;20041119;20041130;3700;Z;V;VACANT LAND;;VD;;0;AB136948;
C;042;472415;7;20041216 08:28;6/2/9450;
D;042;472415;7;20041216 08:28;P;;;;;;
D;042;472415;7;20041216 08:28;V;;;;;;
B;042;472534;8;20041216 08:28;;;86;OLD BOOROWA RD;COWRA;2794;3.354;H;20041022;20041126;275000;R;R;RESIDENCE;;HB;;0;AB152238;
C;042;472534;8;20041216 08:28;4/789952;
