A;239;20041101 12:31;PDANN;
B;239;2636370;1;20041101 12:31;;;;MACQUARIE ST;NORTH BOURKE;2840;15.176;H;20040902;20041008;320000;R;3;FARM;;BW;;0;AB33694;
C;239;2636370;1;20041101 12:31;11, 87/753570;
D;239;2636370;1;20041101 12:31;P;;;;;;
D;239;2636370;1;20041101 12:31;P;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
D;239;2636370;1;20041101 12:31;V;;;;;;
Z;16;1;1;12;
