A;074;20040901 11:20;PDANN;
B;074;562078;1;20040901 11:20;;;54;BLUMER AVE;GRIFFITH;2680;818.2;M;20040608;20040720;312000;A;R;RESIDENCE;;AA;;0;AA885327;
C;074;562078;1;20040901 11:20;5/174/758476;
D;074;562078;1;20040901 11:20;P;;;;;;
D;074;562078;1;20040901 11:20;V;;;;;;
B;074;563587;2;20040901 11:20;;;25;GORDON AVE;GRIFFITH;2680;929.5;M;20040511;20040811;352000;A;R;RESIDENCE;;AA;;0;AA902862;
C;074;563587;2;20040901 11:20;8/107/758476;
D;074;563587;2;20040901 11:20;P;;;;;;
D;074;563587;2;20040901 11:20;P;;;;;;
D;074;563587;2;20040901 11:20;V;;;;;;
B;074;563667;3;20040901 11:20;;;26;GREY ST;GRIFFITH;2680;885.2;M;20040713;20040816;308000;A;R;RESIDENCE;;AA;;0;AA904207;
C;074;563667;3;20040901 11:20;17/160/758476;
D;074;563667;3;20040901 11:20;P;;;;;;
D;074;563667;3;20040901 11:20;P;;;;;;
D;074;563667;3;20040901 11:20;V;;;;;;
B;074;564364;4;20040901 11:20;;;17;KOOBA ST;GRIFFITH;2680;860;M;20040713;20040813;185000;A;R;RESIDENCE;;AA;;0;AA903084;
C;074;564364;4;20040901 11:20;6/97/758476;
D;074;564364;4;20040901 11:20;P;;;;;;
D;074;564364;4;20040901 11:20;V;;;;;;
D;074;564364;4;20040901 11:20;V;;;;;;
B;074;564885;5;20040901 11:20;;;110;MACARTHUR ST;GRIFFITH;2680;;;20040428;20040526;235000;A;R;RESIDENCE;;AA;;0;AA895501;
C;074;564885;5;20040901 11:20;16/36773;
D;074;564885;5;20040901 11:20;P;;;;;;
D;074;564885;5;20040901 11:20;P;;;;;;
D;074;564885;5;20040901 11:20;V;;;;;;
B;074;565638;6;20040901 11:20;;;103;NOORILLA ST;GRIFFITH;2680;796.7;M;20040525;20040629;60000;A;R;RESIDENCE;;AA;;0;AA876990;
C;074;565638;6;20040901 11:20;3/113/758476;
D;074;565638;6;20040901 11:20;P;;;;;;
D;074;565638;6;20040901 11:20;P;;;;;;
D;074;565638;6;20040901 11:20;V;;;;;;
B;074;566469;7;20040901 11:20;;;34;THOMSON ST;GRIFFITH;2680;891.6;M;20030926;20031031;245000;A;R;RESIDENCE;;AA;;0;AA900020;
C;074;566469;7;20040901 11:20;8/136/758476;
D;074;566469;7;20040901 11:20;P;;;;;;
D;074;566469;7;20040901 11:20;P;;;;;;
D;074;566469;7;20040901 11:20;V;;;;;;
D;074;566469;7;20040901 11:20;V;;;;;;
B;074;566629;8;20040901 11:20;;4;293;WAKADEN ST;GRIFFITH;2680;;;20040518;20040609;150500;;R;RESIDENCE;4;;;0;AA885412;
C;074;566629;8;20040901 11:20;4/SP 16579;
D;074;566629;8;20040901 11:20;P;;;;;;
D;074;566629;8;20040901 11:20;V;;;;;;
