A;120;20040817 09:53;PDANN;
B;120;1253917;1;20040817 09:53;;;254;CHURCH ST;MUDGEE;2850;1132;M;20040615;20040727;299000;A;R;RESIDENCE;;AC;;0;AA852964;
C;120;1253917;1;20040817 09:53;3//260140;
D;120;1253917;1;20040817 09:53;P;;;;;;
D;120;1253917;1;20040817 09:53;P;;;;;;
D;120;1253917;1;20040817 09:53;V;;;;;;
D;120;1253917;1;20040817 09:53;V;;;;;;
B;120;1255159;2;20040817 09:53;;;14;INGLIS ST;MUDGEE;2850;1012;M;20040604;20040629;185000;A;R;RESIDENCE;;AE;;0;AA807818;
C;120;1255159;2;20040817 09:53;18/44/758721;
D;120;1255159;2;20040817 09:53;P;;;;;;
D;120;1255159;2;20040817 09:53;V;;;;;;
B;120;1255186;3;20040817 09:53;;;74;INGLIS ST;MUDGEE;2850;1135;M;20040525;20040706;235000;A;R;RESIDENCE;;AE;;0;AA841262;
C;120;1255186;3;20040817 09:53;2//817235;
D;120;1255186;3;20040817 09:53;P;;;;;;
D;120;1255186;3;20040817 09:53;V;;;;;;
B;120;1256636;4;20040817 09:53;;;9;PHILLIP CL;MUDGEE;2850;1303;M;20040624;20040723;309000;A;R;RESIDENCE;;AC;;0;AA856709;
C;120;1256636;4;20040817 09:53;43//862452;
D;120;1256636;4;20040817 09:53;P;;;;;;
D;120;1256636;4;20040817 09:53;P;;;;;;
D;120;1256636;4;20040817 09:53;V;;;;;;
D;120;1256636;4;20040817 09:53;V;;;;;;
B;120;1257792;5;20040817 09:53;KARILLA;;217;MOUNT PLEASANT LANE;BUCKAROO;2850;16.2;H;20040518;20040630;585000;R;R;RESIDENCE;;TG;;0;AA817750;
C;120;1257792;5;20040817 09:53;1//569077;
D;120;1257792;5;20040817 09:53;P;;;;;;
D;120;1257792;5;20040817 09:53;V;;;;;;
B;120;1258754;6;20040817 09:53;;;;MONTAZA RD;TALLAWANG;2852;10.29;H;20040707;20040806;90000;R;V;VACANT LAND;;TN;;0;AA869763;
C;120;1258754;6;20040817 09:53;23//248947;
D;120;1258754;6;20040817 09:53;P;;;;;;
D;120;1258754;6;20040817 09:53;V;;;;;;
B;120;1259047;7;20040817 09:53;;;;SALEYARDS LANE;GULGONG;2852;3757;M;20040308;20040510;45000;I;3;STORAGE;;FD;;33;AA841441;
C;120;1259047;7;20040817 09:53;1//719740;
D;120;1259047;7;20040817 09:53;P;;;;;;
D;120;1259047;7;20040817 09:53;P;;;;;;
D;120;1259047;7;20040817 09:53;V;;;;;;
D;120;1259047;7;20040817 09:53;V;;;;;;
D;120;1259047;7;20040817 09:53;V;;;;;;
D;120;1259047;7;20040817 09:53;V;;;;;;
D;120;1259047;7;20040817 09:53;V;;;;;;
D;120;1259047;7;20040817 09:53;V;;;;;;
B;120;1259047;8;20040817 09:53;;;;SALEYARDS LANE;GULGONG;2852;3757;M;20040510;20040510;45000;I;3;STORAGE;;FD;;33;AA841440;
C;120;1259047;8;20040817 09:53;1//719740;
D;120;1259047;8;20040817 09:53;P;;;;;;
D;120;1259047;8;20040817 09:53;P;;;;;;
D;120;1259047;8;20040817 09:53;P;;;;;;
D;120;1259047;8;20040817 09:53;V;;;;;;
D;120;1259047;8;20040817 09:53;V;;;;;;
D;120;1259047;8;20040817 09:53;V;;;;;;
D;120;1259047;8;20040817 09:53;V;;;;;;
D;120;1259047;8;20040817 09:53;V;;;;;;
D;120;1259047;8;20040817 09:53;V;;;;;;
B;120;1260040;9;20040817 09:53;;;18;YARAANDOO ST;GULGONG;2852;766.2;M;20040611;20040723;265000;A;R;RESIDENCE;;AN;;0;AA851201;
C;120;1260040;9;20040817 09:53;36//262671;
D;120;1260040;9;20040817 09:53;P;;;;;;
D;120;1260040;9;20040817 09:53;V;;;;;;
D;120;1260040;9;20040817 09:53;V;;;;;;
B;120;1260042;10;20040817 09:53;;;22;YARAANDOO ST;GULGONG;2852;779;M;20030725;20030908;155000;A;R;RESIDENCE;;AN;;0;AA861805;
C;120;1260042;10;20040817 09:53;34//262671;
D;120;1260042;10;20040817 09:53;P;;;;;;
D;120;1260042;10;20040817 09:53;P;;;;;;
D;120;1260042;10;20040817 09:53;V;;;;;;
B;120;1260550;11;20040817 09:53;;;;ULAN RD;ULAN;2850;11.55;H;20040528;20040714;310000;R;R;RESIDENCE;;TN;;0;AA841215;
C;120;1260550;11;20040817 09:53;282//46123;
D;120;1260550;11;20040817 09:53;P;;;;;;
D;120;1260550;11;20040817 09:53;P;;;;;;
D;120;1260550;11;20040817 09:53;V;;;;;;
B;120;1260912;12;20040817 09:53;;;69;BELLEVUE RD;GLEN AYR;2850;1.01;H;20040618;20040709;395000;R;R;RESIDENCE;;SC;;0;AA843078;
C;120;1260912;12;20040817 09:53;622//872556;
D;120;1260912;12;20040817 09:53;P;;;;;;
D;120;1260912;12;20040817 09:53;P;;;;;;
D;120;1260912;12;20040817 09:53;V;;;;;;
D;120;1260912;12;20040817 09:53;V;;;;;;
B;120;1261113;13;20040817 09:53;MUDGEE MUFFLER MAN;;38;CASTLEREAGH HWY;MUDGEE;2850;1947;M;20040330;20040330;150000;I;3;SHOP;;FA;;50;AA802955;
C;120;1261113;13;20040817 09:53;22//595038;
D;120;1261113;13;20040817 09:53;P;;;;;;
D;120;1261113;13;20040817 09:53;P;;;;;;
D;120;1261113;13;20040817 09:53;V;;;;;;
D;120;1261113;13;20040817 09:53;V;;;;;;
B;120;1261593;14;20040817 09:53;;;440;BLUE SPRINGS RD;STUBBO;2852;101.2;H;20040512;20040621;189000;R;R;RESIDENCE;;NF;;0;AA838082;
C;120;1261593;14;20040817 09:53;74//750765;
D;120;1261593;14;20040817 09:53;P;;;;;;
D;120;1261593;14;20040817 09:53;P;;;;;;
D;120;1261593;14;20040817 09:53;V;;;;;;
B;120;1261898;15;20040817 09:53;GLENDAIRE;;;OLD CRUDINE RD;CRUDINE;2850;171.2;H;20040308;20040414;207000;R;3;FARM;;NK;;0;AA800270;
C;120;1261898;15;20040817 09:53;;
D;120;1261898;15;20040817 09:53;P;;;;;;
D;120;1261898;15;20040817 09:53;P;;;;;;
D;120;1261898;15;20040817 09:53;V;;;;;;
D;120;1261898;15;20040817 09:53;V;;;;;;
B;120;1262056;16;20040817 09:53;SPRING BROOK;;1269;HILL END RD;GRATTAI;2850;344.1;H;20040414;20040625;685000;R;3;FARM;;NK;;0;AA774091;
C;120;1262056;16;20040817 09:53;153, 162//756880 79, PT 80//756921;
D;120;1262056;16;20040817 09:53;P;;;;;;
D;120;1262056;16;20040817 09:53;V;;;;;;
B;120;1262105;17;20040817 09:53;;;75;DREWS LANE;HOME RULE;2850;27.57;H;20040507;20040726;460000;R;R;RESIDENCE;;FF;;0;AA847776;
C;120;1262105;17;20040817 09:53;6//565272;
D;120;1262105;17;20040817 09:53;P;;;;;;
D;120;1262105;17;20040817 09:53;P;;;;;;
D;120;1262105;17;20040817 09:53;V;;;;;;
D;120;1262105;17;20040817 09:53;V;;;;;;
B;120;1262310;18;20040817 09:53;;;;BARIGAN ST;WOLLAR;2850;1.012;H;20040708;20040721;170000;Z;R;RESIDENCE;;VF;;0;AA862501;
C;120;1262310;18;20040817 09:53;1//740419;
D;120;1262310;18;20040817 09:53;P;;;;;;
D;120;1262310;18;20040817 09:53;V;;;;;;
B;120;2779170;19;20040817 09:53;;;21;FLIRTATION AVE;MUDGEE;2850;813;M;20040615;20040803;315000;A;R;RESIDENCE;;AE;;0;AA867046;
C;120;2779170;19;20040817 09:53;22//1024316;
D;120;2779170;19;20040817 09:53;P;;;;;;
D;120;2779170;19;20040817 09:53;V;;;;;;
D;120;2779170;19;20040817 09:53;V;;;;;;
B;120;3048200;20;20040817 09:53;;;23;OFF BELLEVUE RD;GLEN AYR;2850;1122;M;20040616;20040728;95000;A;R;RESIDENCE;;AS;;0;AA845155;
C;120;3048200;20;20040817 09:53;30//1062044;
D;120;3048200;20;20040817 09:53;P;;;;;;
D;120;3048200;20;20040817 09:53;P;;;;;;
D;120;3048200;20;20040817 09:53;V;;;;;;
B;120;3066779;21;20040817 09:53;;;110;MARKET ST;MUDGEE;2850;758.8;M;20040623;20040720;150000;B;3;SHED;;BD;;0;AA846375;
C;120;3066779;21;20040817 09:53;4//159718;
D;120;3066779;21;20040817 09:53;P;;;;;;
D;120;3066779;21;20040817 09:53;P;;;;;;
D;120;3066779;21;20040817 09:53;V;;;;;;
D;120;3066779;21;20040817 09:53;V;;;;;;
D;120;3066779;21;20040817 09:53;V;;;;;;
B;120;3081016;22;20040817 09:53;;;;BELLEVUE RD OFF;GLEN AYR;2850;919;M;20040623;20040804;105000;A;V;VACANT LAND;;AS;;0;AA858880;
C;120;3081016;22;20040817 09:53;61//1066609;
D;120;3081016;22;20040817 09:53;P;;;;;;
D;120;3081016;22;20040817 09:53;P;;;;;;
D;120;3081016;22;20040817 09:53;V;;;;;;
D;120;3081016;22;20040817 09:53;V;;;;;;
D;120;3081016;22;20040817 09:53;V;;;;;;
B;120;3086994;23;20040817 09:53;;;3;ROBERT JONES ST;GLEN AYR;2850;1021;M;20040624;20040806;75000;A;R;RESIDENCE;;AC;;0;AA869916;
C;120;3086994;23;20040817 09:53;81//1067692;
D;120;3086994;23;20040817 09:53;P;;;;;;
D;120;3086994;23;20040817 09:53;P;;;;;;
D;120;3086994;23;20040817 09:53;V;;;;;;
Z;132;23;23;84;
