A;055;20041116 08:14;PDANN;
B;055;514003;1;20041116 08:14;;;;VILLAGE BURAJA;BURAJA;2646;1.619;H;20041018;20041025;112500;R;R;RESIDENCE;;VA;;0;AB79709;
C;055;514003;1;20041116 08:14;1, 2, 3, 4, 5, 6, 7, 8/4/758189 . Enclosure Permit 26444;
D;055;514003;1;20041116 08:14;P;;;;;;
D;055;514003;1;20041116 08:14;P;;;;;;
D;055;514003;1;20041116 08:14;V;;;;;;
B;055;514188;2;20041116 08:14;GLENMORISTON;;;SPRING DR;COROWA;2646;4.044;H;20040910;20041001;210000;R;R;RESIDENCE;;HC;;0;AB56148;
C;055;514188;2;20041116 08:14;8/248892;
D;055;514188;2;20041116 08:14;P;;;;;;
D;055;514188;2;20041116 08:14;P;;;;;;
D;055;514188;2;20041116 08:14;V;;;;;;
D;055;514188;2;20041116 08:14;V;;;;;;
B;055;514854;3;20041116 08:14;;;234;CHURCH ST;COROWA;2646;1013;M;20040114;20040401;235000;A;R;RESIDENCE;;AS;;0;AB64428;
C;055;514854;3;20041116 08:14;110/582422;
D;055;514854;3;20041116 08:14;P;;;;;;
D;055;514854;3;20041116 08:14;P;;;;;;
D;055;514854;3;20041116 08:14;V;;;;;;
D;055;514854;3;20041116 08:14;V;;;;;;
B;055;514879;4;20041116 08:14;;;120;DAWE ST;COROWA;2646;913.1;M;20040707;20040927;220000;A;R;RESIDENCE;;AT;;0;AB68123;
C;055;514879;4;20041116 08:14;8/250541;
D;055;514879;4;20041116 08:14;P;;;;;;
D;055;514879;4;20041116 08:14;P;;;;;;
D;055;514879;4;20041116 08:14;V;;;;;;
B;055;514934;5;20041116 08:14;;1;9;EDWARD;COROWA;2646;;;20041013;20041020;115000;;R;RESIDENCE;1;;;0;AB66408;
C;055;514934;5;20041116 08:14;1/SP19582;
D;055;514934;5;20041116 08:14;P;;;;;;
D;055;514934;5;20041116 08:14;P;;;;;;
D;055;514934;5;20041116 08:14;V;;;;;;
B;055;515619;6;20041116 08:14;;;182;HUME ST;COROWA;2646;1012;M;20040806;20041012;196000;A;R;RESIDENCE;;AS;;0;AB57000;
C;055;515619;6;20041116 08:14;17/10/758296;
D;055;515619;6;20041116 08:14;P;;;;;;
D;055;515619;6;20041116 08:14;P;;;;;;
D;055;515619;6;20041116 08:14;V;;;;;;
B;055;515978;7;20041116 08:14;;;17;MURRAY ST;COROWA;2646;769.6;M;20041027;20041027;200000;A;R;RESIDENCE;;AE;;0;AB60620;
C;055;515978;7;20041116 08:14;22/875225;
D;055;515978;7;20041116 08:14;P;;;;;;
D;055;515978;7;20041116 08:14;V;;;;;;
B;055;516036;8;20041116 08:14;;;11;PARLIAMENT ST;COROWA;2646;970;M;20040930;20041022;105000;A;V;VACANT LAND;;AC;;0;AB57157;
C;055;516036;8;20041116 08:14;11/865523;
D;055;516036;8;20041116 08:14;P;;;;;;
D;055;516036;8;20041116 08:14;V;;;;;;
B;055;516150;9;20041116 08:14;;;2;RAMSAY ST;COROWA;2646;7376;M;20040908;20041020;450000;A;R;RESIDENCE;;AG;;0;AB78435;
C;055;516150;9;20041116 08:14;41, 42/1061719;
D;055;516150;9;20041116 08:14;P;;;;;;
D;055;516150;9;20041116 08:14;V;;;;;;
D;055;516150;9;20041116 08:14;V;;;;;;
D;055;516150;9;20041116 08:14;V;;;;;;
B;055;517575;10;20041116 08:14;;;66;COLLESS ST;MULWALA;2647;1205;M;20040819;20041018;110000;A;V;VACANT LAND;;AY;;0;AB82769;
C;055;517575;10;20041116 08:14;1/1009207;
D;055;517575;10;20041116 08:14;P;;;;;;
D;055;517575;10;20041116 08:14;P;;;;;;
D;055;517575;10;20041116 08:14;V;;;;;;
D;055;517575;10;20041116 08:14;V;;;;;;
B;055;518257;11;20041116 08:14;;;74;MELBOURNE ST;MULWALA;2647;2023;M;20040827;20040910;825000;B;3;COMMERCIAL;;BM;;0;AB83534;
C;055;518257;11;20041116 08:14;5, 6/2999;
D;055;518257;11;20041116 08:14;P;;;;;;
D;055;518257;11;20041116 08:14;V;;;;;;
B;055;518284;12;20041116 08:14;;;52;NICHOLSON ST;MULWALA;2647;1014;M;20040908;20041025;80000;A;V;VACANT LAND;;AY;;0;AB71687;
C;055;518284;12;20041116 08:14;1/388860;
D;055;518284;12;20041116 08:14;P;;;;;;
D;055;518284;12;20041116 08:14;P;;;;;;
D;055;518284;12;20041116 08:14;V;;;;;;
Z;63;12;12;37;
