A;143;20041201 11:32;PDANN;
B;143;1549624;1;20041201 11:32;;;21 C;ARTHUR ST;STRATHFIELD;2135;6703;M;20040803;20041116;3265000;I;R;RESIDENCE;;DL;;0;AB108082;
C;143;1549624;1;20041201 11:32;2/812094;
D;143;1549624;1;20041201 11:32;P;;;;;;
D;143;1549624;1;20041201 11:32;V;;;;;;
B;143;1549911;2;20041201 11:32;;;35;BAREENA ST;STRATHFIELD;2135;;;20040925;20041108;938000;A;R;RESIDENCE;;EN;;0;AB88560;
C;143;1549911;2;20041201 11:32;118/14613;
D;143;1549911;2;20041201 11:32;P;;;;;;
D;143;1549911;2;20041201 11:32;P;;;;;;
D;143;1549911;2;20041201 11:32;V;;;;;;
D;143;1549911;2;20041201 11:32;V;;;;;;
D;143;1549911;2;20041201 11:32;V;;;;;;
B;143;1550262;3;20041201 11:32;;6;5;BERESFORD RD;STRATHFIELD;2135;;;20041102;20041102;3800;;R;RESIDENCE;6;;;1;AB87960;
C;143;1550262;3;20041201 11:32;6/SP62893;
D;143;1550262;3;20041201 11:32;P;;;;;;
D;143;1550262;3;20041201 11:32;V;;;;;;
B;143;1550461;4;20041201 11:32;;;112;BERESFORD RD;STRATHFIELD;2135;;;20040517;20041115;891000;A;R;RESIDENCE;;EA;;0;AB98013;
C;143;1550461;4;20041201 11:32;3/7674;
D;143;1550461;4;20041201 11:32;P;;;;;;
D;143;1550461;4;20041201 11:32;P;;;;;;
D;143;1550461;4;20041201 11:32;V;;;;;;
D;143;1550461;4;20041201 11:32;V;;;;;;
B;143;1551221;5;20041201 11:32;;5;2;CARRINGTON AVE;STRATHFIELD;2135;;;20041006;20041016;390000;;R;RESIDENCE;5;;;0;AB103418;
C;143;1551221;5;20041201 11:32;5/SP30401;
D;143;1551221;5;20041201 11:32;P;;;;;;
D;143;1551221;5;20041201 11:32;V;;;;;;
D;143;1551221;5;20041201 11:32;V;;;;;;
B;143;1551946;6;20041201 11:32;;;35;COTSWOLD RD;STRATHFIELD;2135;;;20040912;20041102;1750000;A;R;RESIDENCE;;EP;;0;AB97880;
C;143;1551946;6;20041201 11:32;20/5984;
D;143;1551946;6;20041201 11:32;P;;;;;;
D;143;1551946;6;20041201 11:32;P;;;;;;
D;143;1551946;6;20041201 11:32;V;;;;;;
B;143;1552824;7;20041201 11:32;;;10;FRANCES AVE;STRATHFIELD SOUTH;2136;;;20041014;20041111;620000;A;R;RESIDENCE;;ER;;0;AB107211;
C;143;1552824;7;20041201 11:32;9/10655;
D;143;1552824;7;20041201 11:32;P;;;;;;
D;143;1552824;7;20041201 11:32;P;;;;;;
D;143;1552824;7;20041201 11:32;V;;;;;;
D;143;1552824;7;20041201 11:32;V;;;;;;
B;143;1552851;8;20041201 11:32;;;3;FRANCIS ST;STRATHFIELD;2135;;;20041001;20041112;1312000;A;R;RESIDENCE;;EA;;0;AB109083;
C;143;1552851;8;20041201 11:32;91/12405;
D;143;1552851;8;20041201 11:32;P;;;;;;
D;143;1552851;8;20041201 11:32;V;;;;;;
B;143;1553131;9;20041201 11:32;;4;24;HAMPSTEAD RD;HOMEBUSH WEST;2140;;;20040925;20041105;288000;;R;RESIDENCE;4;;;0;AB94578;
C;143;1553131;9;20041201 11:32;4/SP5908;
D;143;1553131;9;20041201 11:32;P;;;;;;
D;143;1553131;9;20041201 11:32;P;;;;;;
D;143;1553131;9;20041201 11:32;V;;;;;;
B;143;1553854;10;20041201 11:32;;1;6;HOMEBUSH RD;STRATHFIELD;2135;;;20040925;20041111;477500;;R;RESIDENCE;1;;;0;AB101650;
C;143;1553854;10;20041201 11:32;1/SP11215;
D;143;1553854;10;20041201 11:32;P;;;;;;
D;143;1553854;10;20041201 11:32;P;;;;;;
D;143;1553854;10;20041201 11:32;V;;;;;;
D;143;1553854;10;20041201 11:32;V;;;;;;
B;143;1554713;11;20041201 11:32;;;43;KINGSLAND RD;STRATHFIELD;2135;;;20040925;20041111;985000;A;R;RESIDENCE;;EW;;0;AB111011;
C;143;1554713;11;20041201 11:32;8/7837;
D;143;1554713;11;20041201 11:32;P;;;;;;
D;143;1554713;11;20041201 11:32;P;;;;;;
D;143;1554713;11;20041201 11:32;V;;;;;;
