A;014;20041019 08:26;PDANN;
B;014;332247;1;20041019 08:26;;;25;ANNIVERSARY PL;TUGGERAH;2259;420;M;20040731;20040920;327000;A;R;RESIDENCE;;DX;;0;AA986919;
C;014;332247;1;20041019 08:26;43/839561;
D;014;332247;1;20041019 08:26;P;;;;;;
D;014;332247;1;20041019 08:26;V;;;;;;
B;014;332797;2;20041019 08:26;;;30 B;ARLINGTON ST;GOROKAN;2263;512.5;M;20040831;20040928;280000;A;R;RESIDENCE;;CM;;0;AB5292;
C;014;332797;2;20041019 08:26;1882/856500;
D;014;332797;2;20041019 08:26;P;;;;;;
D;014;332797;2;20041019 08:26;V;;;;;;
D;014;332797;2;20041019 08:26;V;;;;;;
B;014;333617;3;20041019 08:26;;;11;BANKS CL;BATEAU BAY;2261;679.5;M;20040813;20040924;378800;A;R;RESIDENCE;;DS;;0;AA999036;
C;014;333617;3;20041019 08:26;101/262204;
D;014;333617;3;20041019 08:26;P;;;;;;
D;014;333617;3;20041019 08:26;P;;;;;;
D;014;333617;3;20041019 08:26;V;;;;;;
B;014;333719;4;20041019 08:26;;;41;BAREGA CL;BUFF POINT;2262;410.4;M;20040824;20041005;285000;A;R;RESIDENCE;;DW;;0;AB17458;
C;014;333719;4;20041019 08:26;4068/837259;
D;014;333719;4;20041019 08:26;P;;;;;;
D;014;333719;4;20041019 08:26;P;;;;;;
D;014;333719;4;20041019 08:26;V;;;;;;
B;014;335386;5;20041019 08:26;;;2;BENSLEY CL;LAKE HAVEN;2263;831;M;20040805;20040916;396000;A;R;RESIDENCE;;CZ;;0;AA985712;
C;014;335386;5;20041019 08:26;182/805711;
D;014;335386;5;20041019 08:26;P;;;;;;
D;014;335386;5;20041019 08:26;V;;;;;;
B;014;335734;6;20041019 08:26;;7;10;BIAS AVE;BATEAU BAY;2261;;;20040812;20040923;310000;;R;RESIDENCE;7;;;0;AA984211;
C;014;335734;6;20041019 08:26;7/SP22834;
D;014;335734;6;20041019 08:26;P;;;;;;
