A;678;20041101 12:33;PDANN;
B;678;1843835;1;20041101 12:33;;;274;ROCKVALE RD;BEN VENUE;2350;4.047;H;20040917;20041022;210000;R;V;VACANT LAND;;EV;;0;AB50826;
C;678;1843835;1;20041101 12:33;1067/755808;
D;678;1843835;1;20041101 12:33;P;;;;;;
D;678;1843835;1;20041101 12:33;P;;;;;;
D;678;1843835;1;20041101 12:33;V;;;;;;
B;678;1844313;2;20041101 12:33;;;40;WESTVIEW RD;DUMARESQ;2350;2.039;H;20040902;20041007;485000;R;R;RESIDENCE;;EV;;0;AB20241;
C;678;1844313;2;20041101 12:33;9/793533;
D;678;1844313;2;20041101 12:33;P;;;;;;
D;678;1844313;2;20041101 12:33;P;;;;;;
D;678;1844313;2;20041101 12:33;V;;;;;;
B;678;1844506;3;20041101 12:33;;;17;HERBERT PARK RD;DONALD CREEK;2350;16.19;H;20040921;20041011;405000;R;R;RESIDENCE;;EX;;0;AB38346;
C;678;1844506;3;20041101 12:33;216/755817;
D;678;1844506;3;20041101 12:33;P;;;;;;
D;678;1844506;3;20041101 12:33;V;;;;;;
B;678;1845579;4;20041101 12:33;;;880;CASTLEDOYLE RD;CASTLEDOYLE;2350;10.13;H;20040730;20040910;215000;R;R;RESIDENCE;;EX;;0;AB6028;
C;678;1845579;4;20041101 12:33;4/247588;
D;678;1845579;4;20041101 12:33;P;;;;;;
D;678;1845579;4;20041101 12:33;V;;;;;;
B;678;2747030;5;20041101 12:33;;;19;ARUNDEL DR;ARMIDALE;2350;1081;M;20040715;20040803;210000;A;R;RESIDENCE;;AA;;0;AB29387;
C;678;2747030;5;20041101 12:33;11/238087;
D;678;2747030;5;20041101 12:33;P;;;;;;
D;678;2747030;5;20041101 12:33;P;;;;;;
D;678;2747030;5;20041101 12:33;P;;;;;;
D;678;2747030;5;20041101 12:33;P;;;;;;
D;678;2747030;5;20041101 12:33;V;;;;;;
B;678;2747067;6;20041101 12:33;;;14 A;ASH TREE DR;ARMIDALE;2350;768;M;20040812;20041015;150000;A;R;RESIDENCE;;AM;;50;AB35702;
C;678;2747067;6;20041101 12:33;37/258452;
D;678;2747067;6;20041101 12:33;P;;;;;;
D;678;2747067;6;20041101 12:33;P;;;;;;
D;678;2747067;6;20041101 12:33;V;;;;;;
B;678;2747116;7;20041101 12:33;;;6;ATHERTON ST;ARMIDALE;2350;781;M;20040716;20041014;226500;A;R;RESIDENCE;;AB;;0;AB40384;
C;678;2747116;7;20041101 12:33;40/251062;
D;678;2747116;7;20041101 12:33;P;;;;;;
D;678;2747116;7;20041101 12:33;P;;;;;;
D;678;2747116;7;20041101 12:33;V;;;;;;
B;678;2747235;8;20041101 12:33;;;122;BARNEY ST;ARMIDALE;2350;822;M;20040723;20041014;190000;A;R;RESIDENCE;;AF;;0;AB37460;
C;678;2747235;8;20041101 12:33;B/402394;
D;678;2747235;8;20041101 12:33;P;;;;;;
D;678;2747235;8;20041101 12:33;V;;;;;;
B;678;2747475;9;20041101 12:33;;;279;BEARDY ST;ARMIDALE;2350;809.3;M;20040906;20041008;184500;A;R;RESIDENCE;;AD;;0;AB37586;
C;678;2747475;9;20041101 12:33;4/590758;
D;678;2747475;9;20041101 12:33;P;;;;;;
D;678;2747475;9;20041101 12:33;P;;;;;;
D;678;2747475;9;20041101 12:33;V;;;;;;
B;678;2747916;10;20041101 12:33;;;6;BRICKFIELD AVE;ARMIDALE;2350;841.4;M;20040917;20040917;147000;I;3;SHED;;FA;;0;AB43826;
C;678;2747916;10;20041101 12:33;15/259925;
D;678;2747916;10;20041101 12:33;P;;;;;;
D;678;2747916;10;20041101 12:33;P;;;;;;
D;678;2747916;10;20041101 12:33;P;;;;;;
D;678;2747916;10;20041101 12:33;P;;;;;;
D;678;2747916;10;20041101 12:33;V;;;;;;
D;678;2747916;10;20041101 12:33;V;;;;;;
D;678;2747916;10;20041101 12:33;V;;;;;;
B;678;2747936;11;20041101 12:33;;;64;BROWN ST;ARMIDALE;2350;1012;M;20040824;20041005;300000;A;R;RESIDENCE;;AE;;0;AB37066;
C;678;2747936;11;20041101 12:33;B/333956;
D;678;2747936;11;20041101 12:33;P;;;;;;
D;678;2747936;11;20041101 12:33;V;;;;;;
B;678;2747991;12;20041101 12:33;;;182;BROWN ST;ARMIDALE;2350;1528;M;20040910;20041008;219000;A;R;RESIDENCE;;AE;;0;AB24095;
C;678;2747991;12;20041101 12:33;1/743321;
D;678;2747991;12;20041101 12:33;P;;;;;;
D;678;2747991;12;20041101 12:33;V;;;;;;
B;678;2748338;13;20041101 12:33;;;;CANAMBE ST;ARMIDALE;2350;1332;M;20040625;20040806;78500;A;R;RESIDENCE;;AN;;0;AB34748;
C;678;2748338;13;20041101 12:33;1126/39799;
D;678;2748338;13;20041101 12:33;P;;;;;;
D;678;2748338;13;20041101 12:33;P;;;;;;
D;678;2748338;13;20041101 12:33;V;;;;;;
D;678;2748338;13;20041101 12:33;V;;;;;;
B;678;2748784;14;20041101 12:33;;;4;COTTERELL PL;ARMIDALE;2350;953;M;20041001;20041022;185000;A;R;RESIDENCE;;AA;;0;AB52914;
C;678;2748784;14;20041101 12:33;7/259914;
D;678;2748784;14;20041101 12:33;P;;;;;;
D;678;2748784;14;20041101 12:33;V;;;;;;
B;678;2748879;15;20041101 12:33;;;35;DALE CRES;ARMIDALE;2350;607.9;M;20040916;20041014;33000;A;V;VACANT LAND;;AN;;0;AB34807;
C;678;2748879;15;20041101 12:33;103/788650;
D;678;2748879;15;20041101 12:33;P;;;;;;
D;678;2748879;15;20041101 12:33;V;;;;;;
B;678;2749585;16;20041101 12:33;;;70;DUMARESQ ST;ARMIDALE;2350;562.8;M;20040720;20040817;100000;A;R;RESIDENCE;;AR;;0;AB21113;
C;678;2749585;16;20041101 12:33;1/543443;
D;678;2749585;16;20041101 12:33;P;;;;;;
D;678;2749585;16;20041101 12:33;P;;;;;;
D;678;2749585;16;20041101 12:33;V;;;;;;
B;678;2749666;17;20041101 12:33;;;3;ELIZABETH ST;ARMIDALE;2350;562.8;M;20040902;20041014;145000;A;R;RESIDENCE;;AN;;0;AB52928;
C;678;2749666;17;20041101 12:33;12/36342;
D;678;2749666;17;20041101 12:33;P;;;;;;
D;678;2749666;17;20041101 12:33;V;;;;;;
D;678;2749666;17;20041101 12:33;V;;;;;;
B;678;2749889;18;20041101 12:33;;;14;FAULKNER ST;ARMIDALE;2350;734.2;M;20040820;20040831;200000;A;R;RESIDENCE;;AG;;0;AB20676;
C;678;2749889;18;20041101 12:33;12/571022;
D;678;2749889;18;20041101 12:33;P;;;;;;
D;678;2749889;18;20041101 12:33;P;;;;;;
D;678;2749889;18;20041101 12:33;V;;;;;;
B;678;2750547;19;20041101 12:33;;;36;HARGRAVE ST;ARMIDALE;2350;904.2;M;20040909;20041014;150000;A;R;RESIDENCE;;AD;;0;AB35820;
C;678;2750547;19;20041101 12:33;4/21164;
D;678;2750547;19;20041101 12:33;P;;;;;;
D;678;2750547;19;20041101 12:33;P;;;;;;
D;678;2750547;19;20041101 12:33;V;;;;;;
B;678;2750685;20;20041101 12:33;;2;11;HOLLOWAY ST;ARMIDALE;2350;;;20040907;20041012;165000;;R;RESIDENCE;2;;;0;AB25361;
C;678;2750685;20;20041101 12:33;2/SP53302;
D;678;2750685;20;20041101 12:33;P;;;;;;
D;678;2750685;20;20041101 12:33;V;;;;;;
D;678;2750685;20;20041101 12:33;V;;;;;;
B;678;2751361;21;20041101 12:33;;;30;KENTUCKY ST;ARMIDALE;2350;841;M;20040910;20041014;155000;A;R;RESIDENCE;;AN;;0;AB49213;
C;678;2751361;21;20041101 12:33;16/540531;
D;678;2751361;21;20041101 12:33;P;;;;;;
D;678;2751361;21;20041101 12:33;P;;;;;;
D;678;2751361;21;20041101 12:33;V;;;;;;
D;678;2751361;21;20041101 12:33;V;;;;;;
B;678;2751654;22;20041101 12:33;;;37;LYNCHES RD;ARMIDALE;2350;847.3;M;20040831;20041005;249000;A;R;RESIDENCE;;AB;;0;AB35300;
C;678;2751654;22;20041101 12:33;18/238041;
