A;672;20041101 12:33;PDANN;
B;672;1838154;1;20041101 12:33;;;15;MACDOUGALL ST;CORINDI BEACH;2456;531.1;M;20040528;20040729;250000;Z;R;RESIDENCE;;CN;;0;AB32683;
C;672;1838154;1;20041101 12:33;5/214981;
D;672;1838154;1;20041101 12:33;P;;;;;;
D;672;1838154;1;20041101 12:33;P;;;;;;
D;672;1838154;1;20041101 12:33;V;;;;;;
D;672;1838154;1;20041101 12:33;V;;;;;;
B;672;1838622;2;20041101 12:33;;;51;SCHAFER ST;RED ROCK;2456;423.7;M;20040907;20041014;340000;Z;R;RESIDENCE;;CM;;0;AB34227;
C;672;1838622;2;20041101 12:33;14/246400;
D;672;1838622;2;20041101 12:33;P;;;;;;
D;672;1838622;2;20041101 12:33;V;;;;;;
D;672;1838622;2;20041101 12:33;V;;;;;;
B;672;3045796;3;20041101 12:33;;;;LOMANDRA CT;CORINDI BEACH;2456;1180;M;20030519;20040709;95000;Z;V;VACANT LAND;;CN;;0;AB13222;
C;672;3045796;3;20041101 12:33;32/1059403;
D;672;3045796;3;20041101 12:33;P;;;;;;
D;672;3045796;3;20041101 12:33;V;;;;;;
D;672;3045796;3;20041101 12:33;V;;;;;;
B;672;3045799;4;20041101 12:33;;;;LOMANDRA CT;CORINDI BEACH;2456;923.5;M;20030519;20040709;95000;Z;V;VACANT LAND;;CN;;0;AB13223;
C;672;3045799;4;20041101 12:33;35/1059403;
D;672;3045799;4;20041101 12:33;P;;;;;;
D;672;3045799;4;20041101 12:33;V;;;;;;
D;672;3045799;4;20041101 12:33;V;;;;;;
B;672;3104063;5;20041101 12:33;;;;CORAL ST;CORINDI BEACH;2456;595.6;M;20040830;20041016;112000;Z;V;VACANT LAND;;CK;;0;AB43739;
C;672;3104063;5;20041101 12:33;14/1068769;
D;672;3104063;5;20041101 12:33;P;;;;;;
D;672;3104063;5;20041101 12:33;V;;;;;;
Z;27;5;5;15;
