A;247;20041216 08:42;PDANN;
B;247;2653809;1;20041216 08:42;THE YARDS;;;CAXTON ST;BOGGABRI;2382;54.62;H;20041102;20041123;130000;R;3;SLAUGHTER HOU;;HF;;0;AB119986;
C;247;2653809;1;20041216 08:42;1, 2, 3, 4, 30/998146;
D;247;2653809;1;20041216 08:42;P;;;;;;
D;247;2653809;1;20041216 08:42;P;;;;;;
D;247;2653809;1;20041216 08:42;V;;;;;;
B;247;2654050;2;20041216 08:42;;;24;LAIDLAW ST;BOGGABRI;2382;2023;M;20041123;20041201;25000;A;R;RESIDENCE;;BR;;0;AB141411;
C;247;2654050;2;20041216 08:42;2/24/758128;
D;247;2654050;2;20041216 08:42;P;;;;;;
D;247;2654050;2;20041216 08:42;P;;;;;;
D;247;2654050;2;20041216 08:42;V;;;;;;
B;247;2654158;3;20041216 08:42;;;200;MERTON ST;BOGGABRI;2382;1012;M;20041015;20041126;65000;A;R;RESIDENCE;;BR;;0;AB131586;
C;247;2654158;3;20041216 08:42;A/369053;
D;247;2654158;3;20041216 08:42;P;;;;;;
D;247;2654158;3;20041216 08:42;V;;;;;;
D;247;2654158;3;20041216 08:42;V;;;;;;
B;247;2654185;4;20041216 08:42;;;;MERTON ST;BOGGABRI;2382;1012;M;20041019;20041201;40000;S;3;MASONIC HALL;;BS;;0;AB144172;
C;247;2654185;4;20041216 08:42;A/401452;
D;247;2654185;4;20041216 08:42;P;;;;;;
D;247;2654185;4;20041216 08:42;V;;;;;;
D;247;2654185;4;20041216 08:42;V;;;;;;
D;247;2654185;4;20041216 08:42;V;;;;;;
B;247;2654199;5;20041216 08:42;;;;MERTON ST CNR;BOGGABRI;2382;1.768;H;20041022;20041124;25000;A;V;VACANT LAND;;BR;;0;AB128156;
C;247;2654199;5;20041216 08:42;17, 18/755475;
D;247;2654199;5;20041216 08:42;P;;;;;;
D;247;2654199;5;20041216 08:42;P;;;;;;
D;247;2654199;5;20041216 08:42;V;;;;;;
B;247;2654827;6;20041216 08:42;;;11;DOYLE ST;NARRABRI;2390;10.12;H;20041021;20041112;345000;R;R;RESIDENCE;;RR;;0;AB137892;
C;247;2654827;6;20041216 08:42;4/259988;
D;247;2654827;6;20041216 08:42;P;;;;;;
D;247;2654827;6;20041216 08:42;P;;;;;;
D;247;2654827;6;20041216 08:42;V;;;;;;
B;247;2655464;7;20041216 08:42;;;616;RED MILL RD;NARRABRI;2390;114.8;H;20041021;20041124;81000;R;3;FARM/RURAL;;SB;;0;AB132937;
C;247;2655464;7;20041216 08:42;616/731479;
D;247;2655464;7;20041216 08:42;P;;;;;;
D;247;2655464;7;20041216 08:42;V;;;;;;
D;247;2655464;7;20041216 08:42;V;;;;;;
B;247;2657653;8;20041216 08:42;;;58;BARWAN ST;NARRABRI;2390;1012;M;20040909;20041007;87500;A;R;RESIDENCE;;NC;;0;AB124817;
C;247;2657653;8;20041216 08:42;5/9/758755;
D;247;2657653;8;20041216 08:42;P;;;;;;
D;247;2657653;8;20041216 08:42;P;;;;;;
D;247;2657653;8;20041216 08:42;V;;;;;;
D;247;2657653;8;20041216 08:42;V;;;;;;
B;247;2658046;9;20041216 08:42;;;57;DANGAR ST;NARRABRI;2390;1471;M;20041025;20041207;265000;A;R;RESIDENCE;;NF;;0;AB156719;
C;247;2658046;9;20041216 08:42;35/253834;
D;247;2658046;9;20041216 08:42;P;;;;;;
D;247;2658046;9;20041216 08:42;V;;;;;;
