A;072;20041019 08:27;PDANN;
B;072;555028;1;20041019 08:27;;;102;CEMETERY RD;BATLOW;2730;3.253;H;20040827;20040916;110000;R;R;RESIDENCE;;TF;;0;AA993608;
C;072;555028;1;20041019 08:27;3, 4/134516;
D;072;555028;1;20041019 08:27;P;;;;;;
D;072;555028;1;20041019 08:27;P;;;;;;
D;072;555028;1;20041019 08:27;V;;;;;;
B;072;555033;2;20041019 08:27;;;3952;BATLOW RD;BATLOW;2730;60.87;H;20040713;20040816;300000;R;R;RESIDENCE;;RY;;0;AA952504;
C;072;555033;2;20041019 08:27;PT 121/757214;
D;072;555033;2;20041019 08:27;P;;;;;;
D;072;555033;2;20041019 08:27;P;;;;;;
D;072;555033;2;20041019 08:27;V;;;;;;
D;072;555033;2;20041019 08:27;V;;;;;;
B;072;555058;3;20041019 08:27;;;102;CEMETERY RD;BATLOW;2730;3288;M;20040827;20040916;110000;R;R;RESIDENCE;;TF;;0;AA993608;
C;072;555058;3;20041019 08:27;1, 2/134516;
D;072;555058;3;20041019 08:27;P;;;;;;
D;072;555058;3;20041019 08:27;P;;;;;;
D;072;555058;3;20041019 08:27;V;;;;;;
D;072;555058;3;20041019 08:27;V;;;;;;
B;072;555677;4;20041019 08:27;;;;PH BATLOW DP'S;TUMUT;2720;2270;M;20040713;20040816;300000;R;R;RESIDENCE;;TM;;0;AA952504;
C;072;555677;4;20041019 08:27;1/221237;
D;072;555677;4;20041019 08:27;P;;;;;;
D;072;555677;4;20041019 08:27;P;;;;;;
D;072;555677;4;20041019 08:27;V;;;;;;
D;072;555677;4;20041019 08:27;V;;;;;;
B;072;555955;5;20041019 08:27;;1;1976;ARGALONG RD;ARGALONG;2720;4.338;H;20040610;20040610;45000;R;V;VACANT LAND;;TK;;0;AA754206;
C;072;555955;5;20041019 08:27;1/722808 PT 133/750981 Permissive Occupancy 1973/2 Special Purpose Lea;
C;072;555955;5;20041019 08:27;se 1946/4;
D;072;555955;5;20041019 08:27;P;;;;;;
D;072;555955;5;20041019 08:27;V;;;;;;
D;072;555955;5;20041019 08:27;V;;;;;;
B;072;556323;6;20041019 08:27;;;541;BRUNGLE RD;KILLIMICAT;2720;132.9;H;20040430;20040901;875000;R;3;FARM;;RP;;0;AA950211;
C;072;556323;6;20041019 08:27;15/5068 101/1000264 . . Enclosure Permit 338482 WS 070249;
D;072;556323;6;20041019 08:27;P;;;;;;
D;072;556323;6;20041019 08:27;P;;;;;;
D;072;556323;6;20041019 08:27;V;;;;;;
B;072;556708;7;20041019 08:27;;;372;MORGANS RESERVE RD;MUNDONGO;2720;2.113;H;20040913;20040930;305000;R;R;RESIDENCE;;RF;;0;AB6420;
C;072;556708;7;20041019 08:27;8/1000755;
D;072;556708;7;20041019 08:27;P;;;;;;
D;072;556708;7;20041019 08:27;P;;;;;;
D;072;556708;7;20041019 08:27;V;;;;;;
D;072;556708;7;20041019 08:27;V;;;;;;
B;072;557178;8;20041019 08:27;;;;TALBINGO SHOPPING CTR;TALBINGO;2720;196;M;20040805;20040916;30000;A;3;RETAIL;;DS;;0;AA981319;
