A;135;20041216 08:34;PDANN;
B;135;1308113;1;20041216 08:34;;2;2;ALBERT RD;AUBURN;2144;;;20041014;20041125;355000;;R;RESIDENCE;2;;;0;AB129734;
C;135;1308113;1;20041216 08:34;2/SP48334;
D;135;1308113;1;20041216 08:34;P;;;;;;
D;135;1308113;1;20041216 08:34;P;;;;;;
D;135;1308113;1;20041216 08:34;V;;;;;;
B;135;1308129;2;20041216 08:34;;;10;ALBERT ST;LIDCOMBE;2141;;;20041008;20041123;340000;A;R;RESIDENCE;;HE;;0;AB131703;
C;135;1308129;2;20041216 08:34;13/4/1493;
D;135;1308129;2;20041216 08:34;P;;;;;;
D;135;1308129;2;20041216 08:34;V;;;;;;
B;135;1308531;3;20041216 08:34;;;39;AMY ST;REGENTS PARK;2143;;;20040805;20041019;365000;A;R;RESIDENCE;;HE;;0;AB123791;
C;135;1308531;3;20041216 08:34;56/13085;
D;135;1308531;3;20041216 08:34;P;;;;;;
D;135;1308531;3;20041216 08:34;P;;;;;;
D;135;1308531;3;20041216 08:34;V;;;;;;
D;135;1308531;3;20041216 08:34;V;;;;;;
B;135;1310261;4;20041216 08:34;;;54;BOMBAY ST;LIDCOMBE;2141;;;20041016;20041129;465000;A;R;RESIDENCE;;HB;;0;AB129191;
C;135;1310261;4;20041216 08:34;60/13268;
D;135;1310261;4;20041216 08:34;P;;;;;;
D;135;1310261;4;20041216 08:34;P;;;;;;
D;135;1310261;4;20041216 08:34;P;;;;;;
D;135;1310261;4;20041216 08:34;P;;;;;;
D;135;1310261;4;20041216 08:34;P;;;;;;
D;135;1310261;4;20041216 08:34;V;;;;;;
D;135;1310261;4;20041216 08:34;V;;;;;;
B;135;1310604;5;20041216 08:34;;;10;BUD GREENSPAN CCT;LIDCOMBE;2141;438.5;M;20040831;20041122;660000;A;R;RESIDENCE;;HC;;0;AB132268;
C;135;1310604;5;20041216 08:34;40/1016757;
D;135;1310604;5;20041216 08:34;P;;;;;;
D;135;1310604;5;20041216 08:34;V;;;;;;
D;135;1310604;5;20041216 08:34;V;;;;;;
B;135;1310933;6;20041216 08:34;;;104;CARDIGAN ST;AUBURN;2144;490.8;M;20041014;20041125;392000;A;R;RESIDENCE;;HD;;0;AB126636;
C;135;1310933;6;20041216 08:34;15/450320;
D;135;1310933;6;20041216 08:34;P;;;;;;
D;135;1310933;6;20041216 08:34;P;;;;;;
D;135;1310933;6;20041216 08:34;V;;;;;;
D;135;1310933;6;20041216 08:34;V;;;;;;
B;135;1311571;7;20041216 08:34;;;345;CHISHOLM RD;AUBURN;2144;1923;M;20030701;20030923;1200000;I;3;WAREHOUSE;;GF;;0;AB140092;
C;135;1311571;7;20041216 08:34;9, 10/8757;
D;135;1311571;7;20041216 08:34;P;;;;;;
D;135;1311571;7;20041216 08:34;V;;;;;;
B;135;1311633;8;20041216 08:34;;;72 A;CHISWICK RD;AUBURN;2144;695.6;M;20041129;20041129;430000;A;R;RESIDENCE;;HD;;0;AB128705;
C;135;1311633;8;20041216 08:34;C/35618;
D;135;1311633;8;20041216 08:34;P;;;;;;
D;135;1311633;8;20041216 08:34;V;;;;;;
D;135;1311633;8;20041216 08:34;V;;;;;;
D;135;1311633;8;20041216 08:34;V;;;;;;
B;135;1312700;9;20041216 08:34;;3;202;CUMBERLAND RD;AUBURN;2144;;;20041027;20041129;365000;;R;RESIDENCE;2;;;0;AB151087;
C;135;1312700;9;20041216 08:34;2/SP45236;
D;135;1312700;9;20041216 08:34;P;;;;;;
D;135;1312700;9;20041216 08:34;P;;;;;;
D;135;1312700;9;20041216 08:34;V;;;;;;
D;135;1312700;9;20041216 08:34;V;;;;;;
B;135;1312765;10;20041216 08:34;;;76;CUMBERLAND RD;AUBURN;2144;;;20040514;20040604;600000;A;R;RESIDENCE;;HD;;0;AB138901;
C;135;1312765;10;20041216 08:34;12, 13/1/975670;
D;135;1312765;10;20041216 08:34;P;;;;;;
D;135;1312765;10;20041216 08:34;P;;;;;;
D;135;1312765;10;20041216 08:34;P;;;;;;
D;135;1312765;10;20041216 08:34;V;;;;;;
D;135;1312765;10;20041216 08:34;V;;;;;;
D;135;1312765;10;20041216 08:34;V;;;;;;
D;135;1312765;10;20041216 08:34;V;;;;;;
B;135;1312947;11;20041216 08:34;;;9;DARCY AVE;LIDCOMBE;2141;;;20041005;20041203;470000;A;R;RESIDENCE;;HC;;0;AB142305;
C;135;1312947;11;20041216 08:34;D/326161;
D;135;1312947;11;20041216 08:34;P;;;;;;
D;135;1312947;11;20041216 08:34;V;;;;;;
D;135;1312947;11;20041216 08:34;V;;;;;;
B;135;1312978;12;20041216 08:34;;;12;DARCY AVE;LIDCOMBE;2141;;;20041023;20041207;518500;A;R;RESIDENCE;;HC;;0;AB143151;
C;135;1312978;12;20041216 08:34;10/2/6508;
D;135;1312978;12;20041216 08:34;P;;;;;;
D;135;1312978;12;20041216 08:34;P;;;;;;
D;135;1312978;12;20041216 08:34;V;;;;;;
B;135;1313167;13;20041216 08:34;;5;75;DARTBROOK RD;AUBURN;2144;;;20041022;20041117;253000;;R;RESIDENCE;5;;;0;AB129826;
C;135;1313167;13;20041216 08:34;5/SP41464;
D;135;1313167;13;20041216 08:34;P;;;;;;
D;135;1313167;13;20041216 08:34;P;;;;;;
D;135;1313167;13;20041216 08:34;V;;;;;;
B;135;1313887;14;20041216 08:34;;3;17;DOODSON AVE;LIDCOMBE;2141;;;20040930;20041111;230000;;R;RESIDENCE;3;;;0;AB142124;
C;135;1313887;14;20041216 08:34;3/SP6212;
D;135;1313887;14;20041216 08:34;P;;;;;;
D;135;1313887;14;20041216 08:34;P;;;;;;
D;135;1313887;14;20041216 08:34;V;;;;;;
B;135;1314173;15;20041216 08:34;;;15;EDGAR ST;AUBURN;2144;;;20040925;20041130;466000;A;R;RESIDENCE;;HD;;0;AB146638;
C;135;1314173;15;20041216 08:34;1/1034164;
D;135;1314173;15;20041216 08:34;P;;;;;;
D;135;1314173;15;20041216 08:34;P;;;;;;
D;135;1314173;15;20041216 08:34;P;;;;;;
D;135;1314173;15;20041216 08:34;P;;;;;;
D;135;1314173;15;20041216 08:34;P;;;;;;
D;135;1314173;15;20041216 08:34;V;;;;;;
B;135;1314331;16;20041216 08:34;;4;20 A;EDWIN ST;REGENTS PARK;2143;;;20041104;20041202;195000;;R;RESIDENCE;4;;;0;AB139074;
C;135;1314331;16;20041216 08:34;4/SP3820;
D;135;1314331;16;20041216 08:34;P;;;;;;
D;135;1314331;16;20041216 08:34;V;;;;;;
B;135;1314615;17;20041216 08:34;;;40;ELM RD;AUBURN;2144;;;20040919;20041112;405000;A;R;RESIDENCE;;HD;;0;AB143487;
C;135;1314615;17;20041216 08:34;233/1638;
D;135;1314615;17;20041216 08:34;P;;;;;;
D;135;1314615;17;20041216 08:34;P;;;;;;
D;135;1314615;17;20041216 08:34;V;;;;;;
B;135;1315369;18;20041216 08:34;;5;73;FRANCES ST;LIDCOMBE;2141;;;20041008;20041126;308000;;R;RESIDENCE;5;;;0;AB120734;
C;135;1315369;18;20041216 08:34;5/SP55195;
D;135;1315369;18;20041216 08:34;P;;;;;;
D;135;1315369;18;20041216 08:34;P;;;;;;
D;135;1315369;18;20041216 08:34;V;;;;;;
B;135;1315638;19;20041216 08:34;;1;11;GIBBONS ST;AUBURN;2144;;;20041009;20041206;210000;;R;RESIDENCE;1;;;0;AB153651;
C;135;1315638;19;20041216 08:34;1/SP10089;
D;135;1315638;19;20041216 08:34;P;;;;;;
D;135;1315638;19;20041216 08:34;V;;;;;;
B;135;1317028;20;20041216 08:34;;2;26;HELENA ST;AUBURN;2144;;;20041028;20041209;315000;;R;RESIDENCE;2;;;0;AB154612;
C;135;1317028;20;20041216 08:34;2/SP50124;
D;135;1317028;20;20041216 08:34;P;;;;;;
D;135;1317028;20;20041216 08:34;P;;;;;;
D;135;1317028;20;20041216 08:34;V;;;;;;
B;135;1317330;21;20041216 08:34;;;70;JELLICOE ST;AUBURN;2144;1821;M;20041012;20041123;1365000;I;3;INDUSTRIAL;;IQ;;0;AB151973;
C;135;1317330;21;20041216 08:34;276, 277, 278/8683;
D;135;1317330;21;20041216 08:34;P;;;;;;
D;135;1317330;21;20041216 08:34;P;;;;;;
D;135;1317330;21;20041216 08:34;V;;;;;;
B;135;1318508;22;20041216 08:34;;5;10;KITCHENER AVE;REGENTS PARK;2143;;;20041014;20041118;250000;;R;RESIDENCE;5;;;0;AB150030;
C;135;1318508;22;20041216 08:34;5/SP47463;
D;135;1318508;22;20041216 08:34;P;;;;;;
D;135;1318508;22;20041216 08:34;V;;;;;;
D;135;1318508;22;20041216 08:34;V;;;;;;
B;135;1320978;23;20041216 08:34;;;7;NOORA ST;LIDCOMBE;2141;;;20041015;20041126;552000;A;R;RESIDENCE;;HB;;0;AB128383;
C;135;1320978;23;20041216 08:34;53/13018;
D;135;1320978;23;20041216 08:34;P;;;;;;
D;135;1320978;23;20041216 08:34;P;;;;;;
D;135;1320978;23;20041216 08:34;V;;;;;;
B;135;1321209;24;20041216 08:34;;;71;NORTHCOTE ST;AUBURN;2144;;;20040923;20041111;275000;A;R;RESIDENCE;;HD;;0;AB117081;
C;135;1321209;24;20041216 08:34;29/1428;
D;135;1321209;24;20041216 08:34;P;;;;;;
D;135;1321209;24;20041216 08:34;V;;;;;;
B;135;1321322;25;20041216 08:34;;3;55;NORTHUMBERLAND RD;AUBURN;2144;;;20041015;20041119;240000;;R;RESIDENCE;3;;;0;AB130267;
C;135;1321322;25;20041216 08:34;3/SP36490;
D;135;1321322;25;20041216 08:34;P;;;;;;
D;135;1321322;25;20041216 08:34;V;;;;;;
B;135;1321883;26;20041216 08:34;;35;1;NURMI AVE;NEWINGTON;2127;;;20041007;20041122;563000;;R;RESIDENCE;35;;XA;0;AB119121;
C;135;1321883;26;20041216 08:34;35/SP61070;
D;135;1321883;26;20041216 08:34;P;;;;;;
D;135;1321883;26;20041216 08:34;P;;;;;;
D;135;1321883;26;20041216 08:34;V;;;;;;
D;135;1321883;26;20041216 08:34;V;;;;;;
B;135;1321944;27;20041216 08:34;;1;7;NURMI AVE;NEWINGTON;2127;;;20041025;20041125;420000;;R;RESIDENCE;1;;;0;AB148250;
C;135;1321944;27;20041216 08:34;1/SP61724;
D;135;1321944;27;20041216 08:34;P;;;;;;
D;135;1321944;27;20041216 08:34;V;;;;;;
B;135;1322145;28;20041216 08:34;;;5;OXFORD ST;LIDCOMBE;2141;560;M;20041012;20041123;450000;A;R;RESIDENCE;;HE;;0;AB152563;
C;135;1322145;28;20041216 08:34;1/105087;
D;135;1322145;28;20041216 08:34;P;;;;;;
D;135;1322145;28;20041216 08:34;P;;;;;;
D;135;1322145;28;20041216 08:34;P;;;;;;
D;135;1322145;28;20041216 08:34;V;;;;;;
D;135;1322145;28;20041216 08:34;V;;;;;;
B;135;1322707;29;20041216 08:34;;5;30;PARK RD;AUBURN;2144;;;20040727;20040928;156000;;R;RESIDENCE;5;;;0;AB127564;
C;135;1322707;29;20041216 08:34;5/SP7851;
D;135;1322707;29;20041216 08:34;P;;;;;;
D;135;1322707;29;20041216 08:34;V;;;;;;
D;135;1322707;29;20041216 08:34;V;;;;;;
B;135;1323004;30;20041216 08:34;;2;177;PARRAMATTA RD;AUBURN;2144;;;20040924;20041119;566500;;R;RESIDENCE;2;;XA;0;AB120373;
C;135;1323004;30;20041216 08:34;2/SP37429;
D;135;1323004;30;20041216 08:34;P;;;;;;
D;135;1323004;30;20041216 08:34;P;;;;;;
D;135;1323004;30;20041216 08:34;V;;;;;;
B;135;1323786;31;20041216 08:34;;;2 A;RAGLAN RD;AUBURN;2144;467.9;M;20030615;20040917;3200;A;R;RESIDENCE;;HD;;0;AB125296;
C;135;1323786;31;20041216 08:34;1/200081;
D;135;1323786;31;20041216 08:34;P;;;;;;
D;135;1323786;31;20041216 08:34;V;;;;;;
B;135;1323892;32;20041216 08:34;;12;1;RAILWAY PDE;LIDCOMBE;2141;;;20041006;20041117;250000;;R;RESIDENCE;12;;;0;AB122849;
C;135;1323892;32;20041216 08:34;12/SP48444;
D;135;1323892;32;20041216 08:34;P;;;;;;
D;135;1323892;32;20041216 08:34;V;;;;;;
D;135;1323892;32;20041216 08:34;V;;;;;;
B;135;1324736;33;20041216 08:34;;;48;SHEFFIELD ST;AUBURN;2144;398.4;M;20040325;20040507;495000;A;R;RESIDENCE;;HD;;0;AB151035;
C;135;1324736;33;20041216 08:34;10/B/3850;
D;135;1324736;33;20041216 08:34;P;;;;;;
D;135;1324736;33;20041216 08:34;P;;;;;;
D;135;1324736;33;20041216 08:34;V;;;;;;
D;135;1324736;33;20041216 08:34;V;;;;;;
B;135;1325134;34;20041216 08:34;;;4;SPENCER ST;BERALA;2141;499.5;M;20040917;20041112;488000;A;R;RESIDENCE;;HE;;0;AB138004;
C;135;1325134;34;20041216 08:34;15/30669;
D;135;1325134;34;20041216 08:34;P;;;;;;
D;135;1325134;34;20041216 08:34;V;;;;;;
D;135;1325134;34;20041216 08:34;V;;;;;;
B;135;1325246;35;20041216 08:34;;6;21;STATION RD;AUBURN;2144;;;20040930;20041111;190000;;R;RESIDENCE;6;;;0;AB122880;
C;135;1325246;35;20041216 08:34;6/SP3031;
D;135;1325246;35;20041216 08:34;P;;;;;;
D;135;1325246;35;20041216 08:34;V;;;;;;
B;135;1325364;36;20041216 08:34;;1;61;STATION RD;AUBURN;2144;;;20041111;20041126;350000;;R;RESIDENCE;4;;;0;AB128122;
C;135;1325364;36;20041216 08:34;4/SP49175;
D;135;1325364;36;20041216 08:34;P;;;;;;
D;135;1325364;36;20041216 08:34;V;;;;;;
B;135;1325448;37;20041216 08:34;;4;88;STATION RD;AUBURN;2144;;;20040928;20041129;234000;;R;RESIDENCE;4;;;0;AB138781;
C;135;1325448;37;20041216 08:34;4/SP57868;
D;135;1325448;37;20041216 08:34;P;;;;;;
D;135;1325448;37;20041216 08:34;V;;;;;;
D;135;1325448;37;20041216 08:34;V;;;;;;
B;135;1325536;38;20041216 08:34;;8;54;STATION RD;AUBURN;2144;;;20041001;20041021;262000;;R;RESIDENCE;8;;;0;AB61835;
C;135;1325536;38;20041216 08:34;8/SP21139;
D;135;1325536;38;20041216 08:34;P;;;;;;
D;135;1325536;38;20041216 08:34;P;;;;;;
D;135;1325536;38;20041216 08:34;V;;;;;;
D;135;1325536;38;20041216 08:34;V;;;;;;
B;135;1326102;39;20041216 08:34;;13;16;SWETE ST;LIDCOMBE;2141;;;20041029;20041203;276000;;R;RESIDENCE;13;;;0;AB137954;
C;135;1326102;39;20041216 08:34;13/SP52252;
D;135;1326102;39;20041216 08:34;P;;;;;;
D;135;1326102;39;20041216 08:34;P;;;;;;
D;135;1326102;39;20041216 08:34;V;;;;;;
B;135;1327459;40;20041216 08:34;;;6;WHITING ST;REGENTS PARK;2143;569.1;M;20041030;20041202;480000;A;R;RESIDENCE;;HE;;0;AB142040;
C;135;1327459;40;20041216 08:34;107/35559;
D;135;1327459;40;20041216 08:34;P;;;;;;
